ubigeo_distrito,votos_validos,votos_blancos,votos_nulos,votos_emitidos,actas_contabilizadas,actas_total,cand_08,cand_10,cand_35,cand_16,cand_14,cand_23,cand_02,cand_33,cand_31,cand_21,cand_32,cand_25,cand_01,cand_12,cand_20,cand_24,cand_29,cand_03,cand_37,cand_17,cand_27,cand_22,cand_38,cand_18,cand_26,cand_11,cand_07,cand_28,cand_09,cand_05,cand_19,cand_36,cand_30,cand_04,cand_15,cand_34
130111,9190,1170,561,10921,46,46,2534,725,738,1060,524,1129,396,339,296,140,87,51,285,159,65,113,127,40,53,28,29,50,36,34,42,11,17,13,11,8,10,11,5,10,0,14
130112,92486,11837,6779,111102,477,477,24337,9917,6908,10273,7530,9117,4146,2997,3600,1643,938,480,1451,958,787,1049,1209,625,558,322,497,636,375,281,465,181,213,167,100,96,167,86,45,72,0,260
130113,5846,911,353,7110,35,35,2172,232,304,607,516,426,144,138,176,132,77,12,118,152,19,123,251,12,22,21,17,22,11,46,27,10,11,11,5,12,5,6,1,3,0,5
130114,4660,876,312,5848,29,29,1299,616,200,283,387,452,185,137,86,58,91,22,254,137,115,39,40,58,27,12,22,20,13,16,16,4,35,9,6,1,4,2,4,4,0,6
130115,50867,5876,3578,60321,256,256,12576,3342,4501,6629,3776,6254,2337,1945,2079,884,458,254,981,641,348,496,760,320,280,146,196,352,229,151,285,97,89,79,53,38,63,28,28,26,0,146
130116,7963,1417,656,10036,46,46,3188,688,465,394,570,749,291,142,141,112,167,58,256,264,39,46,85,47,33,30,31,29,19,18,12,10,16,10,6,9,10,8,4,2,0,14
130117,11139,1889,1148,14176,62,62,3372,1839,536,613,949,772,379,242,265,155,187,41,367,582,100,83,163,60,81,24,65,34,24,36,28,14,41,22,11,13,9,7,3,2,0,20
130118,13190,2283,1698,17171,74,74,2683,1615,1254,1150,960,1517,520,401,389,237,292,105,552,299,222,106,213,61,59,29,83,77,41,57,70,34,25,11,18,16,20,15,3,5,0,51
130119,4238,646,312,5196,24,24,1313,458,272,285,304,373,163,94,92,54,66,22,272,71,95,42,58,30,16,7,17,10,12,14,10,2,43,9,6,5,4,6,2,3,0,8
130120,13815,2458,2030,18303,81,81,2718,1988,888,1129,1168,1630,696,397,331,241,296,174,337,110,230,168,479,123,105,44,74,77,25,74,86,20,38,27,20,17,34,14,13,9,0,35
130201,19119,2794,1291,23204,101,101,4700,1620,1448,2128,1237,1652,1083,606,617,256,224,119,763,783,449,244,344,55,68,72,85,93,68,33,92,34,31,33,48,12,21,16,10,37,0,38
130202,4599,1870,464,6933,45,45,686,2603,62,31,306,22,108,15,12,29,70,10,118,42,86,42,37,22,10,17,72,10,3,24,2,14,3,9,4,31,16,18,25,36,0,4
130203,3810,1320,359,5489,46,46,430,2544,28,25,220,24,54,12,14,18,87,13,40,11,24,24,27,40,8,28,33,6,12,13,3,8,3,6,2,11,5,10,3,21,0,3
130204,10117,2335,791,13243,60,60,3037,2693,345,339,950,430,263,115,151,102,152,82,366,294,108,108,148,41,32,33,84,29,17,33,14,14,8,21,8,13,11,21,6,10,0,39
130205,7683,1255,572,9510,40,40,2548,728,358,494,488,792,322,136,192,127,116,30,253,205,233,82,235,27,29,30,30,39,33,24,25,12,23,10,3,6,5,11,2,16,0,19
130206,2263,470,247,2980,13,13,808,391,84,87,131,206,78,21,42,29,33,8,58,56,38,15,84,4,1,8,24,7,4,9,8,5,1,5,0,4,0,4,2,4,0,4
130301,38820,6554,2954,48328,205,205,8631,4247,2735,4496,2790,3796,2075,1389,1220,696,521,245,692,1327,524,436,574,172,182,99,174,401,339,151,196,76,256,85,51,26,39,48,31,25,0,75
130302,1008,263,80,1351,6,6,306,275,28,22,88,47,36,3,17,23,14,1,25,29,29,17,12,1,3,4,8,1,3,3,1,1,1,3,1,1,0,0,2,1,0,2
130303,5507,898,366,6771,30,30,2303,699,184,317,340,398,253,90,82,66,128,45,49,156,59,49,70,9,39,13,18,15,26,26,14,9,7,8,2,7,7,11,4,0,0,4
130304,9508,2091,997,12596,54,54,3011,1703,368,503,749,637,270,164,204,98,110,34,485,483,77,91,84,34,33,39,47,64,69,31,28,6,13,14,9,7,8,6,14,1,0,14
130305,10406,1983,928,13317,57,57,3739,1561,269,447,807,797,320,149,163,194,150,49,887,189,83,75,112,33,49,20,33,37,63,31,21,12,29,19,8,11,15,12,1,5,0,16
130306,24752,4924,2150,31826,133,133,11738,3002,363,655,2695,927,430,148,247,359,401,139,616,1269,238,335,143,85,221,56,97,44,88,87,38,18,123,35,19,39,17,25,8,16,0,31
130307,14689,3353,1646,19688,86,86,4117,2518,651,1150,1454,859,635,301,336,324,350,129,177,482,159,174,163,75,60,34,90,43,37,70,40,23,81,35,12,27,30,14,7,7,0,25
130308,22779,6996,1937,31712,139,139,6084,5271,705,917,2969,1013,647,314,352,257,1590,77,312,447,163,255,275,90,112,76,122,90,112,91,94,36,36,43,16,71,35,37,17,4,0,49
130309,4246,804,252,5302,23,23,1530,838,118,218,313,283,127,61,64,50,50,23,52,202,39,67,38,18,20,10,15,37,13,7,8,3,14,3,1,10,5,5,0,1,0,3
130310,6347,1726,542,8615,48,48,2069,1801,112,169,673,178,149,32,65,77,69,50,61,326,101,39,50,45,41,28,30,18,8,39,13,9,12,11,9,19,6,14,3,3,0,18
130311,8153,1222,456,9831,44,44,2663,588,244,960,672,765,303,239,351,138,113,56,135,189,108,142,137,23,44,18,43,32,16,48,24,17,9,22,5,11,13,7,1,2,0,15
130312,13020,2423,900,16343,69,69,5955,1637,342,665,956,925,324,164,185,225,247,37,189,228,87,142,156,56,90,45,42,34,88,30,24,7,18,23,12,38,11,10,5,2,0,21
140101,209298,17698,8200,235196,1030,1030,37722,3729,42701,34471,15809,18785,16247,10039,7715,2650,1342,1171,723,3128,1476,980,785,821,309,725,553,1236,1614,487,1078,601,429,291,244,155,203,106,135,91,0,747
140102,32561,3974,1843,38378,164,164,7283,2102,3675,3480,4032,3811,1815,1140,1270,504,441,145,225,178,247,322,199,166,115,237,122,184,97,118,139,63,36,68,40,43,33,27,22,5,0,177
140103,345555,33623,14558,393736,1650,1650,59579,17041,53710,45176,42312,30298,25995,14264,16016,6636,4499,2285,1689,1586,1717,3059,1984,1423,689,2688,1586,2085,1229,1100,1416,676,978,632,627,441,373,192,225,146,0,1203
140104,75717,4787,2628,83132,355,355,11518,1026,18411,13683,4271,6226,6117,4177,2435,775,438,373,201,1595,501,312,291,230,95,181,129,454,709,119,387,223,163,100,80,89,59,38,40,40,0,231
140105,175650,19175,8930,203755,855,855,33705,8868,19709,23674,21539,17172,13430,6811,7981,3110,2019,941,1350,1086,2274,1868,1129,873,540,1067,684,1014,792,582,916,386,256,324,232,203,156,95,130,69,0,665
140106,312713,30207,16757,359677,1493,1493,60810,7489,45298,47539,29640,33629,24994,13946,13411,4820,3219,1691,2147,2574,2453,2405,1711,1371,644,1348,828,1728,1538,977,1823,706,525,488,563,295,242,195,261,215,0,1190
140107,28539,2570,1336,32445,139,139,4028,689,8701,3682,2249,2030,2172,1138,936,400,325,187,152,185,139,174,110,110,39,126,107,170,101,55,112,74,49,67,53,47,24,11,25,8,0,64
140108,194049,16645,7547,218241,896,896,36945,3369,42385,31280,14094,19042,11180,9106,8012,2176,1379,868,752,1338,1514,1012,808,585,235,606,393,1067,1703,462,1075,506,420,250,248,155,162,81,100,113,0,628
140109,132444,11557,6792,150793,642,642,27194,3229,28091,18346,11757,11311,8257,5407,4528,1811,882,883,467,1751,1737,627,556,466,171,508,318,607,824,303,601,330,279,171,159,103,155,65,85,69,0,396
140110,126023,5265,2767,134055,571,571,13362,1334,52286,21058,6596,5739,7172,5942,3924,912,412,336,249,1055,532,454,229,246,74,245,159,488,1004,155,507,374,313,123,140,214,50,25,47,54,0,213
140111,62181,3150,1600,66931,294,294,7694,645,19656,11966,2904,4007,4671,3480,1921,526,185,257,130,927,443,183,165,160,39,82,101,326,603,60,244,198,209,58,66,34,43,19,25,30,0,124
140112,110196,11920,5395,127511,548,548,16881,6333,21535,12444,13180,9979,8322,4039,4567,1944,1325,852,716,387,546,895,606,520,241,841,562,560,291,389,431,218,145,239,149,251,237,78,111,64,0,318
140113,49132,5344,2656,57132,247,247,11598,2309,8022,10372,4535,3670,1666,1126,1429,563,435,164,290,280,255,281,226,159,76,257,121,170,166,220,143,175,48,58,22,67,45,20,29,14,0,121
140114,55570,2691,1835,60096,255,255,6652,480,19327,11968,1918,2978,3504,3077,1553,368,128,174,123,671,306,125,142,138,25,70,70,259,604,56,227,151,169,47,61,21,27,8,22,15,0,106
140115,99042,3536,1830,104408,480,480,8778,592,49106,19094,2533,3225,4605,4442,1733,406,129,180,141,763,328,168,125,176,37,73,63,359,788,68,223,269,230,72,70,34,42,13,25,25,0,127
140116,61409,7238,3185,71832,315,315,11471,4661,7218,8323,9100,4706,3451,1909,2811,1055,929,375,390,225,516,576,311,317,177,643,253,372,168,256,216,140,88,124,104,104,81,26,38,39,0,236
140117,72915,3112,1930,77957,337,337,8207,527,24665,16026,2438,3733,5267,4428,2091,480,157,223,140,1092,392,183,140,201,39,84,71,347,799,60,299,223,238,47,68,28,24,32,26,23,0,117
140118,8647,1199,409,10255,44,44,1909,439,1026,1095,1013,960,338,237,281,179,130,69,67,34,97,61,82,40,32,43,37,155,24,38,40,19,20,55,38,15,21,5,11,3,0,34
140119,183673,20673,9723,214069,889,889,35916,10383,19021,23837,23691,19679,12704,6819,8454,3394,2161,996,1307,837,2653,1899,1111,757,590,1298,614,1029,604,599,855,371,329,269,188,177,170,111,150,97,0,603
140120,7041,582,231,7854,32,32,1055,279,2133,1229,567,444,294,186,170,75,121,51,33,47,26,39,29,21,11,62,17,24,25,20,14,16,9,10,2,3,11,4,0,4,0,10
140121,5217,439,163,5819,25,25,974,152,1212,823,374,478,250,169,195,70,42,26,23,72,31,41,31,18,10,32,20,33,30,10,21,12,7,4,3,3,3,3,4,24,0,17
140122,116304,11023,5261,132588,567,567,24252,2476,20920,17177,9037,11464,7763,5041,4312,1618,1290,652,443,1961,986,574,534,378,190,463,269,582,903,252,573,322,223,170,165,119,136,51,115,62,0,831
140123,4969,496,214,5679,24,24,931,165,1169,713,416,485,271,166,178,73,54,17,29,12,40,26,15,17,8,22,16,19,21,32,17,9,9,6,8,6,2,3,5,1,0,8
140124,59640,1834,774,62248,281,281,5169,349,32750,9896,1326,1760,2435,2276,1011,247,71,92,82,410,175,107,78,63,24,37,21,165,403,29,143,159,184,33,31,10,11,10,10,16,0,57
140125,31890,1868,833,34591,151,151,4540,220,10978,6206,1183,2070,1875,1549,838,209,84,78,81,470,183,65,59,85,31,30,33,112,322,43,143,72,80,45,26,11,20,13,16,12,0,108
140126,376817,31534,16650,425001,1798,1798,66670,7811,70663,62694,31228,37783,28899,17071,15099,5138,2982,1940,1807,3657,2496,2303,1696,1345,729,1499,840,2217,2094,1098,1901,897,662,512,456,295,297,200,344,202,0,1292
140127,110125,5132,2846,118103,504,504,13828,906,36371,23445,4263,6509,6665,6342,3589,708,229,288,222,1381,555,384,220,234,69,146,133,572,1102,101,451,343,346,93,118,85,79,25,25,57,0,241
140128,1165,57,19,1241,6,6,141,29,579,144,50,77,34,22,22,5,2,4,2,2,1,3,4,4,2,0,1,14,2,5,4,3,2,1,0,1,0,0,0,2,0,3
140129,13339,1559,731,15629,67,67,2601,1064,1796,1334,1713,1322,770,464,524,205,216,77,71,80,142,153,82,78,52,95,54,60,65,45,56,36,22,18,15,12,13,7,11,7,0,79
140130,255422,10922,5394,271738,1184,1184,27327,1899,113282,45237,9486,11455,11977,12117,6728,1566,580,658,462,1867,1156,624,484,441,171,362,221,1047,2203,331,1325,600,524,185,201,90,95,46,78,114,0,483
140131,73313,4554,2156,80023,337,337,10389,808,22869,14126,3724,4829,4273,3912,2188,648,306,308,147,891,611,222,197,186,56,116,95,392,717,97,296,215,169,85,64,45,58,27,32,38,0,177
140132,257576,27975,12776,298327,1241,1241,54389,9179,36608,36596,26265,27949,15488,10805,11540,4081,2893,1426,1220,1762,1768,1761,1383,1178,545,1635,743,1363,1145,830,1379,563,398,430,370,230,278,130,143,146,0,957
140133,93359,3719,2097,99175,431,431,9662,894,30684,19926,3787,4737,8040,5505,2627,713,235,340,203,1307,520,283,198,294,69,87,117,520,983,94,410,273,285,69,87,40,64,15,40,40,0,211
140134,123793,13498,7549,144840,595,595,25496,3630,16897,17483,12357,13713,9319,4919,5150,1914,1383,750,857,1049,963,772,830,694,317,642,384,732,591,431,594,304,216,193,164,125,153,76,91,63,0,541
140135,118845,12504,5655,137004,572,572,26380,3418,15835,15710,13454,12155,8539,4495,4924,1849,1866,732,940,914,748,784,833,467,192,562,367,587,506,377,526,260,180,180,169,109,147,63,57,57,0,463
140136,231315,20841,14371,266527,1115,1115,41439,6215,44364,37090,21794,23071,14380,9234,9535,3665,1891,1390,1401,1578,1271,1268,1184,856,336,1142,567,1314,1219,699,1106,581,402,357,255,210,234,101,184,211,0,771
140137,578584,57869,27080,663533,2744,2744,114265,22040,69443,79605,69097,58945,42879,23952,28266,10151,7515,3624,3767,3518,4784,4563,3241,2442,1254,3944,1866,3516,2340,1660,2881,1617,897,943,685,717,794,341,338,310,0,2384
140138,41654,2816,1376,45846,191,191,6860,783,10664,7033,3331,3019,2826,1903,1561,461,261,191,122,431,284,196,130,134,59,116,76,211,253,76,180,105,88,53,39,38,23,14,19,11,0,103
140139,20702,2409,1241,24352,103,103,3596,1290,2906,2400,3240,1663,1267,687,997,337,347,164,108,84,145,213,140,121,57,179,104,87,63,84,88,38,34,63,20,41,34,14,11,9,0,71
140140,92830,3090,1472,97392,420,420,8951,572,44371,16574,2787,3350,4424,4474,2141,440,129,213,132,840,333,177,124,151,41,72,68,367,830,50,302,246,271,67,59,33,53,19,23,13,0,133
140141,247249,24959,15050,287258,1163,1163,54018,6624,30874,37445,25002,29228,15131,10597,11607,4033,2163,1406,1231,1755,1547,1601,1323,1055,438,1274,723,1524,1041,748,1273,586,334,435,295,248,331,131,189,143,0,896
140142,216190,15846,8380,240416,983,983,34136,4599,41341,37980,20284,19486,18092,10257,8862,3089,1781,1025,958,1686,1329,1238,943,764,388,883,480,1223,1168,469,1025,510,298,273,236,164,183,82,139,101,0,718
140143,138778,11971,5166,155915,630,630,23921,4493,22609,19831,16334,12800,11765,5677,6239,2470,1438,940,710,709,749,1160,769,599,250,700,484,768,528,383,661,302,232,175,160,118,156,78,57,53,0,460
140201,703,183,93,979,6,6,135,97,16,38,78,13,102,18,13,21,12,4,16,4,5,13,6,13,3,15,9,54,4,4,0,0,0,2,3,1,0,1,1,0,0,2
140205,331,126,38,495,4,4,125,55,24,11,28,13,21,8,2,2,7,1,6,0,5,2,1,3,1,3,1,0,0,1,1,1,0,1,1,3,0,2,1,0,0,1
140206,638,151,71,860,6,6,341,34,29,16,69,28,32,12,4,6,12,1,16,1,3,2,1,4,1,6,4,2,0,2,3,1,0,1,1,2,2,2,0,0,0,0
140207,325,93,48,466,4,4,103,62,23,5,26,21,19,1,4,1,11,0,9,5,2,5,2,3,3,3,6,0,0,1,0,0,1,3,0,2,0,2,0,0,0,2
140208,513,100,15,628,4,4,216,56,44,16,55,30,22,16,9,3,6,8,4,2,0,1,1,4,4,2,1,0,0,2,3,1,0,1,1,2,3,0,0,0,0,0
140301,1693,341,100,2134,10,10,414,241,117,115,121,112,294,23,30,19,30,15,16,32,10,10,11,31,2,2,5,7,4,5,1,2,2,3,1,2,3,1,2,1,0,9
140302,509,78,24,611,3,3,239,36,40,23,36,32,34,3,7,2,7,3,7,7,9,3,2,0,0,2,0,1,2,3,2,0,1,1,1,1,0,0,3,0,0,2
140303,442,77,17,536,3,3,165,41,31,18,36,26,51,14,4,6,7,2,6,2,3,9,0,2,0,2,6,1,1,2,1,0,1,2,0,1,1,0,1,0,0,0
140304,563,104,35,702,4,4,193,44,35,29,55,29,73,6,10,7,11,1,9,9,16,1,0,7,4,1,2,2,0,2,4,3,0,3,2,0,3,0,0,0,0,2
140305,574,123,21,718,4,4,190,72,34,16,56,28,93,7,8,5,11,7,10,2,3,3,2,9,3,5,1,2,0,1,1,1,0,2,1,0,1,0,0,0,0,0
140306,307,54,19,380,2,2,110,30,28,15,27,19,33,6,7,4,5,0,1,2,3,0,2,2,0,2,2,2,2,1,1,0,0,2,0,1,0,0,0,0,0,0
140307,3750,865,345,4960,21,21,833,454,226,300,656,249,328,85,141,48,41,27,34,20,26,55,20,34,11,32,34,19,4,14,10,4,0,16,2,4,3,3,1,2,0,14
140401,30298,4301,1768,36367,153,153,6629,1791,3136,3183,2855,3631,2068,1072,1226,712,631,193,241,214,209,225,414,136,64,348,178,169,117,104,147,70,60,68,49,59,96,40,22,19,0,122
140402,1423,229,77,1729,7,7,522,55,98,129,133,119,67,20,32,25,39,12,16,18,16,6,17,6,5,6,7,34,7,7,2,2,6,4,0,2,3,2,3,0,0,3
140403,4520,663,256,5439,23,23,1264,255,494,410,435,584,254,98,141,70,82,30,33,52,34,23,54,12,18,27,16,17,10,12,22,9,14,7,8,9,3,5,4,3,0,11
140404,976,175,29,1180,5,5,319,55,90,110,111,87,40,25,12,5,13,11,3,16,6,3,7,5,5,12,6,0,3,1,3,3,9,2,4,0,2,2,1,0,0,5
140405,11379,1876,675,13930,56,56,2445,673,920,1174,1419,1567,661,328,518,211,306,56,84,66,222,92,109,44,26,72,42,53,28,31,39,24,19,14,21,9,12,15,28,5,0,46
140406,22039,2916,1329,26284,108,108,5255,1651,1620,1801,2196,3180,1339,602,920,635,472,121,253,154,98,196,308,81,61,160,186,88,98,107,131,33,27,43,26,32,37,37,7,12,0,72
140407,2337,442,175,2954,13,13,777,74,387,171,137,246,125,45,70,39,31,14,52,17,9,15,13,10,3,5,17,4,8,11,6,4,2,1,4,5,10,1,14,4,0,6
140408,17836,2546,986,21368,85,85,3697,1047,1518,2208,2039,1954,1100,656,827,330,480,149,146,204,193,127,179,73,46,113,104,118,49,77,77,70,24,42,21,29,24,13,18,10,0,74
140409,13172,2154,702,16028,66,66,3571,1138,913,912,1294,1694,637,341,469,364,314,70,162,48,52,131,330,57,34,83,78,48,35,71,92,41,22,24,16,21,26,17,7,19,0,41
140410,1112,214,35,1361,6,6,314,128,102,43,137,61,103,20,26,29,11,11,13,5,9,9,19,8,6,10,11,8,6,3,6,4,0,2,0,1,0,1,3,0,0,3
140411,8813,1622,716,11151,46,46,2130,671,682,625,904,1187,467,197,378,247,296,47,122,20,51,57,201,61,26,68,70,35,20,34,40,26,15,21,15,17,11,9,15,6,0,42
140412,2590,288,90,2968,12,12,521,119,252,305,290,328,201,131,67,28,39,21,13,60,28,7,34,12,10,9,12,13,17,9,12,7,11,6,5,2,8,1,2,1,0,9
140413,7487,1259,498,9244,38,38,2081,585,573,548,738,977,403,160,264,164,211,45,117,31,49,49,105,29,17,71,51,26,25,25,37,16,10,14,6,13,11,7,9,0,0,20
140414,1752,242,51,2045,8,8,357,73,188,244,189,195,128,56,70,25,33,12,7,40,18,5,17,8,12,8,12,16,10,6,4,4,1,0,3,2,2,1,2,1,0,3
140415,757,96,33,886,4,4,170,124,59,27,55,57,101,9,10,37,12,9,7,2,10,5,12,1,4,11,3,2,2,2,2,0,2,2,3,2,1,0,1,0,0,13
140416,8051,1041,381,9473,38,38,1650,430,735,772,773,940,428,276,334,93,313,40,63,45,280,51,158,27,17,33,52,32,20,20,20,14,11,13,6,12,12,18,4,3,0,356
140501,35868,4069,2008,41945,192,192,7065,1256,4881,5127,3344,3462,2936,1521,1365,516,335,277,247,479,624,243,178,190,148,169,116,170,186,95,171,90,46,64,47,63,82,22,46,42,0,265
140502,1000,268,67,1335,8,8,472,155,46,23,97,24,36,7,9,7,19,15,5,2,9,6,5,11,3,9,9,0,0,4,6,3,1,3,2,1,1,1,3,1,0,5
140504,3258,562,214,4034,18,18,1116,66,201,412,295,373,176,116,125,37,41,25,33,21,43,21,29,15,14,7,6,10,3,6,13,7,2,5,3,5,1,2,16,2,0,11
140505,332,130,46,508,3,3,147,32,18,2,29,13,31,5,2,7,7,2,3,1,4,1,2,5,4,1,5,1,0,1,0,2,0,3,1,0,0,2,0,1,0,0
140506,14927,2029,962,17918,75,75,3188,647,1385,1852,1630,1435,1446,550,544,260,203,108,101,155,233,148,101,92,77,132,50,87,57,55,41,34,12,31,17,39,34,7,37,16,0,123
140507,18640,3085,1372,23097,96,96,3611,1675,1111,1603,2794,1849,1687,513,738,309,405,118,183,102,251,172,112,205,100,164,102,80,64,78,51,25,25,54,21,25,47,16,71,6,0,273
140508,1037,220,56,1313,8,8,615,45,45,28,123,41,44,8,13,5,8,2,5,8,1,8,3,5,5,5,2,1,0,2,0,2,1,2,4,0,2,1,1,0,0,2
140509,728,201,61,990,6,6,260,103,57,24,115,17,52,3,6,8,20,3,6,10,3,6,2,9,2,3,3,0,2,2,0,1,1,1,1,1,0,0,3,0,0,4
140511,523,112,19,654,4,4,286,45,25,17,42,15,25,5,5,4,2,8,4,3,4,2,1,8,1,4,2,1,2,0,1,1,0,1,1,2,1,2,1,0,0,2
140512,21381,2816,1359,25556,107,107,5136,1321,1782,2291,2559,2043,1845,659,824,306,313,142,140,240,281,160,142,114,85,158,75,88,51,74,71,44,14,62,26,39,35,6,46,13,0,196
140513,12289,2324,833,15446,65,65,2283,1937,740,902,2088,965,644,244,434,234,370,75,124,73,81,204,87,115,55,111,73,39,24,70,73,21,12,22,19,25,15,16,28,6,0,80
140516,14324,2420,1029,17773,73,73,3115,1784,662,1101,2619,1315,713,302,509,219,402,99,128,71,207,135,96,89,94,165,71,49,22,82,32,20,8,31,8,39,30,20,8,3,0,76
140601,2736,515,193,3444,15,15,656,253,264,225,295,179,309,62,96,34,63,43,40,21,9,14,23,19,5,11,27,11,3,6,10,5,5,6,4,1,6,0,4,1,0,26
140602,956,180,20,1156,6,6,311,47,92,60,122,60,90,21,26,9,10,9,12,7,6,12,7,6,0,4,5,8,3,8,4,2,0,0,2,5,2,0,0,1,0,5
140603,533,74,30,637,3,3,141,34,72,44,54,36,33,10,18,12,4,1,20,5,1,3,6,3,1,1,2,5,4,2,2,0,0,2,0,9,0,0,5,0,0,3
140604,241,31,16,288,2,2,52,26,22,18,30,8,31,6,4,7,9,4,2,3,1,3,2,5,0,1,3,1,0,0,0,0,0,3,0,0,0,0,0,0,0,0
140605,637,127,43,807,4,4,147,112,38,27,107,18,54,2,9,14,14,15,7,12,8,9,1,12,0,1,7,1,4,7,1,0,0,2,1,2,1,1,2,0,0,1
140606,406,68,15,489,3,3,113,66,17,21,73,21,15,9,10,9,7,4,1,9,2,5,3,2,2,0,3,0,2,4,0,0,1,1,0,3,0,1,0,0,0,2
140607,964,125,41,1130,6,6,145,217,60,62,132,64,87,26,27,19,31,17,14,1,5,7,3,4,1,7,5,8,3,3,4,0,3,2,1,2,0,0,2,0,0,2
140608,347,123,21,491,3,3,73,44,29,15,50,8,43,10,3,3,15,8,7,4,10,1,1,2,0,1,4,4,0,1,1,1,1,1,0,1,0,0,4,0,0,2
140609,608,139,89,836,5,5,141,63,60,38,87,32,74,9,11,11,8,4,18,9,4,3,3,1,0,2,4,3,0,3,2,2,0,1,1,8,1,1,1,0,0,3
140610,277,78,30,385,3,3,82,28,22,8,40,11,27,4,3,4,4,1,5,3,2,3,0,7,4,1,2,0,0,3,1,4,0,2,0,2,1,1,0,0,0,2
140611,492,73,47,612,4,4,162,30,33,22,108,27,25,5,9,5,8,2,2,18,0,1,3,12,0,0,5,2,1,4,1,1,0,2,1,2,0,0,0,0,0,1
140612,680,198,37,915,5,5,240,70,28,38,82,38,21,9,14,7,17,4,34,15,11,7,5,5,2,1,8,3,1,4,4,0,0,2,0,2,3,1,1,1,0,2
140613,4150,497,167,4814,21,21,846,221,725,468,391,336,372,124,136,54,43,27,53,20,13,53,29,26,9,23,22,16,6,9,11,16,5,30,6,10,6,3,12,5,0,24
140614,688,127,28,843,5,5,184,106,29,22,113,36,52,9,12,15,17,12,16,4,0,2,7,3,0,3,9,3,1,5,1,1,1,4,2,3,4,3,1,3,0,5
140615,25673,3425,1400,30498,135,135,5013,2548,1987,2234,4303,2193,1749,738,1150,516,402,230,154,102,159,262,150,190,94,423,212,151,66,108,104,64,26,28,41,75,33,26,19,15,0,108
140616,784,85,29,898,4,4,176,57,78,89,116,67,53,16,14,32,9,7,10,5,4,3,11,5,2,0,2,2,2,3,4,1,2,3,0,4,0,0,0,0,0,7
140617,682,171,33,886,5,5,352,35,49,17,87,36,20,3,4,3,3,1,11,4,2,1,6,7,2,3,18,4,0,4,1,2,1,0,0,0,1,2,2,0,0,1
140618,278,108,20,406,2,2,110,27,13,30,20,13,19,7,6,3,1,0,5,9,2,2,2,0,0,1,1,0,0,4,0,1,0,1,0,1,0,0,0,0,0,0
140619,170,38,24,232,2,2,57,17,12,4,17,11,17,3,0,6,1,0,9,3,1,0,1,0,1,1,2,0,0,0,0,0,1,0,0,2,0,0,2,0,0,2
140620,565,131,34,730,5,5,132,90,24,20,66,23,67,24,4,14,6,10,9,13,2,4,4,15,2,1,8,5,0,2,0,2,1,2,1,2,0,0,9,0,0,3
140621,2342,387,151,2880,13,13,592,160,233,185,298,175,210,52,89,32,62,19,36,5,18,19,14,11,10,14,15,17,1,14,6,2,6,8,3,16,7,3,1,2,0,7
140622,1164,171,82,1417,7,7,476,73,164,42,120,73,55,15,21,14,9,15,12,4,16,7,6,5,3,2,7,5,2,5,3,0,1,1,0,0,1,1,4,0,0,2
140623,111,25,7,143,1,1,28,6,5,5,18,8,9,2,3,2,0,1,9,1,8,1,1,0,0,1,0,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0
140624,1554,185,64,1803,8,8,334,96,203,133,180,111,126,77,40,33,13,22,28,6,41,16,3,16,5,9,6,7,5,9,7,2,2,5,0,5,2,0,3,0,0,9
140625,7397,849,357,8603,37,37,1364,520,1304,815,785,573,515,252,294,124,90,81,111,33,43,53,50,48,15,40,51,37,22,21,21,20,3,11,8,11,9,6,25,4,0,38
140626,216,36,9,261,2,2,64,30,8,12,16,8,12,2,1,7,4,0,8,26,0,0,2,0,0,1,1,2,0,2,1,0,0,0,0,7,0,0,2,0,0,0
140627,356,78,13,447,2,2,135,14,29,39,44,25,6,10,5,2,4,8,6,8,1,1,1,2,0,1,4,0,2,0,0,1,0,0,0,2,2,1,1,0,0,2
140628,2677,382,105,3164,21,21,959,240,191,119,387,160,126,39,67,62,34,20,34,14,51,25,12,16,3,26,16,11,9,9,4,11,2,4,4,3,6,1,2,1,0,9
140629,1051,220,79,1350,6,6,211,150,103,64,143,59,114,21,21,13,28,10,19,7,5,2,9,5,1,7,5,2,0,4,3,0,1,2,4,4,2,4,1,0,0,27
140630,381,77,7,465,3,3,99,60,32,25,59,20,28,9,8,2,4,4,9,4,0,1,1,4,2,1,2,2,0,1,1,2,0,0,0,0,0,1,0,0,0,0
140631,189,42,11,242,2,2,48,21,22,17,22,9,17,3,3,3,3,0,5,2,0,0,0,7,0,1,0,1,0,1,1,0,0,1,0,0,1,0,0,0,0,1
140632,312,60,12,384,2,2,69,23,43,15,51,23,21,1,4,1,5,7,22,1,2,0,10,4,0,1,3,0,0,2,0,0,0,0,1,1,1,0,1,0,0,0
140701,638,152,35,825,5,5,86,137,39,52,63,41,82,14,10,12,9,10,6,11,24,3,3,8,1,3,5,6,1,1,1,0,1,4,1,1,0,2,1,0,0,0
140702,300,28,9,337,2,2,30,42,31,20,35,19,69,5,9,4,0,9,1,2,3,2,3,1,0,2,7,1,0,0,1,0,1,0,0,0,0,1,0,1,0,1
140703,714,177,43,934,6,6,172,161,56,21,71,27,74,9,9,23,17,2,6,0,5,7,5,9,1,11,8,1,5,4,1,1,0,1,0,1,0,1,2,0,0,3
