ubigeo_distrito,votos_validos,votos_blancos,votos_nulos,votos_emitidos,actas_contabilizadas,actas_total,cand_08,cand_10,cand_35,cand_16,cand_14,cand_23,cand_02,cand_33,cand_31,cand_21,cand_32,cand_25,cand_01,cand_12,cand_20,cand_24,cand_29,cand_03,cand_37,cand_17,cand_27,cand_22,cand_38,cand_18,cand_26,cand_11,cand_07,cand_28,cand_09,cand_05,cand_19,cand_36,cand_30,cand_04,cand_15,cand_34
071003,1293,549,210,2052,14,14,64,352,15,18,153,20,424,8,9,28,20,13,8,8,12,21,14,27,2,14,26,2,0,6,0,1,1,2,2,2,1,8,4,0,0,8
071004,591,139,52,782,5,5,52,85,9,16,50,9,221,5,4,14,9,10,0,7,13,6,2,49,2,1,6,2,1,2,2,1,1,2,0,2,0,3,0,0,0,5
071005,2880,717,280,3877,20,20,106,1015,47,90,706,35,321,26,18,65,55,38,21,9,21,49,12,48,2,8,45,9,1,31,6,11,2,11,2,7,8,10,11,2,0,32
071006,1925,725,238,2888,19,19,39,955,19,19,242,13,269,4,10,27,40,12,7,0,24,19,11,88,3,15,17,0,3,20,0,4,1,3,2,15,6,12,3,1,0,22
071007,1841,334,176,2351,10,10,60,621,40,76,294,27,375,18,18,61,27,34,4,5,6,26,7,47,7,19,8,7,0,6,3,2,2,1,5,5,1,8,3,0,0,18
071008,1128,300,171,1599,9,9,72,334,15,50,137,17,224,19,17,24,21,39,11,4,11,15,6,26,1,7,16,6,2,9,1,5,7,2,1,7,4,3,7,0,0,8
071009,677,127,49,853,5,5,99,135,25,23,98,21,136,6,5,10,9,16,2,2,3,17,3,28,1,2,4,0,2,5,1,0,0,1,1,4,2,6,3,1,0,6
071101,5885,1349,700,7934,37,37,186,2514,57,172,1092,77,500,72,110,146,83,117,30,18,52,96,33,122,5,58,78,11,3,37,8,66,4,24,10,25,12,14,16,0,0,37
071102,1766,325,147,2238,10,10,67,656,26,61,357,27,168,17,49,53,26,44,7,12,6,39,7,54,0,15,15,3,3,7,1,8,2,5,7,6,6,4,1,1,0,6
071103,4848,853,559,6260,29,29,197,2451,52,94,980,46,255,36,61,90,60,49,24,4,19,68,20,76,3,47,47,19,3,24,4,34,3,3,3,18,5,11,20,1,0,21
071104,3992,881,421,5294,29,29,100,2301,27,58,560,18,222,26,35,69,81,42,14,7,70,45,33,78,2,27,44,9,3,22,3,23,3,5,3,11,4,17,11,3,0,16
071105,2796,675,225,3696,18,18,131,1274,33,53,427,54,168,42,56,62,57,38,16,8,14,22,9,134,5,33,28,5,4,25,11,12,4,7,5,12,7,6,6,1,0,27
071106,3622,597,249,4468,20,20,130,1540,49,73,746,49,275,36,64,88,70,63,24,13,18,56,27,89,2,38,44,11,4,39,3,12,3,6,1,7,11,6,10,0,0,15
071201,6985,1143,569,8697,41,41,399,1871,209,404,1130,190,1067,171,208,281,96,141,70,58,30,128,38,93,5,65,74,42,11,40,13,15,11,15,9,23,21,13,15,1,0,28
071202,3444,443,233,4120,19,19,206,788,113,210,564,89,718,65,114,111,52,82,32,10,13,54,27,45,7,22,14,14,3,21,6,3,3,7,4,5,26,4,5,0,0,7
071203,1329,249,87,1665,9,9,139,424,14,45,180,43,130,17,37,50,41,47,7,3,7,26,5,25,5,32,24,8,1,4,1,1,2,4,0,1,2,0,1,1,0,2
071204,1625,292,131,2048,10,10,36,1089,20,29,169,10,62,10,32,22,37,21,7,1,3,12,5,10,4,3,9,1,0,12,1,0,2,2,1,2,2,5,1,0,0,5
071205,5527,1042,550,7119,35,35,256,2638,86,119,1034,32,258,56,70,99,86,60,32,17,20,89,29,88,1,31,43,202,48,32,5,6,9,7,8,12,6,21,5,2,0,20
071206,2557,373,202,3132,15,15,75,917,42,91,554,40,349,47,41,86,35,35,9,6,13,38,18,41,3,27,26,7,0,17,0,3,1,8,2,4,4,6,3,0,0,9
071207,2345,369,186,2900,13,13,145,630,76,140,343,57,422,39,44,114,33,53,26,3,16,31,15,62,4,12,26,3,0,9,2,5,3,2,1,7,2,4,0,1,0,15
071208,2552,345,203,3100,13,13,198,489,95,153,420,71,476,62,79,73,50,45,52,14,15,53,14,39,6,18,29,21,5,12,4,6,3,11,8,6,8,5,4,1,0,7
071209,2119,402,204,2725,15,15,93,1106,25,56,259,12,106,12,33,59,65,28,9,10,2,30,13,95,0,17,17,8,1,23,2,5,1,7,2,4,1,3,2,0,0,13
071210,8735,1255,458,10448,48,48,143,5674,62,104,1394,37,306,40,118,142,114,91,28,7,15,108,31,93,3,55,36,12,7,25,7,11,2,5,4,17,9,15,4,7,0,9
071211,5626,757,351,6734,29,29,432,1004,190,438,939,162,1126,121,183,194,66,189,36,37,47,105,34,73,5,34,43,16,5,31,16,6,6,15,8,10,10,11,17,4,0,13
071212,4970,996,560,6526,30,30,130,2169,61,164,899,35,646,57,86,102,65,74,26,13,15,67,38,57,8,53,47,17,4,42,3,6,2,13,7,18,13,10,5,3,0,15
071301,12575,1822,976,15373,68,68,765,1806,706,1426,1750,520,2421,472,393,446,163,281,59,77,171,212,99,145,21,94,124,75,33,56,19,21,14,35,20,17,10,12,29,13,0,70
071302,7235,1103,637,8975,36,36,361,1509,176,439,1367,193,1368,129,205,269,129,208,44,18,26,148,48,107,11,49,107,61,10,36,12,19,10,24,14,10,11,26,28,10,0,53
071303,3211,510,240,3961,18,18,246,590,109,219,554,126,595,75,87,119,44,82,17,19,19,20,24,56,1,15,35,18,2,24,10,9,3,14,3,11,3,5,11,3,0,43
071304,4963,514,274,5751,31,31,288,446,236,672,842,223,1108,225,139,139,73,178,26,30,23,55,31,49,9,27,23,25,4,12,7,6,2,11,5,2,3,2,13,3,0,26
071305,3967,890,306,5163,24,24,216,1038,90,140,605,87,842,42,58,142,111,90,25,6,35,59,28,93,5,27,49,19,8,24,4,3,6,14,9,11,3,10,24,4,0,40
071306,5423,1183,728,7334,32,32,274,1334,179,348,967,136,827,128,117,167,121,192,25,35,45,67,53,90,9,37,75,32,5,26,10,15,5,24,5,12,6,11,14,2,0,30
071307,1895,248,137,2280,10,10,124,180,96,190,216,73,559,82,54,70,14,56,10,16,18,22,13,29,2,2,18,8,4,12,3,0,0,4,3,2,0,2,6,1,0,6
080101,20605,2166,1118,23889,110,110,1047,4696,667,1588,3205,633,3574,531,681,612,431,804,146,77,42,191,181,273,34,218,300,114,35,144,63,21,25,60,51,20,28,18,11,6,0,78
080102,1103,127,70,1300,10,10,140,452,18,14,156,19,85,8,5,21,27,20,5,3,1,10,5,9,1,31,24,11,5,7,3,0,2,2,8,2,3,1,0,1,0,4
080103,8846,1721,691,11258,72,72,347,4377,132,102,965,58,1078,42,87,88,335,175,76,5,17,97,54,62,15,372,115,11,8,37,5,8,4,24,19,24,12,23,15,3,0,54
