mpio_reg_code_7,mesas_total,mesas_escrutadas,censo,votantes,votos_nulos,votos_no_marcados,votos_blanco,votos_validos,cand_31_000001|MAURICIO CARDENAS SANTAMARIA,cand_31_000002|DAVID ANDRES LUNA SANCHEZ,cand_31_000003|VICTORIA EUGENIA DAVILA HOYOS,cand_31_000004|JUAN MANUEL GALAN PACHON,cand_31_000005|PALOMA SUSANA VALENCIA LASERNA,cand_31_000006|JUAN CARLOS PINZON BUENO,cand_31_000007|ANIBAL GAVIRIA CORREA,cand_31_000008|ENRIQUE PEÑALOSA LONDOÑO,cand_31_000009|JUAN DANIEL OVIEDO ARANGO
1500145,28,28,8561,1217,73,122,0,1022,4,6,41,74,573,27,19,14,109
1500148,20,20,6159,1452,47,175,0,1230,2,49,33,20,883,31,5,14,101
1500151,44,44,14488,3479,203,131,0,3145,34,30,62,169,1858,112,8,64,412
1500154,24,24,7635,2830,139,162,0,2529,9,15,83,73,1707,114,7,32,224
1500157,20,20,6670,1945,88,119,0,1738,12,16,37,58,1140,66,5,26,202
1500160,273,273,88351,25795,2898,1079,0,21818,164,257,717,1279,6017,1051,90,615,6529
1500163,13,13,4101,1195,48,89,0,1058,5,5,19,58,638,55,3,25,127
1500166,26,26,7047,1381,52,80,0,1249,4,7,33,32,960,46,1,13,92
1500169,292,292,95183,24883,1948,648,0,22287,198,272,555,1581,6562,1084,91,662,7304
1500172,9,9,2949,531,48,49,0,434,1,3,9,15,268,14,2,7,38
1500175,35,35,11406,3106,349,200,0,2557,11,25,129,126,1048,93,5,50,541
1500178,20,20,6502,1367,109,134,0,1124,4,11,37,55,640,50,6,13,139
1500181,12,12,3485,929,42,73,0,814,1,7,25,20,473,38,6,13,138
1500184,17,17,5445,1316,93,120,0,1103,4,16,30,28,664,51,3,24,157
1500190,75,75,23708,6735,385,387,0,5963,35,45,148,645,3066,353,12,103,828
1500193,16,16,5243,921,21,69,0,831,1,10,12,21,564,57,2,4,61
1500196,14,14,4431,777,70,81,0,626,3,7,17,33,328,41,3,18,72
1500198,26,26,7847,1462,94,134,0,1234,1,11,55,52,851,37,1,18,101
1500199,26,26,8587,1243,94,103,0,1046,11,18,33,63,416,69,6,21,184
1500202,42,42,13515,1930,210,201,0,1519,11,17,68,83,868,49,11,13,159
1500205,12,12,2914,522,21,50,0,451,3,5,9,8,262,18,3,4,56
1500208,14,14,4380,1300,71,113,0,1116,4,5,21,33,764,34,1,22,118
1500211,18,18,5916,1372,115,100,0,1157,7,8,24,31,713,34,2,17,162
1500214,21,21,6286,1411,42,108,0,1261,2,20,29,35,887,61,1,19,88
1500217,23,23,7408,1056,63,41,0,952,10,24,16,41,566,47,7,8,128
1500218,40,40,12965,2716,215,192,0,2309,13,18,69,165,1138,86,9,63,365
1500220,28,28,9510,2257,141,143,0,1973,28,21,65,128,975,83,6,48,312
1500223,25,25,8031,1430,93,116,0,1221,16,16,34,39,621,47,6,24,199
1500226,17,17,4594,997,25,70,0,902,2,6,16,32,532,141,2,7,70
1500229,32,32,9772,2875,181,169,0,2525,31,32,76,125,1384,117,15,47,324
1500232,30,30,9293,1756,107,116,0,1533,9,22,47,56,985,54,5,32,155
1500235,30,30,9608,2296,131,149,0,2016,14,21,42,102,1123,120,6,92,243
1500238,30,30,9646,1726,134,43,0,1549,15,7,42,57,615,79,4,40,386
1500239,89,89,28234,6211,557,254,0,5400,31,55,170,325,1645,347,20,137,1580
1500241,62,62,20336,3775,242,193,0,3340,26,24,113,167,1871,158,21,84,431
1500244,33,33,10353,3346,375,307,0,2664,14,27,131,135,1112,143,20,66,505
1500247,1036,1036,339995,71214,7324,2784,0,61106,457,670,1699,4254,17198,3217,250,1674,17875
1500250,65,65,20770,5186,354,144,0,4688,69,41,86,208,1632,266,21,148,1395
1500256,41,41,13231,4607,379,196,0,4032,47,74,108,168,2049,219,21,103,720
1500259,38,38,11887,3339,435,279,0,2625,24,30,126,247,629,168,13,77,579
1500262,15,15,4753,1279,85,69,0,1125,4,8,26,26,686,51,10,17,162
1500265,17,17,5677,1472,85,133,0,1254,11,16,46,88,470,88,5,25,194
1500268,14,14,4336,1149,80,91,0,978,4,10,46,50,499,32,6,10,174
1500271,58,58,18715,5845,536,258,0,5051,73,55,138,296,1850,289,23,149,1099
1500274,21,21,6385,1533,120,102,0,1311,4,11,64,83,623,56,9,28,187
1500277,24,24,7957,1572,85,91,0,1396,14,33,50,87,681,78,4,43,197
1500280,58,58,19154,5148,340,107,0,4701,57,170,135,252,1639,273,13,138,1167
1500283,15,15,4558,1061,57,92,0,912,8,10,33,50,444,44,2,28,146
1500286,10,10,3069,603,36,76,0,491,7,7,17,21,215,27,1,16,100
1500289,41,41,13307,2241,135,150,0,1956,15,20,66,127,1044,75,9,29,231
1500292,126,126,40247,12436,1433,557,0,10446,76,95,329,650,3179,486,29,275,2985
1500295,14,14,4509,774,26,82,0,666,4,7,22,25,343,33,0,22,99
1500298,35,35,8911,2187,110,249,0,1828,6,12,40,54,1218,69,8,34,143
1500301,20,20,6364,1247,93,52,0,1102,12,17,21,51,506,51,4,30,198
1500304,119,119,37178,11475,982,527,0,9966,76,82,474,487,3873,472,51,206,2149
1500307,23,23,6917,1591,132,94,0,1365,13,24,23,110,585,74,2,28,213
1500316,16,16,5095,1451,88,152,0,1211,13,14,16,33,854,22,3,25,129
1500318,14,14,3876,749,51,82,0,616,2,4,19,32,326,34,1,5,68
1500319,24,24,7381,1776,69,162,0,1545,1,8,38,44,1061,38,4,10,176
1500322,14,14,4430,1054,63,50,0,941,5,11,17,31,613,41,3,13,100
1500323,8,8,2230,449,27,35,0,387,1,6,8,34,225,15,0,1,60
1500325,45,45,14656,4271,208,195,0,3868,32,23,127,127,2077,377,22,61,531
1500328,81,81,25365,5469,360,259,0,4850,23,60,145,386,2607,191,27,97,816
1500331,39,39,12162,1945,120,143,0,1682,7,12,45,72,997,73,6,29,145
1500334,39,39,11173,1686,76,119,0,1491,5,12,26,44,831,42,5,8,72
1500337,13,13,4387,1147,93,57,0,997,8,18,28,65,399,45,3,24,186
1500340,336,336,110079,30953,3088,963,0,26902,280,355,644,1346,7899,1425,94,681,8394
1600001,18157,18151,6101479,1804505,111557,37943,0,1655005,25892,29124,27451,77286,539612,82856,5630,77162,506680
1700001,283,282,90105,15969,2277,2304,0,11388,75,137,449,611,2024,302,194,190,707
1700002,28,28,8547,1301,130,278,0,893,7,2,28,64,162,19,8,15,28
1700004,37,37,10992,1044,63,284,0,697,11,17,44,35,318,17,15,24,16
1700006,54,49,12065,511,24,120,0,367,2,4,13,19,46,2,1,4,4
1700007,31,31,8536,2062,30,912,0,1120,2,4,14,13,143,5,4,4,13
1700008,30,30,9025,464,60,68,0,336,3,5,18,29,123,22,2,12,22
1700010,45,34,12582,471,24,91,0,356,1,2,28,15,80,12,5,9,25
1700011,36,26,8904,586,34,107,0,445,0,1,10,9,129,5,3,7,18
1700012,26,24,7586,719,80,119,0,520,2,0,21,16,60,2,4,6,12
1700013,42,42,11446,913,132,203,0,578,3,18,19,36,137,21,13,16,38
1700014,18,18,5148,749,89,158,0,502,9,6,36,23,108,15,11,12,14
1700015,38,38,10346,1895,111,781,0,1003,10,14,66,50,182,22,31,20,26
1700016,24,24,7297,987,42,154,0,791,3,3,33,29,463,23,79,6,39
1700017,19,19,5990,552,36,109,0,407,1,3,26,35,89,10,3,7,16
1700019,84,84,24507,3204,354,800,0,2050,28,43,143,146,448,72,35,70,105
1700022,14,14,3918,98,11,19,0,68,0,1,2,1,29,1,0,0,1
1700025,32,32,9275,988,119,236,0,633,3,5,25,21,190,21,9,9,22
1700026,37,35,9759,1075,25,245,0,805,2,12,50,64,183,8,2,4,10
1700027,30,29,8044,1463,137,876,0,450,13,11,33,28,68,10,6,13,10
1700028,26,26,6059,723,65,307,0,351,2,7,26,19,88,10,9,15,20
1700031,24,24,7190,261,35,68,0,158,3,1,8,6,44,6,3,3,14
1700032,20,20,4751,257,21,72,0,164,1,4,6,7,73,7,3,2,9
1700034,53,49,14381,1053,67,387,0,599,3,7,24,56,166,20,21,12,14
1700035,25,25,7611,863,48,140,0,675,6,2,72,35,221,13,11,16,27
1700037,22,22,4409,175,20,27,0,128,2,2,6,13,57,4,1,5,10
1700038,43,42,9216,486,195,198,0,93,1,4,5,2,10,4,3,2,4
1700040,12,12,3162,660,49,303,0,308,1,1,21,7,47,4,9,5,19
1700043,51,51,14720,1172,161,304,0,707,12,34,29,28,211,18,9,11,35
1700048,34,34,10345,434,27,80,0,327,2,4,18,23,104,10,11,9,4
1700060,22,22,6087,508,66,93,0,349,3,0,16,17,118,14,4,9,15
1700082,40,40,11740,1068,66,399,0,603,4,9,39,26,203,17,39,17,19
1900001,889,889,297137,73221,7421,4355,0,61445,474,1296,2418,3205,27747,1744,289,1087,11265
1900004,71,71,23574,4410,206,397,0,3807,9,16,122,245,2923,48,4,29,157
1900007,26,26,8254,1137,107,130,0,900,3,9,48,45,520,20,3,10,114
1900010,52,52,16542,2573,241,203,0,2129,11,22,92,122,1177,47,10,19,195
1900013,58,58,18610,1931,135,288,0,1508,3,7,89,105,846,58,1,14,121
1900016,11,11,3618,385,29,28,0,328,1,6,4,14,189,2,1,1,40
1900019,22,22,6535,1272,76,196,0,1000,2,9,51,72,601,20,3,11,65
1900022,83,83,26480,3262,349,240,0,2673,16,31,114,159,1430,59,7,34,308
1900025,28,28,8901,1883,175,192,0,1516,7,8,56,55,1043,51,8,15,101
1900028,23,23,7011,1196,51,121,0,1024,4,4,26,49,761,29,3,6,74
1900031,13,13,3966,705,55,75,0,575,3,8,22,29,355,17,1,6,49
1900034,180,180,61202,13364,1123,1144,0,11097,62,149,575,527,6323,413,79,156,1085
1900037,65,65,20915,3509,306,334,0,2869,11,24,133,148,1781,83,8,30,226
1900040,46,46,14881,2409,154,269,0,1986,9,19,95,122,1231,55,6,21,147
1900043,21,21,6445,1014,108,133,0,773,3,5,49,43,410,24,2,15,92
1900044,70,70,22687,2585,203,316,0,2066,9,16,93,138,1285,53,7,26,192
1900046,26,26,8016,1155,59,120,0,976,5,7,41,38,589,33,0,13,114
1900047,40,40,13144,1755,128,207,0,1420,3,7,43,66,803,33,1,9,98
1900049,136,136,47012,7159,681,733,0,5745,27,55,328,273,3230,220,29,74,622
1900050,17,17,5486,884,46,117,0,721,4,5,22,42,482,21,2,7,39
1900051,29,29,9185,1611,68,181,0,1362,1,5,46,56,1037,23,3,9,82
1900052,18,18,5583,1600,94,144,0,1362,10,10,50,50,975,36,1,14,97
1900055,68,68,22614,3781,407,343,0,3031,11,34,102,148,1793,90,15,32,410
1900056,32,32,10299,1409,87,193,0,1129,5,7,45,49,758,30,3,11,75
1900058,33,33,10687,1779,136,240,0,1403,9,11,87,73,883,37,3,23,97
1900061,332,332,113482,19404,1733,1821,0,15850,85,181,738,945,8792,480,51,233,2060
1900064,63,63,20202,4672,470,520,0,3682,27,35,183,213,1860,83,13,47,448
1900067,34,34,10871,2264,93,317,0,1854,0,7,64,72,1438,33,5,17,64
1900070,87,87,27574,3935,235,564,0,3136,13,25,137,168,2007,106,13,40,206
1900074,28,28,8991,1477,68,95,0,1314,5,8,46,24,954,38,5,12,122
1900076,50,50,16518,1488,83,120,0,1285,3,9,30,36,911,23,5,18,72
1900079,42,42,13386,2080,115,170,0,1795,44,41,55,49,1230,54,7,22,135
1900082,35,35,11319,1639,145,216,0,1278,5,17,72,83,788,38,5,22,101
1900085,22,22,6931,1832,96,170,0,1566,6,12,33,38,1207,36,1,8,102
1900088,54,54,17520,2528,182,181,0,2165,13,15,117,92,1407,62,7,30,159
1900091,22,22,6980,1174,105,157,0,912,5,22,45,34,504,35,5,10,75
1900094,23,23,7182,1505,160,131,0,1214,6,18,53,49,700,22,0,23,188
2100001,1233,1233,409754,82901,10285,7192,0,65424,500,3301,3234,4439,28343,1928,364,1215,7009
2100008,36,36,11238,976,94,322,0,560,11,16,30,33,203,15,3,8,34
2100010,95,95,30800,3637,382,940,0,2315,22,66,157,156,862,57,20,42,160
2100012,77,77,25008,1710,123,168,0,1419,10,50,73,74,818,45,1,17,80
2100013,30,30,9224,584,40,123,0,421,3,12,14,27,194,7,3,7,19
2100015,49,49,15899,1023,37,179,0,807,5,13,42,31,449,11,1,12,38
2100016,283,283,94906,16046,2497,2774,0,10775,80,479,749,851,4328,268,72,197,800
2100020,38,38,12353,925,37,127,0,761,9,43,16,51,363,7,6,16,44
2100025,162,162,52945,4893,360,754,0,3779,46,77,255,150,1880,94,15,44,187
2100028,46,46,14304,1082,59,216,0,807,8,125,29,45,303,20,4,13,25
2100030,51,51,16780,953,117,277,0,559,10,25,32,41,199,10,4,16,36
2100031,176,176,60685,8007,964,1765,0,5278,28,247,332,306,2605,138,39,147,331
2100040,82,82,25242,1952,89,279,0,1584,4,69,82,66,807,50,7,19,56
2100042,54,54,17402,1112,68,182,0,862,6,22,43,35,514,13,1,11,30
2100046,32,32,10946,1249,43,172,0,1034,8,25,29,40,628,14,7,14,62
2100048,36,36,10074,909,49,108,0,752,4,13,46,24,379,15,1,9,27
2100049,96,96,31480,3403,280,594,0,2529,22,77,108,167,1046,51,6,47,96
2100052,132,132,44536,4738,548,832,0,3358,24,189,158,291,1496,95,22,38,187
2100055,69,69,22924,2398,298,719,0,1381,10,28,120,130,577,31,5,42,68
2100058,26,26,7788,737,65,201,0,471,3,20,28,18,207,6,5,11,30
2100060,43,43,12694,1031,35,174,0,822,6,30,53,42,496,10,7,15,23
2100067,26,26,8514,933,47,268,0,618,4,29,16,24,349,7,5,7,46
2100070,60,60,18435,1571,76,274,0,1221,2,16,85,77,612,29,5,17,41
2100073,32,32,9660,852,42,145,0,665,2,14,43,40,285,15,2,12,26
2100076,57,57,18084,1662,100,246,0,1316,12,44,58,66,800,30,6,21,43
2100078,30,30,9296,661,24,138,0,499,0,7,25,19,234,6,2,7,24
2100079,66,66,21755,3205,316,752,0,2137,17,82,147,178,661,41,12,52,88
2100085,40,40,12158,871,46,173,0,652,10,19,29,39,299,12,6,6,30
2100090,30,30,9187,705,35,96,0,574,5,18,17,19,353,36,3,7,19
2100095,153,153,51678,4374,609,1201,0,2564,23,84,168,196,1072,63,8,68,104
2300001,943,943,315816,55357,6526,3863,0,44968,583,353,1267,2556,16490,2274,247,771,9506
2300004,26,26,7545,1471,84,197,0,1190,5,4,28,23,827,57,4,10,86
2300007,21,21,6357,713,53,124,0,536,2,5,20,27,162,19,3,4,60
2300010,26,26,7236,611,40,105,0,466,12,1,19,27,195,18,1,4,45
2300013,20,20,6166,640,21,73,0,546,3,0,13,11,387,22,2,5,30
2300016,94,88,24403,1526,117,185,0,1224,13,11,43,44,237,21,9,31,35
2300017,18,18,5511,622,29,89,0,504,2,3,16,38,217,19,0,9,57
2300019,63,63,19140,2369,154,416,0,1799,9,8,50,64,1011,64,10,27,150
2300022,25,25,7233,738,58,134,0,546,1,3,12,26,212,19,4,4,30
2300025,35,35,9146,1194,88,183,0,923,7,8,26,56,417,36,0,16,80
2300028,22,22,6473,657,48,85,0,524,0,10,15,25,217,27,2,11,81
2300031,36,36,11528,802,54,178,0,570,12,4,21,47,163,25,4,7,52
2300034,26,26,8245,548,43,96,0,409,7,4,18,15,149,7,1,8,40
2300037,83,83,26841,1906,127,289,0,1490,10,12,50,82,513,65,8,22,123
2300038,37,37,11544,1217,108,213,0,896,7,5,25,33,457,72,5,14,89
2300039,27,27,7594,515,136,230,0,149,2,4,6,9,24,6,6,2,10
2300040,26,26,7262,758,30,84,0,644,0,0,5,3,73,2,4,4,15
2300041,62,62,18282,971,120,459,0,392,7,5,20,20,91,15,5,12,12
2300043,36,36,12393,1320,72,258,0,990,7,6,39,43,562,58,7,12,73
2300044,21,21,6072,392,21,85,0,286,1,0,7,16,127,15,0,5,36
2300046,39,39,12102,1836,140,343,0,1353,12,6,40,49,759,57,11,13,121
2300047,26,26,7037,119,11,46,0,62,0,0,3,6,27,0,0,6,1
2300049,21,21,6062,633,37,78,0,518,2,1,10,10,373,8,2,2,47
2300052,47,47,14949,1003,52,119,0,832,1,7,16,40,222,41,3,10,107
2300055,37,37,11274,1717,215,371,0,1131,12,8,28,62,302,92,8,16,121
2300058,17,17,5525,604,46,132,0,426,2,3,20,31,137,9,2,3,79
2300061,25,25,7655,671,43,161,0,467,3,3,19,19,158,18,4,11,61
2300064,26,26,6858,557,38,52,0,467,5,6,12,20,219,31,2,1,64
2300067,307,307,106717,13365,1253,1367,0,10745,107,110,396,720,3428,394,37,222,1853
2300073,48,48,14221,1560,105,295,0,1160,9,8,53,49,657,26,4,14,89
2300076,32,32,9588,1185,100,246,0,839,10,3,23,51,440,29,1,6,84
2300077,14,14,4138,361,34,81,0,246,2,2,20,13,123,7,0,2,25
2300078,20,20,5898,240,9,51,0,180,2,0,7,7,23,1,1,6,3
2300079,82,82,24337,3307,269,478,0,2560,16,11,108,126,1522,60,5,32,159
2300080,31,31,9001,500,44,86,0,370,3,2,15,16,174,7,1,5,28
2300082,30,30,8624,723,53,181,0,489,41,5,18,17,209,20,1,6,48
2300085,27,27,8149,750,89,199,0,462,3,4,21,24,183,18,4,9,83
2300088,32,32,7496,248,25,75,0,148,5,1,7,9,21,3,1,8,8
2300091,23,23,6638,381,47,67,0,267,1,1,8,12,108,16,1,4,29
2300094,27,27,7294,93,13,25,0,55,0,0,1,5,15,2,0,3,7
2300095,55,55,16628,435,46,91,0,298,5,2,13,16,64,9,4,10,14
2300096,17,17,5198,1226,162,266,0,798,9,2,27,53,316,37,6,17,94
2300097,20,20,6102,760,65,151,0,544,7,4,27,34,241,18,3,8,96
2300098,41,41,12950,543,74,119,0,350,5,6,12,16,69,10,3,5,32
2300100,37,37,10164,1021,72,138,0,811,7,4,34,34,295,25,4,12,80
2300101,16,16,5204,245,57,50,0,138,1,12,6,8,43,3,1,0,18
2300103,25,25,7874,830,72,115,0,643,9,8,9,65,185,21,2,8,85
2300106,47,47,15725,2165,177,291,0,1697,11,22,58,83,639,38,13,24,257
2300109,65,63,18993,613,55,117,0,441,1,4,18,13,181,17,2,6,41
2300112,39,36,10193,217,20,71,0,126,0,8,9,12,20,2,0,4,6
2300115,84,84,23148,971,107,197,0,667,9,3,14,41,267,28,5,8,102
2300118,55,55,17496,2368,202,492,0,1674,15,12,59,126,626,75,10,31,212
2300120,21,21,6923,1367,68,236,0,1063,3,8,36,25,719,38,7,13,64
2300121,42,42,13741,1630,167,329,0,1134,9,12,43,67,576,41,6,11,70
2300123,20,20,5910,975,41,159,0,775,2,6,19,20,559,21,3,7,34
2300124,42,42,12045,885,85,236,0,564,5,8,22,37,261,8,1,10,39
2300125,30,30,8104,581,189,150,0,242,0,2,10,52,50,3,2,5,7
2300127,28,27,8155,448,28,70,0,350,2,0,0,4,87,6,1,8,28
2300130,19,19,5983,718,40,126,0,552,2,4,21,24,211,40,0,5,54
2300133,45,45,14142,1072,107,259,0,706,6,2,31,37,353,20,10,6,35
2300136,37,37,10365,911,66,149,0,696,9,7,22,34,351,16,5,6,74
2300139,525,501,144630,15259,1526,4922,0,8811,122,106,488,511,2551,322,90,259,480
2300142,120,120,36557,2913,423,506,0,1984,13,22,69,101,574,122,17,40,347
2300145,30,30,9177,785,72,95,0,618,6,6,18,27,308,27,4,12,62
2400001,1378,1378,461611,107136,9190,6323,0,91623,968,821,3973,4411,41985,4708,629,1382,15266
2400008,35,35,10855,1579,88,135,0,1356,11,10,70,76,810,59,14,16,136
2400013,20,20,5934,511,29,39,0,443,1,1,27,56,209,25,5,9,40
2400021,72,72,22859,3029,201,362,0,2466,20,29,186,95,1356,122,22,42,189
2400025,547,547,177873,34959,3505,2434,0,29020,251,237,1572,1788,12275,1224,252,480,4988
2400029,34,34,11015,1835,88,162,0,1585,14,13,88,61,988,73,18,22,108
2400038,22,22,6903,514,19,18,0,477,2,0,23,14,337,18,4,1,28
2400046,98,98,34276,3128,256,212,0,2660,18,24,119,139,1346,119,20,27,388
2400054,51,51,15820,2045,135,198,0,1712,17,8,80,69,925,116,17,18,131
2400062,41,41,12825,793,56,88,0,649,7,0,35,20,395,33,4,7,49
2400070,38,38,12219,796,44,142,0,610,1,4,24,16,350,15,2,7,46
2400078,68,68,21760,1283,64,95,0,1124,9,6,61,50,550,51,11,6,143
2400086,199,199,68634,12349,994,754,0,10601,82,86,492,473,5569,525,90,162,1564
2400094,39,39,12111,1273,56,142,0,1075,6,15,42,46,641,50,8,14,101
2500001,1995,1995,659655,161441,13350,13215,0,134876,1059,1775,10866,7645,69244,9696,577,2178,16073
2500004,89,89,25676,4298,209,869,0,3220,13,55,234,122,2043,198,17,46,172
2500007,26,26,7817,1014,73,123,0,818,2,7,36,25,592,40,2,11,35
2500010,29,29,8756,2116,136,201,0,1779,6,22,84,71,1204,73,10,11,132
2500013,15,15,4503,768,32,75,0,661,1,8,22,8,534,28,5,5,24
2500016,9,9,2702,583,29,54,0,500,0,1,22,29,358,16,1,3,33
2500019,27,27,7695,2268,55,282,0,1931,4,7,48,20,1676,33,6,7,39
2500022,57,57,17059,1758,110,281,0,1367,9,14,101,66,725,60,2,28,126
2500025,23,23,7130,1138,32,110,0,996,3,13,48,21,715,51,3,11,49
2500028,50,50,16061,3754,360,289,0,3105,19,36,167,124,1846,168,13,36,336
2500031,32,32,9297,1503,72,152,0,1279,1,18,54,50,889,53,4,14,84
2500034,23,23,7055,1180,41,72,0,1067,1,5,36,51,773,43,2,10,59
2500036,54,54,16554,1106,104,378,0,624,7,10,68,47,155,19,7,17,51
2500037,46,46,11659,1451,68,269,0,1114,8,26,48,142,565,29,3,18,73
2500038,79,79,25465,5014,344,641,0,4029,15,31,336,260,2335,189,22,46,335
2500040,19,19,5854,2041,81,112,0,1848,10,12,51,24,1283,299,3,12,71
2500043,27,27,8355,647,52,232,0,363,7,4,33,12,136,12,3,12,28
2500046,17,17,5174,549,11,48,0,490,2,1,38,17,298,27,4,8,30
2500049,19,19,5671,718,35,75,0,608,5,2,18,31,399,85,1,7,25
2500051,35,35,10494,1627,99,301,0,1227,9,11,76,38,801,34,8,12,70
2500052,23,23,7257,718,47,133,0,538,3,6,40,15,305,44,3,12,30
2500054,259,259,83885,20259,1770,1576,0,16913,115,191,1190,877,9234,918,59,255,2028
2500055,12,12,3761,1462,51,302,0,1109,2,2,45,15,808,129,3,6,45
2500058,11,11,3404,733,51,115,0,567,1,4,20,15,392,20,7,5,41
2500061,285,285,91011,21726,1712,1890,0,18124,223,348,924,884,10064,1076,74,275,1926
2500064,155,155,49561,12649,1007,794,0,10848,84,122,627,554,5073,613,40,199,1884
2500067,14,14,4496,1566,93,190,0,1283,5,7,72,23,874,62,0,9,109
2500069,64,64,20694,623,30,70,0,523,1,6,29,20,324,27,6,7,45
2500070,32,32,10138,1411,64,201,0,1146,10,13,94,33,746,67,3,25,43
2500073,34,34,10240,1898,116,202,0,1580,3,11,79,36,1136,91,4,8,93
2500076,33,33,8775,747,113,288,0,346,0,7,21,15,93,23,3,9,37
2500079,32,32,10248,1640,117,185,0,1338,7,11,115,56,849,51,4,15,101
2500082,17,17,5330,816,28,57,0,731,2,3,34,5,552,27,1,3,71
2500085,75,75,20950,4581,273,803,0,3505,17,32,179,97,2538,121,23,37,167
2500088,16,16,4799,1014,25,104,0,885,2,4,16,31,757,12,0,2,27
2500091,40,40,12267,756,44,309,0,403,5,6,33,21,108,24,7,11,40
2500093,144,144,46331,5724,483,1325,0,3916,36,64,374,266,1493,227,41,78,305
2500094,45,45,13432,2976,131,311,0,2534,8,21,107,71,1788,126,5,20,187
2500097,14,14,4160,637,27,57,0,553,0,1,14,3,457,23,1,2,17
2500100,336,336,109337,19282,1266,1776,0,16240,89,133,1761,1139,8311,1152,96,253,1532
2600001,845,845,281077,70026,6348,3557,0,60121,775,616,2626,3206,27887,3624,422,1214,10560
2600005,9,9,2753,562,35,46,0,481,1,2,18,12,288,30,13,8,59
2600010,191,191,62979,12291,1113,798,0,10380,97,79,496,571,5008,506,93,164,1710
2600020,79,79,24524,5521,457,490,0,4574,40,60,218,199,2341,218,31,72,686
2600025,17,17,5632,857,53,110,0,694,3,8,24,52,372,23,3,9,87
2600030,35,35,11022,1826,164,129,0,1533,17,22,88,71,813,75,8,22,206
2600040,24,24,7471,1715,97,228,0,1390,10,11,76,51,893,81,21,12,82
2600050,94,94,30764,4879,514,508,0,3857,36,27,227,176,1803,181,22,61,597
2600060,110,110,35335,5845,663,608,0,4574,41,42,293,253,2375,184,38,94,528
2600070,19,19,5835,977,58,69,0,850,3,2,31,29,565,38,5,6,75
2600080,91,91,31021,4218,303,272,0,3643,28,31,160,122,1803,228,25,45,496
2600090,21,21,6130,1438,95,130,0,1213,16,6,64,37,638,60,10,9,157
2700001,1621,1621,527461,148359,13009,5501,0,129849,1321,2164,6002,7790,61475,7170,539,2006,25200
2700004,5,5,1566,337,11,40,0,286,2,0,8,7,217,11,2,1,9
2700007,15,15,3681,709,21,43,0,645,4,5,25,22,486,29,0,1,25
2700010,22,22,7239,1568,95,158,0,1315,9,7,62,145,792,53,0,8,104
2700013,86,86,27490,5859,484,380,0,4995,30,36,172,221,2321,176,27,70,645
2700016,24,24,7874,1643,83,103,0,1457,8,12,49,51,796,103,24,19,238
2700019,595,595,191130,36829,5418,3135,0,28276,216,457,1206,1927,8991,1171,172,373,5167
2700022,16,16,4582,764,53,83,0,628,4,9,31,23,311,67,4,9,85
2700025,35,35,8283,1312,78,159,0,1075,6,14,40,35,747,38,7,8,59
2700028,6,6,1842,468,15,42,0,411,3,0,14,20,291,15,2,4,37
2700031,6,6,1861,428,14,24,0,390,1,7,15,18,284,10,2,7,24
2700034,16,16,5146,1375,45,96,0,1234,3,10,33,29,928,50,1,9,63
2700037,16,16,3803,844,44,109,0,691,2,2,22,38,506,25,3,6,28
2700040,11,11,2187,528,22,40,0,466,2,6,11,14,313,55,0,4,25
2700043,20,20,5656,1145,54,105,0,986,3,8,34,48,671,27,2,9,67
2700045,98,98,30233,4016,378,425,0,3213,14,30,146,149,1924,100,27,44,298
2700046,20,20,5328,1225,70,88,0,1067,3,5,38,80,725,38,4,8,81
2700049,10,10,2908,876,38,53,0,785,4,2,15,24,622,28,0,4,30
2700052,10,10,3111,729,68,86,0,575,1,2,18,32,342,19,4,12,56
2700055,14,14,4432,865,43,125,0,697,1,7,33,62,467,14,3,8,32
2700058,36,36,10646,2850,276,242,0,2332,19,21,103,152,1405,100,6,29,212
2700061,34,34,10415,2300,148,213,0,1939,11,20,91,194,1043,131,5,28,179
2700064,13,13,3523,1114,78,101,0,935,5,6,35,14,689,49,1,6,61
2700067,9,9,2633,510,15,42,0,453,1,5,13,11,339,18,1,4,30
2700070,14,14,4459,434,30,52,0,352,5,4,9,34,186,14,2,3,26
2700071,44,44,12571,2544,139,218,0,2187,7,19,73,65,1698,98,4,16,87
2700073,6,6,1702,315,17,27,0,271,2,0,5,5,174,38,1,1,28
2700074,46,46,13378,2571,189,296,0,2086,8,16,98,80,1367,96,13,30,144
2700075,17,17,4066,519,20,90,0,409,2,8,28,4,268,19,0,3,15
2700076,8,8,2267,410,13,37,0,360,1,0,6,15,298,7,0,0,14
2700079,16,16,3574,949,30,63,0,856,3,9,35,69,568,55,4,13,55
2700080,22,22,6222,615,25,73,0,517,3,4,14,35,294,31,1,3,54
2700082,682,682,220850,66015,5755,2864,0,57396,484,897,2637,3800,27296,2989,261,870,10707
2700085,14,14,2727,680,27,35,0,618,4,3,18,10,441,67,5,1,39
2700088,13,13,3574,630,36,98,0,496,5,7,5,22,340,18,1,2,40
2700091,416,416,132989,30270,2878,1720,0,25672,186,280,1609,1703,12491,1162,114,347,4024
2700094,23,23,5763,1224,55,92,0,1077,6,7,37,40,810,31,4,6,65
2700097,16,16,4475,1297,36,89,0,1172,4,6,19,23,884,91,1,7,58
