mpio_reg_code_7,mesas_total,mesas_escrutadas,censo,votantes,votos_nulos,votos_no_marcados,votos_blanco,votos_validos,consulta_30,consulta_31,consulta_32
3100010,67,67,19000,2011,150,225,0,1636,107,1376,153
3100013,21,21,5932,699,17,65,0,617,35,530,52
3100016,47,47,13470,1446,101,145,0,1200,81,993,126
3100019,730,725,237167,19905,4202,4131,0,11572,1344,6248,3980
3100022,354,354,110301,17929,2148,1211,0,14570,1205,11502,1863
3100025,70,70,21147,1765,191,160,0,1414,90,1030,294
3100028,91,91,27806,5292,348,540,0,4404,313,3649,442
3100031,246,246,85518,9120,1381,833,0,6906,595,5067,1244
3100034,373,373,122473,20358,1924,1392,0,17042,1604,13614,1824
3100037,123,123,38596,3380,312,373,0,2695,170,2111,414
3100040,56,56,15597,1842,171,238,0,1433,156,1107,170
3100043,33,33,7842,1230,57,138,0,1035,68,868,99
3100046,25,25,6649,558,28,60,0,470,45,402,23
3100049,175,175,56586,5367,823,561,0,3983,424,2849,710
3100052,39,39,10688,1082,66,133,0,883,63,706,114
3100055,169,169,55334,5930,964,655,0,4311,379,2797,1135
3100058,60,60,19342,2096,255,153,0,1688,118,1357,213
3100061,94,94,30357,4320,684,615,0,3021,308,1532,1181
3100064,381,381,127267,17460,2141,1119,0,14200,1191,11193,1816
3100067,47,47,14347,1575,171,137,0,1267,78,1034,155
3100070,93,93,28487,3407,293,218,0,2896,188,2460,248
3100073,37,37,11743,1403,123,154,0,1126,88,912,126
3100076,37,37,11129,787,84,83,0,620,53,494,73
3100079,885,885,290179,40608,4802,2795,0,33011,3367,25539,4105
3100082,138,138,42926,4632,674,580,0,3378,310,2442,626
3100085,55,55,16362,1760,173,240,0,1347,126,1034,187
3100088,50,50,16195,1587,134,166,0,1287,79,1082,126
3100091,109,109,31633,5807,560,479,0,4768,353,3821,594
3100094,54,54,15356,1633,180,170,0,1283,112,1010,161
3100097,120,120,38319,4721,450,474,0,3797,296,3141,360
3100100,46,46,13046,1870,131,188,0,1551,110,1130,311
3100103,58,58,16992,2638,219,343,0,2076,165,1586,325
3100106,534,534,175038,28800,3420,1968,0,23412,1962,18479,2971
3100109,19,19,5508,603,44,70,0,489,35,370,84
3100112,33,33,7622,1144,60,99,0,985,49,826,110
3100115,38,38,11440,1107,121,191,0,795,67,629,99
3100118,52,52,15794,1615,199,162,0,1254,108,903,243
3100121,343,342,113020,13105,1829,1551,0,9725,961,6838,1926
3100124,124,124,40245,4525,604,532,0,3389,316,2310,763
4000001,260,260,83651,18047,1080,1394,0,15573,934,13090,1549
4000005,127,127,39873,7513,458,1090,0,5965,454,5060,451
4000010,115,115,36726,3650,309,906,0,2435,371,1618,446
4000015,12,12,3804,584,29,101,0,454,16,409,29
4000017,44,44,13998,1102,99,255,0,748,111,490,147
4000020,13,13,4051,848,32,101,0,715,21,600,94
4000025,128,128,41277,6334,665,885,0,4784,559,3532,693
4400001,420,420,138633,29134,2351,2634,0,24149,2199,19628,2322
4400002,14,14,4530,612,46,82,0,484,23,424,37
4400003,73,73,24481,2003,187,479,0,1337,182,956,199
4400004,27,27,8562,1216,105,174,0,937,80,776,81
4400005,52,52,16267,1627,98,144,0,1385,90,1166,129
4400006,36,36,11828,907,69,140,0,698,61,576,61
4400007,40,40,13017,1100,79,231,0,790,68,645,77
4400009,63,63,20215,1990,106,264,0,1620,156,1318,146
4400010,133,133,41955,4287,348,727,0,3212,347,2330,535
4400012,25,25,7866,520,28,72,0,420,38,338,44
4400016,24,24,6940,446,37,93,0,316,16,264,36
4400017,15,15,4052,586,20,68,0,498,14,455,29
4400020,35,35,10921,1392,138,272,0,982,64,821,97
4400022,32,32,9026,467,23,128,0,316,45,193,78
4400024,20,20,6245,283,18,32,0,233,20,188,25
4400040,19,19,5915,747,44,88,0,615,25,436,154
4600001,424,424,135664,38769,3158,2207,0,33404,2792,28126,2486
4600040,94,94,29916,8266,776,531,0,6959,437,5860,662
4600120,6,6,1856,429,13,25,0,391,13,354,24
4600320,34,34,7960,2050,72,165,0,1813,46,1650,117
4600480,4,4,1021,66,0,10,0,56,4,42,10
4600520,42,42,12008,3275,214,275,0,2786,288,2249,249
4600540,41,41,12638,3558,285,269,0,3004,217,2642,145
4600560,27,27,6608,1877,77,166,0,1634,50,1477,107
4600640,31,31,8928,1832,129,212,0,1491,64,1340,87
4600680,90,90,28252,7935,371,570,0,6994,267,6403,324
4600700,27,27,8477,2338,122,219,0,1997,82,1819,96
4600760,5,5,1231,284,7,14,0,263,11,213,39
4600800,10,10,2833,937,42,56,0,839,19,700,120
4600815,6,6,1828,187,7,26,0,154,10,104,40
4600830,24,24,6673,2134,100,222,0,1812,82,1645,85
4600840,18,18,4678,958,40,127,0,791,29,730,32
4600850,63,63,20217,5915,545,460,0,4910,359,4247,304
4600865,36,36,10067,2824,117,293,0,2414,81,2243,90
4600880,88,88,28143,6772,685,544,0,5543,485,4666,392
4800001,494,493,158474,21114,2508,2830,0,15776,1914,10929,2933
4800002,64,64,21600,1532,201,336,0,995,140,647,208
4800004,84,84,27343,3542,319,681,0,2542,293,1721,528
4800005,74,74,23960,1781,137,405,0,1239,200,830,209
4800006,27,27,8988,854,52,118,0,684,66,536,82
4800007,103,103,32543,3360,312,511,0,2537,296,1698,543
4800008,35,35,11169,1033,81,130,0,822,82,607,133
4800009,51,51,16449,1860,237,480,0,1143,166,697,280
4800010,419,418,143165,13674,1285,2368,0,10021,1079,6764,2178
4800011,188,187,63035,2804,177,870,0,1757,251,1218,288
4800012,16,16,5137,500,31,55,0,414,31,336,47
4800013,120,120,37031,6261,497,775,0,4989,413,3715,861
4800016,387,383,129879,4367,425,1480,0,2462,331,1668,463
4800018,30,30,9448,1577,163,234,0,1180,88,873,219
4800020,63,63,20650,3030,305,387,0,2338,296,1754,288
5000001,88,88,27944,4095,223,727,0,3145,572,2057,516
5000070,19,19,5403,245,5,116,0,124,23,66,35
5000073,1,1,267,4,1,0,0,3,2,1,0
5000078,1,1,213,8,0,0,0,8,0,5,3
5000083,1,1,236,0,0,0,0,0,0,0,0
5000087,4,4,633,48,0,7,0,41,6,26,9
5000090,5,5,1300,52,1,14,0,37,5,27,5
5000092,3,3,933,27,1,6,0,20,3,14,3
5200001,1236,1236,405921,115597,9025,4711,0,101861,6719,87998,7144
5200005,233,233,77155,23981,2662,1366,0,19953,1672,16908,1373
5200006,19,19,5718,1123,98,150,0,875,71,736,68
5200008,20,20,6197,1614,113,212,0,1289,77,1121,91
5200010,41,41,13351,4090,431,342,0,3317,417,2631,269
5200015,18,18,5761,1610,87,96,0,1427,51,1311,65
5200020,64,64,19538,5287,434,360,0,4493,317,3920,256
5200025,8,8,1557,425,28,40,0,357,8,337,12
5200027,21,21,6372,774,59,102,0,613,72,488,53
5200028,13,13,3826,1407,49,119,0,1239,35,1160,44
5200030,33,33,10072,1595,132,141,0,1322,79,1158,85
5200035,177,177,60416,11040,939,781,0,9320,837,7775,708
5200040,42,42,13621,4478,349,275,0,3854,252,3422,180
5200041,37,37,11689,1160,99,255,0,806,108,569,129
5200042,28,28,8982,1528,103,158,0,1267,57,1148,62
5200043,174,174,56342,12839,1923,1488,0,9428,1200,6535,1693
5200044,29,29,9425,1168,109,199,0,860,91,687,82
5200045,84,84,26399,4194,266,301,0,3627,254,3055,318
5200046,24,24,6173,872,85,306,0,481,59,352,70
5200047,23,23,7480,972,65,201,0,706,67,571,68
5200048,25,25,7445,1319,85,206,0,1028,74,836,118
5200049,31,31,9675,1263,111,195,0,957,78,760,119
5200050,54,54,17832,4604,322,244,0,4038,216,3629,193
5200055,31,31,9788,1558,149,185,0,1224,86,954,184
5200058,22,22,6428,1173,56,104,0,1013,85,866,62
5200059,7,7,1421,205,4,11,0,190,10,171,9
5200060,62,62,19048,4146,379,327,0,3440,262,2978,200
5200074,23,23,7411,274,52,57,0,165,29,92,44
5200080,48,48,14544,2251,177,339,0,1735,186,1395,154
5400001,156,150,48750,8377,720,966,0,6691,770,5096,825
5400003,24,24,7409,933,77,181,0,675,120,479,76
5400007,33,33,10241,1481,105,209,0,1167,137,921,109
5400012,15,15,3747,241,11,55,0,175,45,94,36
5600001,151,151,49218,7252,325,1003,0,5924,670,4175,1079
5600004,15,15,4849,637,11,74,0,552,50,412,90
6000001,142,142,45321,6713,347,863,0,5503,793,3948,762
6000007,17,17,5199,374,18,110,0,246,28,130,88
6000010,3,3,770,51,0,18,0,33,5,24,4
6000013,4,4,1159,21,2,6,0,13,1,10,2
6000016,4,4,1332,77,2,29,0,46,8,21,17
6000017,1,1,76,29,5,15,0,9,0,6,3
6000019,3,3,553,11,0,3,0,8,3,3,2
6000021,2,2,592,9,0,6,0,3,0,2,1
6000022,6,6,1602,86,1,24,0,61,12,37,12
6000030,1,1,292,5,0,1,0,4,0,4,0
6000040,2,2,544,15,0,2,0,13,2,10,1
6400001,141,141,43210,6708,649,756,0,5303,508,3308,1487
6400002,167,167,53617,5534,655,977,0,3902,557,2578,767
6400004,53,53,16164,836,53,140,0,643,78,479,86
6400007,15,15,4806,780,65,151,0,564,42,413,109
6400013,16,16,4942,774,50,131,0,593,42,383,168
6400016,21,21,6857,501,30,69,0,402,28,266,108
6400018,52,52,15965,546,36,120,0,390,57,259,74
6400019,35,35,11479,1514,122,222,0,1170,103,892,175
6400023,101,101,32110,2084,256,409,0,1419,192,754,473
6400025,45,45,13086,618,56,130,0,432,55,294,83
6400026,35,35,10874,742,91,177,0,474,64,293,117
6400028,99,99,30555,1496,239,303,0,954,121,566,267
6400030,66,66,21155,2439,289,382,0,1768,242,1228,298
6800001,67,67,20009,2729,100,591,0,2038,276,1149,613
6800004,6,6,1774,116,6,25,0,85,15,45,25
6800010,2,2,183,74,0,11,0,63,15,24,24
6800013,6,6,1258,71,3,31,0,37,5,21,11
6800017,6,6,1876,65,2,6,0,57,8,35,14
6800022,4,4,1062,48,1,8,0,39,6,17,16
7200001,69,69,21526,3252,208,486,0,2558,354,1930,274
7200002,13,13,3503,606,24,99,0,483,32,408,43
7200006,93,91,25597,1648,92,596,0,960,137,579,244
7200008,28,28,7578,1004,44,107,0,853,36,744,73
8800115,8,8,63,10,0,0,0,10,1,6,3
8800120,40,40,17593,3146,129,65,0,2952,447,2317,188
8800130,7,7,21,3,0,0,0,3,0,3,0
8800135,7,7,32,9,2,0,0,7,2,3,2
8800140,10,10,2619,202,21,1,0,180,5,164,11
8800155,41,41,19154,1903,149,68,0,1686,197,1361,128
8800160,15,15,6172,572,82,30,0,460,28,411,21
8800165,71,71,25693,5063,292,100,0,4671,511,3864,296
8800170,11,11,2346,428,20,15,0,393,68,299,26
8800190,14,14,4435,647,27,9,0,611,95,485,31
8800215,10,10,1640,239,18,2,0,219,18,189,12
8800220,49,49,7551,940,48,22,0,870,120,707,43
8800250,209,209,63810,12188,961,144,0,11083,837,9768,478
8800275,7,7,373,77,3,1,0,73,5,63,5
8800285,26,26,11148,1801,104,37,0,1660,94,1515,51
8800290,8,8,760,38,0,4,0,34,5,22,7
8800305,121,121,38536,3156,266,80,0,2810,232,2420,158
8800315,28,28,1071,190,10,3,0,177,20,142,15
8800325,8,8,921,178,4,6,0,168,25,131,12
8800330,106,106,41753,2514,174,98,0,2242,151,1980,111
8800335,8,8,294,53,0,3,0,50,4,45,1
8800340,9,9,746,200,8,3,0,189,14,166,9
8800350,13,13,4000,565,41,5,0,519,27,469,23
8800355,574,570,255821,21928,1801,758,0,19369,1815,16243,1311
8800360,841,812,405325,56891,6099,1148,0,49644,1896,46341,1407
8800370,7,7,171,29,0,0,0,29,9,20,0
8800375,7,7,502,84,3,0,0,81,21,57,3
8800380,108,108,23436,3762,216,133,0,3413,515,2661,237
8800410,9,9,2045,503,25,2,0,476,18,446,12
8800430,7,7,25,9,0,0,0,9,0,5,4
8800435,21,21,5707,854,34,27,0,793,106,645,42
8800440,8,8,737,112,1,0,0,111,7,99,5
8800445,7,7,363,88,5,0,0,83,14,63,6
8800455,7,7,82,10,0,0,0,10,0,10,0
8800460,7,7,96,12,0,0,0,12,3,9,0
8800465,71,71,21350,2898,209,64,0,2625,255,2230,140
8800470,8,8,736,204,10,2,0,192,24,159,9
8800490,10,10,2065,0,0,0,0,0,0,0,0
8800495,42,42,16830,2122,136,45,0,1941,199,1624,118
8800500,8,8,300,34,3,4,0,27,1,25,1
8800505,16,16,1329,109,15,0,0,94,13,75,6
8800515,7,7,103,33,0,0,0,33,6,27,0
8800535,9,9,1431,25,0,0,0,25,0,23,2
8800560,7,7,153,44,1,0,0,43,5,38,0
8800580,7,7,63,11,0,0,0,11,2,9,0
8800590,83,83,18263,3902,181,36,0,3685,242,3311,132
8800620,7,7,274,35,2,1,0,32,1,31,0
8800625,10,10,1952,358,28,7,0,323,35,258,30
8800635,8,8,1019,129,3,1,0,125,16,98,11
8800655,72,72,26585,3198,200,104,0,2894,125,2684,85
8800665,7,7,673,108,8,6,0,94,2,90,2
8800670,25,25,8439,1123,55,14,0,1054,68,953,33
8800675,0,0,0,0,0,0,0,0,0,0,0
8800680,13,13,4071,770,41,22,0,707,79,573,55
8800683,10,10,2109,307,24,5,0,278,16,252,10
8800685,12,12,3563,708,34,6,0,668,30,611,27
8800688,7,7,328,97,2,0,0,95,3,89,3
8800690,7,7,73,13,0,1,0,12,1,10,1
8800700,8,8,806,38,1,1,0,36,6,26,4
8800745,8,8,215,48,3,0,0,45,6,36,3
8800755,24,24,3479,343,16,15,0,312,59,225,28
8800760,19,19,8103,1129,101,21,0,1007,134,825,48
8800765,7,7,153,70,1,0,0,69,2,66,1
8800770,14,14,403,80,2,2,0,76,10,56,10
8800785,9,9,281,53,0,0,0,53,2,48,3
8800805,8,8,1316,160,2,7,0,151,15,129,7
8800815,349,349,177035,2656,96,231,0,2329,169,2023,137
