mpio_reg_code_7,mesas_total,mesas_escrutadas,censo,votantes,votos_nulos,votos_no_marcados,votos_blanco,votos_validos,cand_32_000001|HECTOR ELIAS PINEDA SALAZAR,cand_32_000002|EDISON LUCIO TORRES MORENO,cand_32_000003|ROY LEONARDO BARRERAS MONTEALEGRE,cand_32_000004|MARTHA VIVIANA BERNAL AMAYA,cand_32_000005|DANIEL QUINTERO CALLE
2700094,23,23,5763,1224,55,92,0,1077,0,5,11,6,12
2700097,16,16,4475,1297,36,89,0,1172,2,6,16,3,9
2700100,7,7,2074,437,10,22,0,405,1,0,2,0,3
2700103,15,15,4699,747,54,97,0,596,3,1,20,4,19
2700106,14,14,4554,556,55,64,0,437,0,1,21,3,14
2700109,8,8,2202,390,28,56,0,306,0,2,8,0,12
2700112,12,12,3528,531,42,44,0,445,2,5,11,0,8
2700115,6,6,1421,452,6,29,0,417,0,0,4,1,3
2700118,14,14,4206,560,23,65,0,472,0,1,6,0,8
2700119,19,19,5973,1408,36,130,0,1242,1,4,22,3,8
2700120,36,36,10484,1323,69,87,0,1167,1,4,31,5,38
2700121,117,117,37185,8329,593,536,0,7200,14,30,119,35,119
2700124,34,34,10604,2446,180,195,0,2071,5,13,35,16,30
2700127,8,8,2397,580,13,60,0,507,0,2,6,1,9
2700130,56,56,16811,3665,191,178,0,3296,6,14,99,17,62
2700133,18,18,5424,1238,49,75,0,1114,1,5,17,3,10
2700136,29,29,8356,1808,149,183,0,1476,4,12,17,5,14
2700139,17,17,3987,890,37,68,0,785,1,1,15,2,11
2700142,13,13,4146,909,32,92,0,785,0,1,12,1,5
2700145,33,33,10114,2465,151,175,0,2139,9,4,83,9,28
2700148,14,14,3669,724,20,98,0,606,1,2,12,4,10
2700151,6,6,1618,319,13,25,0,281,0,0,5,0,5
2700154,8,8,2669,693,24,39,0,630,1,0,15,2,2
2700157,13,13,4027,1140,57,80,0,1003,0,0,27,4,18
2700160,414,414,131233,34454,3440,1939,0,29075,103,126,541,146,667
2700163,12,12,3899,876,36,26,0,814,4,1,22,0,14
2700166,46,46,13402,2252,117,88,0,2047,2,4,84,2,29
2700167,22,22,6692,496,31,45,0,420,0,7,13,3,13
2700169,85,85,26678,2289,218,301,0,1770,8,31,282,9,54
2700172,86,86,25122,4645,309,453,0,3883,8,27,93,24,73
2700174,78,78,25382,3800,338,408,0,3054,12,40,100,27,99
2700175,27,27,6851,1495,69,145,0,1281,2,5,33,7,22
2700178,10,10,3012,464,23,61,0,380,0,0,5,0,12
2700181,153,153,46971,12779,1064,550,0,11165,28,24,325,50,247
2700184,7,7,2306,335,21,30,0,284,0,1,7,2,4
2700187,17,17,4505,1137,53,72,0,1012,0,1,14,5,7
2700190,11,11,2286,463,13,38,0,412,1,1,8,0,7
2700193,82,82,25405,3606,264,296,0,3046,3,24,77,11,51
2700194,12,12,3461,646,46,107,0,493,1,1,20,4,4
2700195,9,9,2417,622,26,25,0,571,0,2,7,3,4
2700196,23,23,6503,1674,95,188,0,1391,2,7,40,7,31
2700199,79,79,25701,6894,581,322,0,5991,10,13,186,22,94
2700202,28,28,8928,1603,77,96,0,1430,6,1,23,10,33
2700205,23,23,5765,753,24,40,0,689,1,1,14,4,7
2700208,14,14,3705,779,30,57,0,692,0,1,9,1,14
2700211,19,19,5819,1429,94,171,0,1164,2,6,16,10,11
2700217,17,17,5307,974,60,57,0,857,2,3,22,3,9
2700219,5,5,1493,419,17,34,0,368,3,3,7,4,6
2700220,54,54,16952,3204,287,262,0,2655,7,11,86,15,87
2700221,23,23,7353,1761,95,103,0,1563,3,4,27,10,23
2700223,26,26,8402,1638,144,59,0,1435,3,2,20,3,23
2800001,665,665,223915,48024,5497,7546,0,34981,682,579,2741,882,2179
2800010,33,33,10575,979,39,124,0,816,19,16,48,24,34
2800020,37,37,10629,616,29,87,0,500,5,15,34,3,27
2800030,28,28,8778,999,57,219,0,723,16,24,63,22,24
2800040,161,161,51338,7935,865,966,0,6104,134,91,453,131,317
2800041,47,47,15270,1802,157,211,0,1434,15,22,249,10,73
2800042,37,37,9931,1090,61,193,0,836,12,30,62,20,52
2800045,17,17,5192,737,39,147,0,551,19,8,18,29,13
2800048,59,59,18720,2278,66,251,0,1961,7,25,80,18,66
2800049,53,53,15527,1056,59,146,0,851,9,24,25,12,30
2800050,35,35,11288,699,40,110,0,549,4,16,53,12,33
2800055,63,63,20315,1597,117,272,0,1208,26,16,131,16,68
2800060,102,102,30567,3336,113,682,0,2541,23,45,179,40,97
2800080,52,52,15882,2883,276,827,0,1780,62,34,101,88,84
2800100,76,76,23534,2465,170,383,0,1912,37,41,177,51,82
2800120,41,41,13249,1317,101,458,0,758,22,14,54,27,43
2800160,118,118,36814,4977,433,1035,0,3509,106,77,212,149,219
2800180,74,74,21765,2196,121,403,0,1672,21,29,99,42,75
2800190,40,40,12438,1285,79,175,0,1031,14,13,74,10,35
2800200,153,153,48859,4248,351,731,0,3166,81,82,276,86,237
2800220,158,158,47932,2773,138,835,0,1800,87,53,116,64,85
2800240,55,55,17966,1777,108,282,0,1387,37,25,125,25,78
2800260,90,90,28071,3031,211,413,0,2407,30,48,204,35,83
2800280,79,79,21965,1848,35,216,0,1597,10,25,199,12,41
2800300,84,84,26427,2132,304,447,0,1381,27,41,79,29,90
2800320,68,68,21639,3022,250,723,0,2049,38,26,173,51,111
2900001,1425,1425,470989,125899,12202,5698,0,107999,407,427,1881,565,3215
2900004,16,16,3888,1253,48,75,0,1130,1,2,6,0,8
2900007,30,30,9238,1500,101,121,0,1278,2,13,31,1,38
2900010,24,24,6802,705,53,45,0,607,2,7,8,2,16
2900013,28,28,8904,1209,37,86,0,1086,2,3,17,11,22
2900016,35,35,10696,1508,175,161,0,1172,2,19,14,10,34
2900019,56,56,17005,3210,84,587,0,2539,2,14,44,8,42
2900022,56,56,17376,2546,246,214,0,2086,4,3,22,8,71
2900025,34,34,10546,1939,148,144,0,1647,2,7,21,1,35
2900028,19,19,5799,940,35,85,0,820,3,2,12,5,15
2900031,28,28,8512,1764,169,334,0,1261,5,16,38,12,48
2900034,60,60,19041,1684,114,245,0,1325,5,16,25,7,41
2900037,25,25,7382,1881,63,133,0,1685,1,7,18,10,15
2900040,127,127,42544,6715,528,903,0,5284,10,54,92,51,133
2900043,25,25,7299,1547,58,83,0,1406,1,4,20,5,2
2900046,190,190,63329,15834,1418,1306,0,13110,36,79,239,75,325
2900049,21,21,6379,972,72,106,0,794,4,12,12,6,17
2900052,61,61,19925,4575,461,461,0,3653,10,25,77,18,100
2900055,94,94,28675,3700,194,309,0,3197,8,16,127,24,72
2900058,85,85,26744,6423,426,664,0,5333,14,30,90,38,140
2900061,21,21,5946,901,38,88,0,775,1,0,6,6,16
2900064,63,63,22935,4707,454,378,0,3875,21,34,78,16,109
2900067,30,30,9588,1478,78,143,0,1257,4,10,27,7,24
2900070,50,50,15792,1923,174,180,0,1569,12,14,58,10,52
2900073,100,100,34460,3929,337,289,0,3303,12,20,43,21,93
2900076,96,96,30588,5365,571,405,0,4389,17,33,63,35,133
2900079,104,104,33147,6437,683,371,0,5383,16,32,161,20,145
2900080,13,13,3871,535,42,54,0,439,1,2,7,1,11
2900082,49,49,15378,1967,115,213,0,1639,6,15,33,6,33
2900085,80,80,24250,3271,184,369,0,2718,6,32,34,16,76
2900087,27,27,8737,814,44,61,0,709,1,6,6,4,11
2900088,19,19,5803,890,106,92,0,692,0,8,41,5,15
2900089,78,78,24824,2614,152,450,0,2012,4,12,39,26,84
2900091,27,27,8087,1233,90,115,0,1028,2,4,13,9,16
2900094,65,65,20752,3576,239,344,0,2993,5,28,71,20,61
2900097,61,61,18580,1402,91,209,0,1102,2,12,16,6,25
2900100,15,15,4538,428,17,39,0,372,1,1,4,2,6
2900103,73,73,21980,3630,173,364,0,3093,3,21,35,15,59
2900105,41,41,13293,2684,162,184,0,2338,8,11,33,7,48
2900106,34,34,10953,1939,101,256,0,1582,6,7,15,10,17
2900109,42,42,12517,2696,157,225,0,2314,8,10,44,12,42
2900112,25,25,5940,1351,52,299,0,1000,1,6,9,2,25
2900115,18,18,4801,1078,79,83,0,916,0,5,14,1,16
2900118,16,16,4946,1418,62,159,0,1197,1,4,9,3,13
2900121,41,41,12089,2091,183,168,0,1740,5,19,27,8,21
2900124,26,26,7191,1127,46,106,0,975,1,4,9,4,19
2900127,18,18,5291,963,52,71,0,840,2,2,11,3,10
3100001,5443,5437,1841675,307389,30497,15522,0,261370,1211,1758,16984,1230,8453
3100004,40,40,12566,1476,157,188,0,1131,3,13,60,4,37
3100007,62,62,20083,1920,219,137,0,1564,7,8,166,8,53
3100010,67,67,19000,2011,150,225,0,1636,8,16,81,8,40
3100013,21,21,5932,699,17,65,0,617,1,1,32,3,15
3100016,47,47,13470,1446,101,145,0,1200,2,11,89,3,21
3100019,730,725,237167,19905,4202,4131,0,11572,128,533,2366,116,837
3100022,354,354,110301,17929,2148,1211,0,14570,79,107,1000,84,593
3100025,70,70,21147,1765,191,160,0,1414,10,10,205,4,65
3100028,91,91,27806,5292,348,540,0,4404,16,40,217,32,137
3100031,246,246,85518,9120,1381,833,0,6906,43,97,691,56,357
3100034,373,373,122473,20358,1924,1392,0,17042,61,100,977,91,595
3100037,123,123,38596,3380,312,373,0,2695,14,34,272,9,85
3100040,56,56,15597,1842,171,238,0,1433,8,15,63,11,73
3100043,33,33,7842,1230,57,138,0,1035,4,6,58,5,26
3100046,25,25,6649,558,28,60,0,470,2,2,4,2,13
3100049,175,175,56586,5367,823,561,0,3983,21,46,395,34,214
3100052,39,39,10688,1082,66,133,0,883,3,5,80,5,21
3100055,169,169,55334,5930,964,655,0,4311,22,86,743,28,256
3100058,60,60,19342,2096,255,153,0,1688,10,22,109,8,64
3100061,94,94,30357,4320,684,615,0,3021,17,73,943,17,131
3100064,381,381,127267,17460,2141,1119,0,14200,77,111,1070,48,510
3100067,47,47,14347,1575,171,137,0,1267,5,10,94,7,39
3100070,93,93,28487,3407,293,218,0,2896,5,12,142,15,74
3100073,37,37,11743,1403,123,154,0,1126,2,9,66,10,39
3100076,37,37,11129,787,84,83,0,620,2,6,28,1,36
3100079,885,885,290179,40608,4802,2795,0,33011,148,310,2214,187,1246
3100082,138,138,42926,4632,674,580,0,3378,21,68,368,27,142
3100085,55,55,16362,1760,173,240,0,1347,5,13,79,6,84
3100088,50,50,16195,1587,134,166,0,1287,2,11,66,5,42
3100091,109,109,31633,5807,560,479,0,4768,15,23,372,38,146
3100094,54,54,15356,1633,180,170,0,1283,5,6,104,8,38
3100097,120,120,38319,4721,450,474,0,3797,7,31,183,25,114
3100100,46,46,13046,1870,131,188,0,1551,3,7,262,6,33
3100103,58,58,16992,2638,219,343,0,2076,2,20,247,9,47
3100106,534,534,175038,28800,3420,1968,0,23412,91,200,1751,110,819
3100109,19,19,5508,603,44,70,0,489,2,3,32,4,43
3100112,33,33,7622,1144,60,99,0,985,2,4,85,5,14
3100115,38,38,11440,1107,121,191,0,795,3,8,67,5,16
3100118,52,52,15794,1615,199,162,0,1254,14,12,173,7,37
3100121,343,342,113020,13105,1829,1551,0,9725,65,127,1175,54,505
3100124,124,124,40245,4525,604,532,0,3389,26,35,495,22,185
4000001,260,260,83651,18047,1080,1394,0,15573,39,86,1071,64,289
4000005,127,127,39873,7513,458,1090,0,5965,13,42,248,35,113
4000010,115,115,36726,3650,309,906,0,2435,9,41,276,30,90
4000015,12,12,3804,584,29,101,0,454,0,2,15,2,10
4000017,44,44,13998,1102,99,255,0,748,3,16,92,9,27
4000020,13,13,4051,848,32,101,0,715,0,5,84,1,4
4000025,128,128,41277,6334,665,885,0,4784,16,66,406,41,164
4400001,420,420,138633,29134,2351,2634,0,24149,91,159,1039,150,883
4400002,14,14,4530,612,46,82,0,484,1,2,21,3,10
4400003,73,73,24481,2003,187,479,0,1337,8,57,42,29,63
4400004,27,27,8562,1216,105,174,0,937,5,17,25,4,30
4400005,52,52,16267,1627,98,144,0,1385,2,12,67,8,40
4400006,36,36,11828,907,69,140,0,698,2,8,21,4,26
4400007,40,40,13017,1100,79,231,0,790,2,14,23,7,31
4400009,63,63,20215,1990,106,264,0,1620,5,14,38,28,61
4400010,133,133,41955,4287,348,727,0,3212,18,77,280,45,115
4400012,25,25,7866,520,28,72,0,420,1,7,17,3,16
4400016,24,24,6940,446,37,93,0,316,1,1,17,5,12
4400017,15,15,4052,586,20,68,0,498,0,2,7,4,16
4400020,35,35,10921,1392,138,272,0,982,6,19,22,3,47
4400022,32,32,9026,467,23,128,0,316,3,20,35,0,20
4400024,20,20,6245,283,18,32,0,233,2,6,6,4,7
4400040,19,19,5915,747,44,88,0,615,2,2,129,0,21
4600001,424,424,135664,38769,3158,2207,0,33404,107,159,1278,142,800
4600040,94,94,29916,8266,776,531,0,6959,35,42,382,34,169
4600120,6,6,1856,429,13,25,0,391,0,0,19,0,5
4600320,34,34,7960,2050,72,165,0,1813,1,9,78,8,21
4600480,4,4,1021,66,0,10,0,56,0,0,4,0,6
4600520,42,42,12008,3275,214,275,0,2786,6,19,155,11,58
4600540,41,41,12638,3558,285,269,0,3004,4,10,65,12,54
4600560,27,27,6608,1877,77,166,0,1634,2,8,82,6,9
4600640,31,31,8928,1832,129,212,0,1491,3,13,43,11,17
4600680,90,90,28252,7935,371,570,0,6994,9,28,167,23,97
4600700,27,27,8477,2338,122,219,0,1997,4,4,60,6,22
4600760,5,5,1231,284,7,14,0,263,0,2,28,2,7
4600800,10,10,2833,937,42,56,0,839,2,0,108,3,7
4600815,6,6,1828,187,7,26,0,154,0,1,33,1,5
4600830,24,24,6673,2134,100,222,0,1812,2,8,58,7,10
4600840,18,18,4678,958,40,127,0,791,3,2,10,7,10
4600850,63,63,20217,5915,545,460,0,4910,15,26,150,31,82
4600865,36,36,10067,2824,117,293,0,2414,8,7,51,10,14
4600880,88,88,28143,6772,685,544,0,5543,16,46,129,47,154
4800001,494,493,158474,21114,2508,2830,0,15776,147,286,1512,183,805
4800002,64,64,21600,1532,201,336,0,995,20,32,66,26,64
4800004,84,84,27343,3542,319,681,0,2542,31,87,237,40,133
4800005,74,74,23960,1781,137,405,0,1239,20,43,69,20,57
4800006,27,27,8988,854,52,118,0,684,5,6,43,3,25
4800007,103,103,32543,3360,312,511,0,2537,30,46,311,37,119
4800008,35,35,11169,1033,81,130,0,822,8,14,75,9,27
4800009,51,51,16449,1860,237,480,0,1143,15,42,119,20,84
4800010,419,418,143165,13674,1285,2368,0,10021,265,203,719,371,620
4800011,188,187,63035,2804,177,870,0,1757,16,36,117,30,89
4800012,16,16,5137,500,31,55,0,414,5,7,16,3,16
4800013,120,120,37031,6261,497,775,0,4989,36,56,617,42,110
4800016,387,383,129879,4367,425,1480,0,2462,38,62,148,59,156
4800018,30,30,9448,1577,163,234,0,1180,9,29,107,13,61
4800020,63,63,20650,3030,305,387,0,2338,27,45,102,40,74
5000001,88,88,27944,4095,223,727,0,3145,42,45,166,55,208
5000070,19,19,5403,245,5,116,0,124,0,8,8,1,18
5000073,1,1,267,4,1,0,0,3,0,0,0,0,0
5000078,1,1,213,8,0,0,0,8,0,1,0,0,2
5000083,1,1,236,0,0,0,0,0,0,0,0,0,0
5000087,4,4,633,48,0,7,0,41,0,2,1,0,6
5000090,5,5,1300,52,1,14,0,37,1,1,0,0,3
5000092,3,3,933,27,1,6,0,20,0,1,1,0,1
5200001,1236,1236,405921,115597,9025,4711,0,101861,292,396,3713,495,2248
5200005,233,233,77155,23981,2662,1366,0,19953,70,124,495,128,556
5200006,19,19,5718,1123,98,150,0,875,3,15,15,5,30
5200008,20,20,6197,1614,113,212,0,1289,3,27,33,5,23
5200010,41,41,13351,4090,431,342,0,3317,13,22,132,27,75
5200015,18,18,5761,1610,87,96,0,1427,3,10,25,4,23
5200020,64,64,19538,5287,434,360,0,4493,15,23,101,28,89
5200025,8,8,1557,425,28,40,0,357,0,0,7,1,4
5200027,21,21,6372,774,59,102,0,613,2,11,24,3,13
5200028,13,13,3826,1407,49,119,0,1239,1,7,19,3,14
5200030,33,33,10072,1595,132,141,0,1322,1,17,35,11,21
5200035,177,177,60416,11040,939,781,0,9320,26,69,327,65,221
5200040,42,42,13621,4478,349,275,0,3854,11,11,75,25,58
5200041,37,37,11689,1160,99,255,0,806,7,26,35,17,44
5200042,28,28,8982,1528,103,158,0,1267,7,4,24,6,21
5200043,174,174,56342,12839,1923,1488,0,9428,64,201,790,147,491
5200044,29,29,9425,1168,109,199,0,860,5,14,35,7,21
5200045,84,84,26399,4194,266,301,0,3627,11,22,185,27,73
5200046,24,24,6173,872,85,306,0,481,3,18,18,10,21
5200047,23,23,7480,972,65,201,0,706,4,9,31,4,20
5200048,25,25,7445,1319,85,206,0,1028,2,7,77,7,25
5200049,31,31,9675,1263,111,195,0,957,8,26,29,15,41
5200050,54,54,17832,4604,322,244,0,4038,8,12,101,9,63
5200055,31,31,9788,1558,149,185,0,1224,4,15,58,30,77
5200058,22,22,6428,1173,56,104,0,1013,6,13,15,11,17
5200059,7,7,1421,205,4,11,0,190,1,0,2,0,6
5200060,62,62,19048,4146,379,327,0,3440,14,32,64,17,73
5200074,23,23,7411,274,52,57,0,165,1,3,23,0,17
5200080,48,48,14544,2251,177,339,0,1735,4,33,60,12,45
5400001,156,150,48750,8377,720,966,0,6691,30,90,368,42,295
5400003,24,24,7409,933,77,181,0,675,3,22,15,5,31
5400007,33,33,10241,1481,105,209,0,1167,2,24,32,6,45
5400012,15,15,3747,241,11,55,0,175,3,6,15,1,11
5600001,151,151,49218,7252,325,1003,0,5924,145,121,279,203,331
5600004,15,15,4849,637,11,74,0,552,12,3,31,18,26
6000001,142,142,45321,6713,347,863,0,5503,29,49,354,46,284
6000007,17,17,5199,374,18,110,0,246,6,6,60,3,13
6000010,3,3,770,51,0,18,0,33,0,0,3,1,0
6000013,4,4,1159,21,2,6,0,13,0,1,0,0,1
6000016,4,4,1332,77,2,29,0,46,1,5,1,0,10
6000017,1,1,76,29,5,15,0,9,0,1,2,0,0
6000019,3,3,553,11,0,3,0,8,0,0,1,0,1
6000021,2,2,592,9,0,6,0,3,0,0,1,0,0
6000022,6,6,1602,86,1,24,0,61,1,2,3,2,4
6000030,1,1,292,5,0,1,0,4,0,0,0,0,0
6000040,2,2,544,15,0,2,0,13,0,0,1,0,0
6400001,141,141,43210,6708,649,756,0,5303,34,72,966,48,367
6400002,167,167,53617,5534,655,977,0,3902,33,96,243,48,347
6400004,53,53,16164,836,53,140,0,643,10,26,15,7,28
6400007,15,15,4806,780,65,151,0,564,6,9,62,5,27
6400013,16,16,4942,774,50,131,0,593,7,7,130,1,23
6400016,21,21,6857,501,30,69,0,402,1,4,77,2,24
6400018,52,52,15965,546,36,120,0,390,3,11,12,4,44
6400019,35,35,11479,1514,122,222,0,1170,4,14,79,9,69
6400023,101,101,32110,2084,256,409,0,1419,15,34,188,8,228
6400025,45,45,13086,618,56,130,0,432,2,13,27,9,32
6400026,35,35,10874,742,91,177,0,474,4,15,45,11,42
6400028,99,99,30555,1496,239,303,0,954,3,32,100,9,123
6400030,66,66,21155,2439,289,382,0,1768,7,31,132,11,117
6800001,67,67,20009,2729,100,591,0,2038,11,40,406,21,135
6800004,6,6,1774,116,6,25,0,85,1,4,11,1,8
6800010,2,2,183,74,0,11,0,63,0,1,23,0,0
6800013,6,6,1258,71,3,31,0,37,0,0,6,0,5
6800017,6,6,1876,65,2,6,0,57,0,3,6,1,4
6800022,4,4,1062,48,1,8,0,39,0,1,14,0,1
7200001,69,69,21526,3252,208,486,0,2558,13,28,129,27,77
7200002,13,13,3503,606,24,99,0,483,0,3,13,2,25
7200006,93,91,25597,1648,92,596,0,960,17,26,83,20,98
7200008,28,28,7578,1004,44,107,0,853,2,6,43,5,17
8800115,8,8,63,10,0,0,0,10,0,1,2,0,0
8800120,40,40,17593,3146,129,65,0,2952,14,10,56,20,88
8800130,7,7,21,3,0,0,0,3,0,0,0,0,0
8800135,7,7,32,9,2,0,0,7,0,0,0,1,1
8800140,10,10,2619,202,21,1,0,180,1,1,1,0,8
8800155,41,41,19154,1903,149,68,0,1686,10,6,32,7,73
8800160,15,15,6172,572,82,30,0,460,1,3,6,1,10
8800165,71,71,25693,5063,292,100,0,4671,16,4,71,28,177
8800170,11,11,2346,428,20,15,0,393,5,0,7,0,14
8800190,14,14,4435,647,27,9,0,611,2,2,10,3,14
8800215,10,10,1640,239,18,2,0,219,1,0,4,4,3
8800220,49,49,7551,940,48,22,0,870,6,3,17,2,15
8800250,209,209,63810,12188,961,144,0,11083,21,19,184,34,220
8800275,7,7,373,77,3,1,0,73,0,0,2,0,3
8800285,26,26,11148,1801,104,37,0,1660,3,4,27,3,14
8800290,8,8,760,38,0,4,0,34,0,0,5,0,2
8800305,121,121,38536,3156,266,80,0,2810,10,8,52,15,73
8800315,28,28,1071,190,10,3,0,177,1,1,7,1,5
8800325,8,8,921,178,4,6,0,168,1,0,4,2,5
8800330,106,106,41753,2514,174,98,0,2242,5,9,31,13,53
8800335,8,8,294,53,0,3,0,50,0,0,1,0,0
8800340,9,9,746,200,8,3,0,189,0,0,5,3,1
8800350,13,13,4000,565,41,5,0,519,3,1,14,0,5
8800355,574,570,255821,21928,1801,758,0,19369,66,92,361,122,670
8800360,841,812,405325,56891,6099,1148,0,49644,60,52,663,80,552
8800370,7,7,171,29,0,0,0,29,0,0,0,0,0
8800375,7,7,502,84,3,0,0,81,0,0,2,0,1
8800380,108,108,23436,3762,216,133,0,3413,21,26,72,21,97
8800410,9,9,2045,503,25,2,0,476,1,0,6,0,5
8800430,7,7,25,9,0,0,0,9,0,0,3,1,0
8800435,21,21,5707,854,34,27,0,793,2,3,20,7,10
8800440,8,8,737,112,1,0,0,111,0,1,2,0,2
8800445,7,7,363,88,5,0,0,83,0,0,1,0,5
8800455,7,7,82,10,0,0,0,10,0,0,0,0,0
8800460,7,7,96,12,0,0,0,12,0,0,0,0,0
8800465,71,71,21350,2898,209,64,0,2625,5,7,73,10,45
8800470,8,8,736,204,10,2,0,192,0,1,2,1,5
8800490,10,10,2065,0,0,0,0,0,0,0,0,0,0
8800495,42,42,16830,2122,136,45,0,1941,5,3,28,11,71
8800500,8,8,300,34,3,4,0,27,0,1,0,0,0
8800505,16,16,1329,109,15,0,0,94,0,1,4,0,1
8800515,7,7,103,33,0,0,0,33,0,0,0,0,0
8800535,9,9,1431,25,0,0,0,25,0,0,0,1,1
8800560,7,7,153,44,1,0,0,43,0,0,0,0,0
8800580,7,7,63,11,0,0,0,11,0,0,0,0,0
8800590,83,83,18263,3902,181,36,0,3685,8,4,53,13,54
8800620,7,7,274,35,2,1,0,32,0,0,0,0,0
8800625,10,10,1952,358,28,7,0,323,1,3,11,2,13
8800635,8,8,1019,129,3,1,0,125,0,1,2,1,7
8800655,72,72,26585,3198,200,104,0,2894,3,2,37,12,31
8800665,7,7,673,108,8,6,0,94,0,0,1,0,1
8800670,25,25,8439,1123,55,14,0,1054,2,0,13,4,14
8800675,11,11,2305,156,9,1,0,146,0,0,10,0,8
8800680,13,13,4071,770,41,22,0,707,6,2,10,4,33
8800683,10,10,2109,307,24,5,0,278,0,0,4,2,4
8800685,12,12,3563,708,34,6,0,668,2,0,12,0,13
8800688,7,7,328,97,2,0,0,95,1,0,1,0,1
8800690,7,7,73,13,0,1,0,12,0,0,0,0,1
8800700,8,8,806,38,1,1,0,36,0,0,0,0,4
8800745,8,8,215,48,3,0,0,45,1,0,2,0,0
8800755,24,24,3479,343,16,15,0,312,4,3,5,1,15
8800760,19,19,8103,1129,101,21,0,1007,4,4,21,2,17
8800765,7,7,153,70,1,0,0,69,0,0,0,0,1
8800770,14,14,403,80,2,2,0,76,2,1,3,0,4
8800785,9,9,281,53,0,0,0,53,1,0,1,0,1
8800805,8,8,1316,160,2,7,0,151,1,0,4,1,1
8800815,349,349,177035,2656,96,231,0,2329,17,30,29,22,39
