mpio_reg_code_7,mesas_total,mesas_escrutadas,censo,votantes,votos_nulos,votos_no_marcados,votos_blanco,votos_validos,cand_30_000001|CLAUDIA NAYIBE LOPEZ HERNANDEZ,cand_30_000002|LEONARDO HUMBERTO HUERTA GUTIERREZ
4600830,24,24,6673,2134,100,222,0,1812,78,4
4600840,18,18,4678,958,40,127,0,791,24,5
4600850,63,63,20217,5915,545,460,0,4910,329,30
4600865,36,36,10067,2824,117,293,0,2414,74,7
4600880,88,88,28143,6772,685,544,0,5543,451,34
4800001,494,493,158474,21114,2508,2830,0,15776,1678,236
4800002,64,64,21600,1532,201,336,0,995,117,23
4800004,84,84,27343,3542,319,681,0,2542,261,32
4800005,74,74,23960,1781,137,405,0,1239,173,27
4800006,27,27,8988,854,52,118,0,684,54,12
4800007,103,103,32543,3360,312,511,0,2537,258,38
4800008,35,35,11169,1033,81,130,0,822,67,15
4800009,51,51,16449,1860,237,480,0,1143,141,25
4800010,419,418,143165,13674,1285,2368,0,10021,907,172
4800011,188,187,63035,2804,177,870,0,1757,193,58
4800012,16,16,5137,500,31,55,0,414,25,6
4800013,120,120,37031,6261,497,775,0,4989,355,58
4800016,387,383,129879,4367,425,1480,0,2462,240,91
4800018,30,30,9448,1577,163,234,0,1180,71,17
4800020,63,63,20650,3030,305,387,0,2338,184,112
5000001,88,88,27944,4095,223,727,0,3145,425,147
5000070,19,19,5403,245,5,116,0,124,16,7
5000073,1,1,267,4,1,0,0,3,1,1
5000078,1,1,213,8,0,0,0,8,0,0
5000083,1,1,236,0,0,0,0,0,0,0
5000087,4,4,633,48,0,7,0,41,5,1
5000090,5,5,1300,52,1,14,0,37,5,0
5000092,3,3,933,27,1,6,0,20,1,2
5200001,1236,1236,405921,115597,9025,4711,0,101861,6206,513
5200005,233,233,77155,23981,2662,1366,0,19953,1579,93
5200006,19,19,5718,1123,98,150,0,875,67,4
5200008,20,20,6197,1614,113,212,0,1289,67,10
5200010,41,41,13351,4090,431,342,0,3317,289,128
5200015,18,18,5761,1610,87,96,0,1427,49,2
5200020,64,64,19538,5287,434,360,0,4493,302,15
5200025,8,8,1557,425,28,40,0,357,8,0
5200027,21,21,6372,774,59,102,0,613,67,5
5200028,13,13,3826,1407,49,119,0,1239,35,0
5200030,33,33,10072,1595,132,141,0,1322,71,8
5200035,177,177,60416,11040,939,781,0,9320,760,77
5200040,42,42,13621,4478,349,275,0,3854,232,20
5200041,37,37,11689,1160,99,255,0,806,99,9
5200042,28,28,8982,1528,103,158,0,1267,51,6
5200043,174,174,56342,12839,1923,1488,0,9428,1067,133
5200044,29,29,9425,1168,109,199,0,860,86,5
5200045,84,84,26399,4194,266,301,0,3627,234,20
5200046,24,24,6173,872,85,306,0,481,51,8
5200047,23,23,7480,972,65,201,0,706,60,7
5200048,25,25,7445,1319,85,206,0,1028,70,4
5200049,31,31,9675,1263,111,195,0,957,70,8
5200050,54,54,17832,4604,322,244,0,4038,204,12
5200055,31,31,9788,1558,149,185,0,1224,83,3
5200058,22,22,6428,1173,56,104,0,1013,42,43
5200059,7,7,1421,205,4,11,0,190,9,1
5200060,62,62,19048,4146,379,327,0,3440,245,17
5200074,23,23,7411,274,52,57,0,165,26,3
5200080,48,48,14544,2251,177,339,0,1735,175,11
5400001,156,150,48750,8377,720,966,0,6691,717,53
5400003,24,24,7409,933,77,181,0,675,109,11
5400007,33,33,10241,1481,105,209,0,1167,129,8
5400012,15,15,3747,241,11,55,0,175,39,6
5600001,151,151,49218,7252,325,1003,0,5924,620,50
5600004,15,15,4849,637,11,74,0,552,42,8
6000001,142,142,45321,6713,347,863,0,5503,749,44
6000007,17,17,5199,374,18,110,0,246,24,4
6000010,3,3,770,51,0,18,0,33,2,3
6000013,4,4,1159,21,2,6,0,13,1,0
6000016,4,4,1332,77,2,29,0,46,7,1
6000017,1,1,76,29,5,15,0,9,0,0
6000019,3,3,553,11,0,3,0,8,3,0
6000021,2,2,592,9,0,6,0,3,0,0
6000022,6,6,1602,86,1,24,0,61,11,1
6000030,1,1,292,5,0,1,0,4,0,0
6000040,2,2,544,15,0,2,0,13,0,2
6400001,141,141,43210,6708,649,756,0,5303,456,52
6400002,167,167,53617,5534,655,977,0,3902,513,44
6400004,53,53,16164,836,53,140,0,643,69,9
6400007,15,15,4806,780,65,151,0,564,38,4
6400013,16,16,4942,774,50,131,0,593,37,5
6400016,21,21,6857,501,30,69,0,402,27,1
6400018,52,52,15965,546,36,120,0,390,51,6
6400019,35,35,11479,1514,122,222,0,1170,97,6
6400023,101,101,32110,2084,256,409,0,1419,165,27
6400025,45,45,13086,618,56,130,0,432,52,3
6400026,35,35,10874,742,91,177,0,474,59,5
6400028,99,99,30555,1496,239,303,0,954,107,14
6400030,66,66,21155,2439,289,382,0,1768,224,18
6800001,67,67,20009,2729,100,591,0,2038,245,31
6800004,6,6,1774,116,6,25,0,85,12,3
6800010,2,2,183,74,0,11,0,63,10,5
6800013,6,6,1258,71,3,31,0,37,3,2
6800017,6,6,1876,65,2,6,0,57,8,0
6800022,4,4,1062,48,1,8,0,39,5,1
7200001,69,69,21526,3252,208,486,0,2558,318,36
7200002,13,13,3503,606,24,99,0,483,26,6
7200006,93,91,25597,1648,92,596,0,960,116,21
7200008,28,28,7578,1004,44,107,0,853,30,6
8800115,8,8,63,10,0,0,0,10,1,0
8800120,40,40,17593,3146,129,65,0,2952,434,13
8800130,7,7,21,3,0,0,0,3,0,0
8800135,7,7,32,9,2,0,0,7,2,0
8800140,10,10,2619,202,21,1,0,180,4,1
8800155,41,41,19154,1903,149,68,0,1686,188,9
8800160,15,15,6172,572,82,30,0,460,22,6
8800165,71,71,25693,5063,292,100,0,4671,496,15
8800170,11,11,2346,428,20,15,0,393,66,2
8800190,14,14,4435,647,27,9,0,611,90,5
8800215,10,10,1640,239,18,2,0,219,14,4
8800220,49,49,7551,940,48,22,0,870,120,0
8800250,209,209,63810,12188,961,144,0,11083,804,33
8800275,7,7,373,77,3,1,0,73,5,0
8800285,26,26,11148,1801,104,37,0,1660,82,12
8800290,8,8,760,38,0,4,0,34,4,1
8800305,121,121,38536,3156,266,80,0,2810,209,23
8800315,28,28,1071,190,10,3,0,177,20,0
8800325,8,8,921,178,4,6,0,168,25,0
8800330,106,106,41753,2514,174,98,0,2242,130,21
8800335,8,8,294,53,0,3,0,50,4,0
8800340,9,9,746,200,8,3,0,189,14,0
8800350,13,13,4000,565,41,5,0,519,26,1
8800355,574,570,255821,21928,1801,758,0,19369,1661,154
8800360,841,812,405325,56891,6099,1148,0,49644,1715,181
8800370,7,7,171,29,0,0,0,29,9,0
8800375,7,7,502,84,3,0,0,81,21,0
8800380,108,108,23436,3762,216,133,0,3413,488,27
8800410,9,9,2045,503,25,2,0,476,17,1
8800430,7,7,25,9,0,0,0,9,0,0
8800435,21,21,5707,854,34,27,0,793,103,3
8800440,8,8,737,112,1,0,0,111,7,0
8800445,7,7,363,88,5,0,0,83,14,0
8800455,7,7,82,10,0,0,0,10,0,0
8800460,7,7,96,12,0,0,0,12,3,0
8800465,71,71,21350,2898,209,64,0,2625,241,14
8800470,8,8,736,204,10,2,0,192,24,0
8800490,10,10,2065,0,0,0,0,0,0,0
8800495,42,42,16830,2122,136,45,0,1941,190,9
8800500,8,8,300,34,3,4,0,27,1,0
8800505,16,16,1329,109,15,0,0,94,12,1
8800515,7,7,103,33,0,0,0,33,6,0
8800535,9,9,1431,25,0,0,0,25,0,0
8800560,7,7,153,44,1,0,0,43,5,0
8800580,7,7,63,11,0,0,0,11,2,0
8800590,83,83,18263,3902,181,36,0,3685,234,8
8800620,7,7,274,35,2,1,0,32,1,0
8800625,10,10,1952,358,28,7,0,323,31,4
8800635,8,8,1019,129,3,1,0,125,16,0
8800655,72,72,26585,3198,200,104,0,2894,115,10
8800665,7,7,673,108,8,6,0,94,1,1
8800670,25,25,8439,1123,55,14,0,1054,63,5
8800675,0,0,0,0,0,0,0,0,0,0
8800680,13,13,4071,770,41,22,0,707,72,7
8800683,10,10,2109,307,24,5,0,278,15,1
8800685,12,12,3563,708,34,6,0,668,29,1
8800688,7,7,328,97,2,0,0,95,3,0
8800690,7,7,73,13,0,1,0,12,1,0
8800700,8,8,806,38,1,1,0,36,6,0
8800745,8,8,215,48,3,0,0,45,6,0
8800755,24,24,3479,343,16,15,0,312,57,2
8800760,19,19,8103,1129,101,21,0,1007,129,5
8800765,7,7,153,70,1,0,0,69,2,0
8800770,14,14,403,80,2,2,0,76,10,0
8800785,9,9,281,53,0,0,0,53,2,0
8800805,8,8,1316,160,2,7,0,151,14,1
8800815,349,349,177035,2656,96,231,0,2329,127,42
