mpio_reg_code_7,votantes,votos_validos,votos_blanco,votos_nulos,votos_no_marcados,mesas_total,mesas_escrutadas,indig_0006,indig_0011,indig_0188,indig_0234,indig_0237,indig_0252,indig_0285,indig_0300,indig_0306,indig_0347
2300139,2277,1401,245,337,539,525,503,47,909,95,24,3,6,39,19,8,6
2300142,4239,3896,148,185,158,120,120,0,0,0,0,0,0,0,0,0,0
2300145,325,307,7,12,6,30,30,0,0,0,0,0,0,0,0,0,0
2400001,1691,898,528,392,401,1378,1377,29,85,98,14,3,8,99,14,17,3
2400008,6,3,0,1,2,35,35,0,0,0,0,0,0,0,0,0,0
2400013,57,18,18,29,10,20,20,0,0,0,0,0,0,0,0,0,0
2400021,48,21,8,4,23,72,72,0,0,0,0,0,0,0,0,0,0
2400025,738,410,239,164,164,547,547,0,0,0,0,0,0,0,0,0,0
2400029,258,213,17,22,23,34,34,0,0,0,0,0,0,0,0,0,0
2400038,21,1,0,6,14,22,22,0,0,0,0,0,0,0,0,0,0
2400046,110,37,18,25,48,98,98,0,0,0,0,0,0,0,0,0,0
2400054,101,84,7,7,10,51,51,0,0,0,0,0,0,0,0,0,0
2400062,1617,1364,27,96,157,41,41,0,0,0,0,0,0,0,0,0,0
2400070,1358,1066,22,81,211,38,38,0,0,0,0,0,0,0,0,0,0
2400078,1611,1438,27,103,70,68,68,0,0,0,0,0,0,0,0,0,0
2400086,448,200,150,123,125,199,199,0,0,0,0,0,0,0,0,0,0
2400094,11,7,3,0,4,39,39,0,0,0,0,0,0,0,0,0,0
2500001,1542,642,490,573,327,1995,1985,36,39,22,3,4,3,22,7,12,4
2500004,48,14,12,17,17,89,89,0,0,0,0,0,0,0,0,0,0
2500007,21,1,1,8,12,26,26,0,0,0,0,0,0,0,0,0,0
2500010,0,0,0,0,0,29,29,0,0,0,0,0,0,0,0,0,0
2500013,0,0,0,0,0,15,15,0,0,0,0,0,0,0,0,0,0
2500016,28,2,2,6,20,9,9,0,0,0,0,0,0,0,0,0,0
2500019,18,0,0,10,8,27,27,0,0,0,0,0,0,0,0,0,0
2500022,48,26,3,13,9,57,57,0,0,0,0,0,0,0,0,0,0
2500025,1,1,0,0,0,23,23,0,0,0,0,0,0,0,0,0,0
2500028,39,30,23,5,4,50,50,0,0,0,0,0,0,0,0,0,0
2500031,13,7,6,5,1,32,32,0,0,0,0,0,0,0,0,0,0
2500034,0,0,0,0,0,23,23,0,0,0,0,0,0,0,0,0,0
2500036,41,12,5,7,22,54,54,0,0,0,0,0,0,0,0,0,0
2500037,76,49,6,14,13,46,46,0,0,0,0,0,0,0,0,0,0
2500038,121,27,20,46,48,79,77,0,0,0,0,0,0,6,0,1,0
2500040,0,0,0,0,0,19,19,0,0,0,0,0,0,0,0,0,0
2500043,12,3,3,3,6,27,27,0,0,0,0,0,0,0,0,0,0
2500046,0,0,0,0,0,17,17,0,0,0,0,0,0,0,0,0,0
2500049,20,3,2,7,10,19,19,0,0,0,0,0,0,0,0,0,0
2500051,1,1,0,0,0,35,35,0,0,0,0,0,0,0,0,0,0
2500052,55,3,3,25,27,23,23,0,0,0,0,0,0,0,0,0,0
2500054,588,516,64,59,13,259,259,0,0,0,0,0,0,0,0,0,0
2500055,0,0,0,0,0,12,12,0,0,0,0,0,0,0,0,0,0
2500058,0,0,0,0,0,11,11,0,0,0,0,0,0,0,0,0,0
2500061,267,77,66,89,101,285,285,0,0,0,0,0,0,0,0,0,0
2500064,133,88,39,28,17,155,155,0,0,0,0,0,0,0,0,0,0
2500067,0,0,0,0,0,14,14,0,0,0,0,0,0,0,0,0,0
2500069,27,3,3,12,12,64,64,0,0,0,0,0,0,0,0,0,0
2500070,29,1,1,14,14,32,32,0,0,0,0,0,0,0,0,0,0
2500073,6,2,1,2,2,34,34,0,0,0,0,0,0,0,0,0,0
2500076,6,1,1,4,1,33,33,0,0,0,0,0,0,0,0,0,0
2500079,41,8,8,25,8,32,31,0,0,0,0,0,0,0,0,0,0
2500082,0,0,0,0,0,17,17,0,0,0,0,0,0,0,0,0,0
2500085,13,11,10,1,1,75,75,0,0,0,0,0,0,0,0,0,0
2500088,25,3,3,20,2,16,16,0,0,0,0,0,0,0,0,0,0
2500091,240,91,33,31,118,40,40,0,0,0,0,0,0,0,0,0,0
2500093,214,85,38,44,85,144,144,0,0,0,0,0,0,0,0,0,0
2500094,61,40,10,9,12,45,45,0,0,0,0,0,0,0,0,0,0
2500097,0,0,0,0,0,14,14,0,0,0,0,0,0,0,0,0,0
2500100,157,63,40,65,29,336,336,0,0,0,0,0,0,0,0,0,0
2600001,1167,725,467,238,204,845,845,0,0,0,0,0,0,0,0,0,0
2600005,35,16,10,10,9,9,9,0,0,0,0,0,0,0,0,0,0
2600010,149,94,34,21,34,191,191,0,0,0,0,0,0,0,0,0,0
2600020,77,31,27,22,24,79,79,0,0,0,0,0,0,0,0,0,0
2600025,28,19,0,1,8,17,17,0,0,0,0,0,0,0,0,0,0
2600030,39,21,17,9,9,35,35,0,0,0,0,0,0,0,0,0,0
2600040,23,7,1,5,11,24,24,0,0,0,0,0,0,0,0,0,0
2600050,86,47,26,21,18,94,94,0,0,0,0,0,0,0,0,0,0
2600060,188,91,24,39,58,110,110,0,0,0,0,0,0,0,0,0,0
2600070,31,28,0,0,3,19,19,0,0,0,0,0,0,0,0,0,0
2600080,65,19,14,18,28,91,91,0,0,0,0,0,0,0,0,0,0
2600090,24,3,1,7,14,21,21,0,0,0,0,0,0,0,0,0,0
2700001,1493,1083,489,249,161,1621,1621,0,0,0,0,0,0,0,0,0,0
2700004,0,0,0,0,0,5,5,0,0,0,0,0,0,0,0,0,0
2700007,1,1,1,0,0,15,15,0,0,0,0,0,0,0,0,0,0
2700010,35,6,6,13,16,22,22,0,0,0,0,0,0,0,0,0,0
2700013,63,22,15,22,19,86,86,0,0,0,0,0,0,0,0,0,0
2700016,3,3,0,0,0,24,24,0,0,0,0,0,0,0,0,0,0
2700019,1330,880,389,257,193,595,595,0,0,0,0,0,0,0,0,0,0
2700022,9,3,3,5,1,16,16,0,0,0,0,0,0,0,0,0,0
2700025,5,1,0,0,4,35,35,0,0,0,0,0,0,0,0,0,0
2700028,0,0,0,0,0,6,6,0,0,0,0,0,0,0,0,0,0
2700031,6,6,0,0,0,6,6,0,0,0,0,0,0,0,0,0,0
2700034,0,0,0,0,0,16,16,0,0,0,0,0,0,0,0,0,0
2700037,16,5,0,4,7,16,16,0,0,0,0,0,0,0,0,0,0
2700040,0,0,0,0,0,11,11,0,0,0,0,0,0,0,0,0,0
2700043,37,34,0,1,2,20,20,0,0,0,0,0,0,0,0,0,0
2700045,108,34,20,31,43,98,98,0,0,0,0,0,0,0,0,0,0
2700046,11,9,0,1,1,20,20,0,0,0,0,0,0,0,0,0,0
2700049,0,0,0,0,0,10,10,0,0,0,0,0,0,0,0,0,0
2700052,0,0,0,0,0,10,10,0,0,0,0,0,0,0,0,0,0
2700055,1,1,0,0,0,14,14,0,0,0,0,0,0,0,0,0,0
2700058,10,10,1,0,0,36,36,0,0,0,0,0,0,0,0,0,0
2700061,3,3,0,0,0,34,34,0,0,0,0,0,0,0,0,0,0
2700064,7,1,1,2,4,13,12,0,0,0,0,0,0,0,0,0,0
2700067,9,9,0,0,0,9,9,0,0,0,0,0,0,0,0,0,0
2700070,21,1,1,11,9,14,14,0,0,0,0,0,0,0,0,0,0
2700071,12,6,5,2,4,44,44,0,0,0,0,0,0,0,0,0,0
2700073,1,1,0,0,0,6,6,0,0,0,0,0,0,0,0,0,0
2700074,1,1,0,0,0,46,46,0,0,0,0,0,0,0,0,0,0
2700075,29,7,0,4,18,17,17,0,0,0,0,0,0,0,0,0,0
2700076,0,0,0,0,0,8,8,0,0,0,0,0,0,0,0,0,0
2700079,0,0,0,0,0,16,16,0,0,0,0,0,0,0,0,0,0
2700080,0,0,0,0,0,22,22,0,0,0,0,0,0,0,0,0,0
2700082,692,510,227,114,68,682,682,0,0,0,0,0,0,0,0,0,0
2700085,12,11,2,1,0,14,14,0,0,0,0,0,0,0,0,0,0
2700088,6,3,3,2,1,13,13,0,0,0,0,0,0,0,0,0,0
2700091,550,370,195,107,73,416,416,0,0,0,0,0,0,0,0,0,0
2700094,6,4,1,1,1,23,23,0,0,0,0,0,0,0,0,0,0
2700097,4,4,0,0,0,16,16,0,0,0,0,0,0,0,0,0,0
2700100,0,0,0,0,0,7,7,0,0,0,0,0,0,0,0,0,0
2700103,7,1,1,2,4,15,15,0,0,0,0,0,0,0,0,0,0
2700106,0,0,0,0,0,14,14,0,0,0,0,0,0,0,0,0,0
2700109,1,1,0,0,0,8,8,0,0,0,0,0,0,0,0,0,0
2700112,0,0,0,0,0,12,12,0,0,0,0,0,0,0,0,0,0
2700115,0,0,0,0,0,6,6,0,0,0,0,0,0,0,0,0,0
2700118,0,0,0,0,0,14,14,0,0,0,0,0,0,0,0,0,0
2700119,9,7,6,0,2,19,19,0,0,0,0,0,0,0,0,0,0
2700120,0,0,0,0,0,36,36,0,0,0,0,0,0,0,0,0,0
2700121,136,94,34,23,19,117,117,0,0,0,0,0,0,0,0,0,0
2700124,58,16,12,15,27,34,34,0,0,0,0,0,0,0,0,0,0
2700127,0,0,0,0,0,8,8,0,0,0,0,0,0,0,0,0,0
2700130,15,15,2,0,0,56,56,0,0,0,0,0,0,0,0,0,0
2700133,8,3,0,0,5,18,18,0,0,0,0,0,0,0,0,0,0
2700136,28,1,1,15,12,29,29,0,0,0,0,0,0,0,0,0,0
2700139,16,0,0,4,12,17,17,0,0,0,0,0,0,0,0,0,0
2700142,0,0,0,0,0,13,13,0,0,0,0,0,0,0,0,0,0
2700145,14,8,3,2,4,33,33,0,0,0,0,0,0,0,0,0,0
2700148,0,0,0,0,0,14,14,0,0,0,0,0,0,0,0,0,0
2700151,1,1,0,0,0,6,6,0,0,0,0,0,0,0,0,0,0
2700154,9,8,7,1,0,8,8,0,0,0,0,0,0,0,0,0,0
2700157,14,2,1,6,6,13,13,0,0,0,0,0,0,0,0,0,0
2700160,580,343,254,113,124,414,413,54,12,6,3,1,2,9,0,1,1
2700163,27,10,9,5,12,12,12,0,0,0,0,0,0,0,0,0,0
2700166,28,5,5,16,7,46,46,0,0,0,0,0,0,0,0,0,0
2700167,0,0,0,0,0,22,22,0,0,0,0,0,0,0,0,0,0
2700169,113,21,19,33,59,85,85,0,0,0,0,0,0,0,0,0,0
2700172,64,48,8,10,6,86,86,0,0,0,0,0,0,0,0,0,0
2700174,57,20,18,24,13,78,78,0,0,0,0,0,0,0,0,0,0
2700175,6,2,1,3,1,27,27,0,0,0,0,0,0,0,0,0,0
2700178,0,0,0,0,0,10,10,0,0,0,0,0,0,0,0,0,0
2700181,56,40,28,12,4,153,153,0,0,0,0,0,0,0,0,0,0
2700184,0,0,0,0,0,7,7,0,0,0,0,0,0,0,0,0,0
2700187,9,2,2,6,1,17,17,0,0,0,0,0,0,0,0,0,0
2700190,0,0,0,0,0,11,11,0,0,0,0,0,0,0,0,0,0
2700193,42,8,5,16,18,82,82,0,0,0,0,0,0,0,0,0,0
2700194,1,1,0,0,0,12,12,0,0,0,0,0,0,0,0,0,0
2700195,1,1,0,0,0,9,9,0,0,0,0,0,0,0,0,0,0
2700196,2,2,0,0,0,23,23,0,0,0,0,0,0,0,0,0,0
2700199,120,87,5,11,22,79,79,0,0,0,0,0,0,0,0,0,0
2700202,11,4,4,1,6,28,28,0,0,0,0,0,0,0,0,0,0
2700205,0,0,0,0,0,23,23,0,0,0,0,0,0,0,0,0,0
2700208,3,3,0,0,0,14,14,0,0,0,0,0,0,0,0,0,0
2700211,3,3,0,0,0,19,19,0,0,0,0,0,0,0,0,0,0
2700217,0,0,0,0,0,17,17,0,0,0,0,0,0,0,0,0,0
2700219,1,1,0,0,0,5,5,0,0,0,0,0,0,0,0,0,0
2700220,46,30,16,12,4,54,54,0,0,0,0,0,0,0,0,0,0
2700221,0,0,0,0,0,23,23,0,0,0,0,0,0,0,0,0,0
2700223,15,4,3,5,6,26,26,0,0,0,0,0,0,0,0,0,0
2800001,1084,546,301,289,249,665,663,22,106,27,6,20,1,29,18,9,7
2800010,21,0,0,18,3,33,31,0,0,0,0,0,0,0,0,0,0
2800020,37,11,4,19,7,37,37,0,0,0,0,0,0,0,0,0,0
2800030,13,0,0,7,6,28,28,0,0,0,0,0,0,0,0,0,0
2800040,198,56,30,93,49,161,160,2,17,2,0,0,0,2,1,2,0
2800041,83,42,12,23,18,47,47,0,0,0,0,0,0,0,0,0,0
2800042,26,8,7,16,2,37,37,0,0,0,0,0,0,0,0,0,0
2800045,0,0,0,0,0,17,17,0,0,0,0,0,0,0,0,0,0
2800048,69,21,5,23,25,59,59,0,0,0,0,0,0,0,0,0,0
2800049,53,3,3,43,7,53,53,0,0,0,0,0,0,0,0,0,0
2800050,35,8,4,17,10,35,35,0,0,0,0,0,0,0,0,0,0
2800055,42,12,6,19,11,63,63,0,0,0,0,0,0,0,0,0,0
2800060,62,14,10,41,7,102,96,1,3,0,0,0,0,0,0,0,0
2800080,14,10,5,2,2,52,52,0,0,0,0,0,0,0,0,0,0
2800100,335,248,14,67,20,76,76,0,0,0,0,0,0,0,0,0,0
2800120,105,7,3,58,40,41,40,0,4,0,0,0,0,0,0,0,0
2800160,314,175,49,69,70,118,115,0,100,6,0,1,0,10,4,4,1
2800180,21,9,1,10,2,74,73,3,5,0,0,0,0,0,0,0,0
2800190,15,7,4,2,6,40,40,0,0,0,0,0,0,0,0,0,0
2800200,144,65,9,52,27,153,148,1,49,5,1,0,0,0,0,0,0
2800220,285,54,31,122,109,158,157,2,14,4,0,1,0,0,2,0,0
2800240,38,8,3,21,9,55,54,0,3,1,0,0,0,1,0,0,0
2800260,88,22,14,55,11,90,90,0,0,0,0,0,0,0,0,0,0
2800280,102,10,9,61,31,79,79,0,0,0,0,0,0,0,0,0,0
2800300,144,38,11,79,27,84,84,0,0,0,0,0,0,0,0,0,0
2800320,132,58,27,44,30,68,63,1,22,0,2,0,0,5,0,0,1
2900001,1793,1222,637,311,260,1425,1424,211,138,71,16,12,10,80,20,21,6
2900004,47,13,13,15,19,16,16,0,0,0,0,0,0,0,0,0,0
2900007,32,3,3,6,23,30,30,0,0,0,0,0,0,0,0,0,0
2900010,57,5,5,27,25,24,24,0,0,0,0,0,0,0,0,0,0
2900013,50,4,3,17,29,28,28,0,0,0,0,0,0,0,0,0,0
2900016,46,19,14,16,11,35,35,0,0,0,0,0,0,0,0,0,0
2900019,44,32,12,3,9,56,56,0,0,0,0,0,0,0,0,0,0
2900022,56,22,12,10,24,56,56,0,0,0,0,0,0,0,0,0,0
2900025,40,16,8,9,15,34,34,0,0,0,0,0,0,0,0,0,0
2900028,15,2,2,5,8,19,19,0,0,0,0,0,0,0,0,0,0
2900031,13,4,1,3,6,28,28,0,0,0,0,0,0,0,0,0,0
2900034,236,101,13,54,81,60,60,0,0,0,0,0,0,0,0,0,0
2900037,2,1,0,1,0,25,25,0,0,0,0,0,0,0,0,0,0
2900040,222,134,70,41,47,127,127,0,0,0,0,0,0,0,0,0,0
2900043,0,0,0,0,0,25,25,0,0,0,0,0,0,0,0,0,0
2900046,416,195,142,121,100,190,189,6,12,26,0,0,0,5,1,1,2
2900049,14,0,0,14,0,21,21,0,0,0,0,0,0,0,0,0,0
2900052,62,17,7,29,16,61,61,0,0,0,0,0,0,0,0,0,0
2900055,109,34,31,25,50,94,94,0,0,0,0,0,0,0,0,0,0
2900058,60,9,5,11,40,85,85,0,0,0,0,0,0,0,0,0,0
2900061,16,0,0,8,8,21,21,0,0,0,0,0,0,0,0,0,0
2900064,45,3,0,28,14,63,63,0,0,0,0,0,0,0,0,0,0
2900067,12,6,0,1,5,30,30,0,0,0,0,0,0,0,0,0,0
2900070,39,17,16,13,9,50,50,0,0,0,0,0,0,0,0,0,0
2900073,112,36,21,37,39,100,100,0,0,0,0,0,0,0,0,0,0
2900076,62,29,19,12,21,96,96,0,0,0,0,0,0,0,0,0,0
2900079,104,44,34,22,38,104,104,0,0,0,0,0,0,0,0,0,0
2900080,10,3,3,4,3,13,13,0,0,0,0,0,0,0,0,0,0
2900082,94,67,11,10,17,49,49,0,0,0,0,0,0,0,0,0,0
2900085,738,550,31,67,121,80,80,0,0,0,0,0,0,0,0,0,0
2900087,8,0,0,8,0,27,27,0,0,0,0,0,0,0,0,0,0
2900088,9,1,1,0,8,19,19,0,0,0,0,0,0,0,0,0,0
2900089,876,711,22,41,124,78,78,0,0,0,0,0,0,0,0,0,0
2900091,113,107,10,4,2,27,27,0,0,0,0,0,0,0,0,0,0
2900094,100,51,23,25,24,65,65,0,0,0,0,0,0,0,0,0,0
2900097,188,137,13,15,36,61,61,0,0,0,0,0,0,0,0,0,0
2900100,1,1,0,0,0,15,15,0,0,0,0,0,0,0,0,0,0
2900103,55,13,13,18,24,73,73,0,0,0,0,0,0,0,0,0,0
2900105,38,28,10,8,2,41,41,0,0,0,0,0,0,0,0,0,0
2900106,199,135,16,26,38,34,34,0,0,0,0,0,0,0,0,0,0
2900109,29,6,4,12,11,42,42,0,0,0,0,0,0,0,0,0,0
2900112,7,3,3,2,2,25,25,0,0,0,0,0,0,0,0,0,0
2900115,10,4,3,2,4,18,18,0,0,0,0,0,0,0,0,0,0
2900118,0,0,0,0,0,16,16,0,0,0,0,0,0,0,0,0,0
2900121,21,5,4,13,3,41,41,0,0,0,0,0,0,0,0,0,0
2900124,13,6,6,2,5,26,26,0,0,0,0,0,0,0,0,0,0
2900127,2,1,1,1,0,18,18,0,0,0,0,0,0,0,0,0,0
3100001,6208,3922,2199,1223,1063,5443,5434,285,380,411,71,25,43,252,95,101,60
3100004,94,60,23,23,11,40,40,0,0,0,0,0,0,0,0,0,0
3100007,86,54,26,23,9,62,62,0,0,0,0,0,0,0,0,0,0
3100010,76,35,18,17,24,67,67,0,0,0,0,0,0,0,0,0,0
3100013,168,137,3,21,10,21,21,0,0,0,0,0,0,0,0,0,0
3100016,268,221,6,24,23,47,47,0,0,0,0,0,0,0,0,0,0
3100019,3402,1629,370,938,835,730,723,716,449,36,5,2,0,17,14,14,6
3100022,317,184,139,74,59,354,354,0,0,0,0,0,0,0,0,0,0
3100025,77,53,6,9,15,70,70,0,0,0,0,0,0,0,0,0,0
3100028,97,23,14,34,40,91,91,0,0,0,0,0,0,0,0,0,0
3100031,851,495,129,202,154,246,245,314,22,10,0,1,0,9,1,8,1
3100034,484,217,141,130,137,373,373,0,0,0,0,0,0,0,0,0,0
3100037,252,173,18,21,58,123,123,0,0,0,0,0,0,0,0,0,0
3100040,58,41,9,6,11,56,56,0,0,0,0,0,0,0,0,0,0
3100043,23,21,1,2,0,33,33,0,0,0,0,0,0,0,0,0,0
3100046,1,1,0,0,0,25,25,0,0,0,0,0,0,0,0,0,0
3100049,415,161,100,138,116,175,175,0,0,0,0,0,0,0,0,0,0
3100052,484,412,19,46,26,39,39,0,0,0,0,0,0,0,0,0,0
3100055,1754,1454,138,160,140,169,169,0,0,0,0,0,0,0,0,0,0
3100058,87,49,25,15,23,60,60,0,0,0,0,0,0,0,0,0,0
3100061,137,42,23,49,46,94,94,0,0,0,0,0,0,0,0,0,0
3100064,1101,713,311,201,187,381,381,0,0,0,0,0,0,0,0,0,0
3100067,66,27,7,19,20,47,47,0,0,0,0,0,0,0,0,0,0
3100070,119,26,23,47,46,93,93,0,0,0,0,0,0,0,0,0,0
3100073,45,5,3,18,22,37,37,0,0,0,0,0,0,0,0,0,0
3100076,123,43,11,42,38,37,37,0,0,0,0,0,0,0,0,0,0
3100079,1259,721,362,271,267,885,885,0,0,0,0,0,0,0,0,0,0
3100082,410,247,75,83,80,138,138,0,0,0,0,0,0,0,0,0,0
3100085,56,40,8,7,9,55,55,0,0,0,0,0,0,0,0,0,0
3100088,49,6,6,16,27,50,50,0,0,0,0,0,0,0,0,0,0
3100091,99,55,39,26,18,109,109,0,0,0,0,0,0,0,0,0,0
3100094,73,43,11,19,11,54,54,0,0,0,0,0,0,0,0,0,0
3100097,187,136,12,17,34,120,120,0,0,0,0,0,0,0,0,0,0
3100100,19,2,2,4,13,46,46,0,0,0,0,0,0,0,0,0,0
3100103,189,166,5,15,8,58,58,0,0,0,0,0,0,0,0,0,0
3100106,601,397,133,121,83,534,534,0,0,0,0,0,0,0,0,0,0
3100109,40,1,0,30,9,19,19,0,0,0,0,0,0,0,0,0,0
3100112,11,5,3,2,4,33,33,0,0,0,0,0,0,0,0,0,0
3100115,110,101,3,3,6,38,38,0,0,0,0,0,0,0,0,0,0
3100118,34,24,9,8,2,52,52,0,0,0,0,0,0,0,0,0,0
3100121,1505,1127,196,191,187,343,343,0,0,0,0,0,0,0,0,0,0
3100124,209,106,50,57,46,124,124,0,0,0,0,0,0,0,0,0,0
4000001,292,149,96,73,70,260,260,0,0,0,0,0,0,0,0,0,0
4000005,301,192,49,22,87,127,127,0,0,0,0,0,0,0,0,0,0
4000010,317,134,80,61,122,115,115,0,0,0,0,0,0,0,0,0,0
4000015,24,19,0,0,5,12,12,0,0,0,0,0,0,0,0,0,0
4000017,133,69,14,13,51,44,44,0,0,0,0,0,0,0,0,0,0
4000020,0,0,0,0,0,13,13,0,0,0,0,0,0,0,0,0,0
4000025,348,241,41,43,64,128,128,0,0,0,0,0,0,0,0,0,0
4400001,706,515,193,72,119,420,420,0,0,0,0,0,0,0,0,0,0
4400002,6,6,0,0,0,14,14,0,0,0,0,0,0,0,0,0,0
4400003,151,101,58,13,37,73,73,0,0,0,0,0,0,0,0,0,0
4400004,7,6,2,0,1,27,27,0,0,0,0,0,0,0,0,0,0
4400005,31,18,17,3,10,52,52,0,0,0,0,0,0,0,0,0,0
4400006,43,18,14,9,16,36,36,0,0,0,0,0,0,0,0,0,0
4400007,53,8,7,18,27,40,40,0,0,0,0,0,0,0,0,0,0
4400009,156,101,24,12,43,63,63,0,0,0,0,0,0,0,0,0,0
4400010,336,201,89,49,86,133,133,0,0,0,0,0,0,0,0,0,0
4400012,11,6,1,5,0,25,25,0,0,0,0,0,0,0,0,0,0
4400016,45,22,13,5,18,24,24,0,0,0,0,0,0,0,0,0,0
4400017,19,7,7,7,5,15,15,0,0,0,0,0,0,0,0,0,0
4400020,48,10,6,7,31,35,35,0,0,0,0,0,0,0,0,0,0
4400022,157,96,16,6,55,32,32,0,0,0,0,0,0,0,0,0,0
4400024,45,14,14,11,20,20,20,0,0,0,0,0,0,0,0,0,0
4400040,7,4,0,1,2,19,19,0,0,0,0,0,0,0,0,0,0
4600001,430,287,186,77,66,424,424,0,0,0,0,0,0,0,0,0,0
4600040,127,85,34,25,17,94,94,0,0,0,0,0,0,0,0,0,0
4600120,0,0,0,0,0,6,6,0,0,0,0,0,0,0,0,0,0
4600320,220,183,6,20,17,34,34,0,0,0,0,0,0,0,0,0,0
4600480,3,3,0,0,0,4,4,0,0,0,0,0,0,0,0,0,0
4600520,30,28,6,1,1,42,42,0,0,0,0,0,0,0,0,0,0
4600540,39,21,17,8,10,41,41,0,0,0,0,0,0,0,0,0,0
4600560,5,1,0,0,4,27,27,0,0,0,0,0,0,0,0,0,0
4600640,331,274,30,19,38,31,31,0,0,0,0,0,0,0,0,0,0
4600680,249,154,34,45,50,90,90,0,0,0,0,0,0,0,0,0,0
4600700,12,3,3,7,2,27,27,0,0,0,0,0,0,0,0,0,0
4600760,0,0,0,0,0,5,5,0,0,0,0,0,0,0,0,0,0
4600800,3,3,0,0,0,10,10,0,0,0,0,0,0,0,0,0,0
4600815,150,131,1,14,5,6,6,0,0,0,0,0,0,0,0,0,0
4600830,57,47,2,3,7,24,24,0,0,0,0,0,0,0,0,0,0
4600840,13,1,0,0,12,18,18,0,0,0,0,0,0,0,0,0,0
4600850,55,45,20,6,4,63,63,0,0,0,0,0,0,0,0,0,0
4600865,45,31,24,8,6,36,36,0,0,0,0,0,0,0,0,0,0
4600880,56,41,24,13,2,88,88,0,0,0,0,0,0,0,0,0,0
4800001,10686,9407,670,590,689,494,494,0,0,0,0,0,0,0,0,0,0
4800002,5876,5428,114,238,210,64,64,0,0,0,0,0,0,0,0,0,0
4800004,846,541,52,188,117,84,83,23,423,19,2,0,1,14,4,3,0
4800005,2048,1860,51,79,109,74,73,7,1735,20,4,1,0,32,8,1,1
4800006,1752,1631,24,74,47,27,27,0,0,0,0,0,0,0,0,0,0
4800007,1443,1271,55,83,89,103,103,0,0,0,0,0,0,0,0,0,0
4800008,488,431,19,27,30,35,35,0,0,0,0,0,0,0,0,0,0
4800009,1375,1229,64,51,95,51,50,8,1101,20,1,2,0,22,5,2,4
4800010,7557,6353,547,475,729,419,417,136,5060,140,187,24,7,128,67,36,21
4800011,3871,2810,203,295,766,188,187,141,2168,81,12,5,5,116,60,11,8
4800012,77,47,6,19,11,16,15,0,37,3,0,0,0,0,0,1,0
4800013,991,837,74,98,56,120,119,5,708,4,8,1,0,27,1,6,3
4800016,21085,17459,565,1311,2315,387,383,1053,14406,404,22,25,24,655,238,37,30
4800018,445,396,20,37,12,30,30,0,0,0,0,0,0,0,0,0,0
4800020,393,249,41,85,59,63,63,0,0,0,0,0,0,0,0,0,0
5000001,703,448,116,16,239,88,88,0,0,0,0,0,0,0,0,0,0
5000070,396,282,37,13,101,19,18,31,121,17,2,1,5,60,6,2,0
5000073,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0
5000078,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0
5000083,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0
5000087,21,2,2,19,0,4,4,0,0,0,0,0,0,0,0,0,0
5000090,21,20,0,1,0,5,5,0,0,0,0,0,0,0,0,0,0
5000092,0,0,0,0,0,3,3,0,0,0,0,0,0,0,0,0,0
5200001,1535,1053,384,242,240,1236,1235,292,156,37,64,10,17,57,10,13,13
5200005,446,285,80,98,63,233,232,148,16,9,4,0,1,18,3,3,3
5200006,33,16,11,13,4,19,19,0,0,0,0,0,0,0,0,0,0
5200008,6,5,0,0,1,20,20,0,0,0,0,0,0,0,0,0,0
5200010,105,95,13,9,1,41,41,0,0,0,0,0,0,0,0,0,0
5200015,8,5,1,2,1,18,18,0,0,0,0,0,0,0,0,0,0
5200020,48,19,9,18,11,64,64,0,0,0,0,0,0,0,0,0,0
5200025,0,0,0,0,0,8,8,0,0,0,0,0,0,0,0,0,0
5200027,4,3,0,0,1,21,21,0,0,0,0,0,0,0,0,0,0
5200028,3,3,0,0,0,13,13,0,0,0,0,0,0,0,0,0,0
5200030,32,23,1,1,8,33,33,0,0,0,0,0,0,0,0,0,0
5200035,139,99,40,17,23,177,177,0,0,0,0,0,0,0,0,0,0
5200040,12,3,2,1,8,42,42,0,0,0,0,0,0,0,0,0,0
5200041,166,104,16,25,37,37,37,0,0,0,0,0,0,0,0,0,0
5200042,4,4,1,0,0,28,28,0,0,0,0,0,0,0,0,0,0
5200043,1329,1021,285,122,186,174,174,0,0,0,0,0,0,0,0,0,0
5200044,147,62,13,13,72,29,29,0,0,0,0,0,0,0,0,0,0
5200045,223,165,36,22,36,84,84,0,0,0,0,0,0,0,0,0,0
5200046,80,52,1,3,25,24,24,0,0,0,0,0,0,0,0,0,0
5200047,94,58,12,9,27,23,23,0,0,0,0,0,0,0,0,0,0
5200048,75,72,0,0,3,25,25,0,0,0,0,0,0,0,0,0,0
5200049,200,161,18,17,22,31,31,0,0,0,0,0,0,0,0,0,0
5200050,58,40,6,7,11,54,54,0,0,0,0,0,0,0,0,0,0
5200055,19,17,0,2,0,31,31,0,0,0,0,0,0,0,0,0,0
5200058,35,7,7,8,20,22,22,0,0,0,0,0,0,0,0,0,0
5200059,0,0,0,0,0,7,7,0,0,0,0,0,0,0,0,0,0
5200060,80,28,18,34,18,62,62,0,0,0,0,0,0,0,0,0,0
