party_code,candidate_code,candidate_name,votes
0002,000000,SOLO POR LA LISTA,216376
0002,000001,LIDIO ARTURO GARCIA TURBAY,175388
0002,000005,YESSID ENRIQUE PULGAR DAZA,146507
0002,000017,MARIA EUGENIA LOPERA MONSALVE,126934
0002,000004,ALIX YIRLEY VARGAS TORRADO,123731
0002,000006,GERSSON VARGAS VALDELEON,122361
0002,000012,CAMILO ANDRES TORRES VILLALBA,122025
0002,000099,LEONARDO DE JESUS GALLEGO ARROYAVE,115073
0002,000010,OSCAR HERNAN SANCHEZ LEON,105089
0002,000008,HECTOR OLIMPO ESPINOSA OLIVER,96310
0002,000002,FABIO RAUL AMIN SALEME,95082
0002,000011,SANTIAGO MONTOYA MONTOYA,88962
0002,000015,ALVARO HENRY MONEDERO RIVERA,88319
0002,000007,LAURA ESTER FORTICH SANCHEZ,84607
0002,000003,RICHARD ALFONSO AGUILAR VILLA,73867
0002,000020,ALEJANDRO CARLOS CHACON CAMARGO,72345
0002,000013,JAIME ENRIQUE DURAN BARRERA,69852
0002,000009,HORACIO JOSE SERPA MONCADA,65469
0002,000050,DIEGO PATIÑO AMARILES,63693
0002,000100,MARIA PAZ GAVIRIA MUÑOZ,56943
0002,000014,ALEJANDRO ALBERTO VEGA PEREZ,36555
0002,000022,JUAN CARLOS LOZADA VARGAS,34465
0002,000033,JELITZA FERNANDA RESTREPO AVILA,7761
0002,000055,CESAR AUGUSTO LOPEZ MORALES,4682
0002,000016,JUANITA DE LOS ANGELES ARIZA GUZMAN,4444
0002,000025,DANIEL GEOVANY NEIRA RIOS,3129
0002,000040,AURA VANESSA AGUILAR MORENO,2413
0002,000019,EUGENIA SERRANO PRADA,2335
0002,000027,EDUARDO JESUS SANCHEZ GIRALDO,2321
0002,000051,GLORIA ELENA MESA CEBALLOS,2290
0002,000024,CAMILO BORRERO MARTINEZ,2215
0002,000077,MARYOLISABIN ZAMBRANO CAMACHO,2120
0002,000090,ANA MARCELA LUCERO MOLINA,2118
0002,000018,ANA ISABEL URANGO SOTELO,2046
0002,000098,SEBASTIAN TRUJILLO OSORIO,1885
0002,000021,SANDRA MARTINEZ LEGUIZAMON,1821
0002,000026,JESSICA DAYAN SUAREZ RUBIANO,1806
0002,000054,EDGAR JOSE RUIZ DORANTES,1700
0002,000028,LEYDI MILENA JIMENEZ CARRILLO,1684
0002,000037,CRISTINA DEL ROSARIO CABRERA MENDEZ,1653
0002,000052,JOSE DOMINGO CASTILLO TORRES,1646
0002,000029,ERWIN JESUS LECHUGA HEREDIA,1644
0002,000097,JAMES STEVE CANIZALES SERRANO,1622
0002,000049,SANDRA MILENA GUTIERREZ PRADA,1504
0002,000041,LUZ ALBA DIOSA SILVA,1488
0002,000042,RODRIGO VARGAS VIVAS,1463
0002,000039,ANGIE MALLERLINE MEDINA ROJAS,1361
0002,000088,CARLOS ALBERTO CORREDOR ANGULO,1297
0002,000030,KELY JOHANA SERRANO DUARTE,1279
0002,000053,EDILMA CASTAÑEDA PINEDA,1278
0002,000072,EDITH ANDREA MARTINEZ TOVAR,1249
0002,000023,JOSE JAMES OSPINA MURILLO,1225
0002,000038,JENNY PAOLA GARCIA MACIAS,1165
0002,000044,DIANA VANESSA RINCON VERGEL,1155
0002,000068,DAYANA MARISTEL SERRANO TORRES,1130
0002,000061,JACQUELIN QUESADA MONTIEL,1019
0002,000066,BEATRIZ ELENA YEPES GOMEZ,961
0002,000057,RAMON RICARDO MARTINEZ MARTINEZ,952
0002,000069,EDILSA DEL SOCORRO TORRES OSORIO,911
0002,000096,VALENTINA CORREA RESTREPO,910
0002,000070,LUZ MARINA ROMERO MOTTA,907
0002,000062,ANA CECILIA VARGAS FORERO,886
0002,000091,ROSALBINA VALENCIA GRACIANO,848
0002,000043,GERMAN CASTRO VEGA,835
0002,000064,PLUBIO GUDBERTO NIÑO NIÑO,829
0002,000031,ANDRES CAMILO CASTRO MURCIA,785
0002,000089,BLANCA LUZ ESTRADA ALDANA,708
0002,000065,CARLOS ANDRES DIAZ RAMIREZ,705
0002,000056,LUIS ALBERTO MORENO VALENZUELA,694
0002,000032,NATALY ANDREA CASTIBLANCO PACHECO,692
0002,000073,CINDY VANESSA RIVAS MORENO,688
0002,000063,YESSICA PAOLA JUNCO RAYO,642
0002,000092,JUAN GUILLERMO CANO URIBE,641
0002,000093,ALVARO SANTIAGO PEREZ BUITRAGO,629
0002,000074,DIANA MARCELA MAYA AGUDELO,608
0002,000076,DANIEL ARMANDO CHICAIZA COSME,590
0002,000087,AIDA TERESA GARNICA CASTILLO,578
0002,000060,CAMILO HUMBERTO OLANO ORTIZ,567
0002,000075,ANA FLOR ALBA VILLAMIL OSMA,556
0002,000067,YURANY QUIROGA CRUZ,545
0002,000034,MARIO ANDRES GALAN GALAN,542
0002,000071,CARIN ASTRID LESMES SAAVEDRA,539
0002,000095,LUIS FERNANDO REYES ALFARO,537
0002,000094,JEDSENIA AMARIZ PACHECO,534
0002,000045,JORGE ALBERTO DE LA ESPRIELLA ARGUMEDO,482
0002,000085,MARIA CRISTINA CUBILLOS CHAVES,389
0002,000036,LUIS CEPEDA CIFUENTES,388
0002,000080,ADRIANA MILENA SANCHEZ VASQUEZ,382
0002,000078,KAREN ANDREA MORENO RAMIREZ,375
0002,000086,BLANCA GLADIS BERNAL ESCOBAR,360
0002,000046,JOSE ORLANDO SANCHEZ TORRES,346
0002,000059,MARIANA AYALA PONTE,332
0002,000035,SILVIA PATRICIA BARRIOS CARREÑO,331
0002,000079,CLAUDIA PATRICIA ROJAS RAMIREZ,330
0002,000047,JOSE NURBY DUCUARA GOMEZ,303
0002,000083,MARYI ALEJANDRA RODRIGUEZ FONSECA,272
0002,000058,NINA MAYERLY GOMEZ GUERRERO,259
0002,000081,ALEIDA GONZALEZ HINCAPIE,253
0002,000048,ZENON ANGULO ANGULO,224
0002,000082,MARTHA MARIN SUAREZ,223
0002,000084,ANA ELVIA FELIX FUQUEN,213
0003,000000,SOLO POR LA LISTA,182596
0003,000002,NADYA GEORGETTE BLEL SCAFF,178907
0003,000100,WADITH ALBERTO MANZUR IMBETT,134914
0003,000004,DANIEL RESTREPO CARMONA,122380
0003,000001,DAVID ALEJANDRO BARGUIL ASSIS,106114
0003,000003,MIGUEL ANGEL BARRETO CASTILLO,95166
0003,000012,DIELA LILIANA BENAVIDES SOLARTE,93046
0003,000007,MARCOS DANIEL PINEDA GARCIA,88065
0003,000014,LUIS EDUARDO DIAZ MATEUS,85365
0003,000010,JUAN CARLOS GARCIA GOMEZ,80836
0003,000025,SANTIAGO BARRETO TRIANA,79020
0003,000013,JOHNNATAN ALEXIS TAMAYO USUGA,77533
0003,000015,ARMANDO ANTONIO ZABARAIN D ARCE,62856
0003,000005,GERMAN ALCIDES BLANCO ALVAREZ,56726
0003,000011,JUAN CARLOS WILLS OSPINA,47225
0003,000008,JUAN DIEGO GOMEZ JIMENEZ,45721
0003,000006,SOLEDAD TAMAYO TAMAYO,41657
0003,000009,HERNAN FRANCISCO ANDRADE SERRANO,39463
0003,000088,YULY COLMENARES APONTE,32854
0003,000057,OSCAR MAURICIO GIRALDO HERNANDEZ,27695
0003,000021,VIVIANA PATRICIA BLELL CERVANTES,26153
0003,000090,EDWIN JAVIER BRITO GARCIA,24713
0003,000020,JUAN CAMILO VELEZ LONDOÑO,19445
0003,000055,MARIA CLARA RAMIREZ FERRO,16357
0003,000099,DANIEL MORENO MOTTA,9564
0003,000017,LUZ DALY GONZALEZ CRUZADO,3954
0003,000077,LUIS ALEJANDRO TOVAR ARIAS,3296
0003,000016,RAFAEL ANDRES NAVARRO CRANE,3098
0003,000026,ADRIANA RODRIGUEZ SANCHEZ,2660
0003,000049,JOSE ORLANDO CARRILLO,2528
0003,000023,ALBERTO DEVIA ESCOBAR,2330
0003,000054,CARLOS YOVANNI GORDILLO VARGAS,2286
0003,000050,NATALIA MORALES URQUIJO,2179
0003,000051,HAROLD MILTON VALENCIA RUGE,2079
0003,000024,KAREN ALICIA DE VILLEROS BERMUDEZ,2078
0003,000027,ALEXANDER BARRUETO RODRIGUEZ,1981
0003,000040,MYRIAM LEON GARCIA,1883
0003,000022,ALBA ROCIO ROMERO GARCIA,1877
0003,000052,LUIS ALCIBIADES HERNANDEZ CASTELLANOS,1865
0003,000076,PEDRO DUARTE GONZALEZ,1855
0003,000053,CARLOS ARMANDO SUSSMAN PEÑA,1785
0003,000030,RICARDO ANDRES ROA CASTELLANOS,1768
0003,000037,SYLVIA JULIANA ARCINIEGAS GOMEZ,1711
0003,000074,HECTOR MARINO ANGULO CAICEDO,1702
0003,000028,JOSE EDUARDO QUIROGA BARRIGA,1602
0003,000019,ABELARDO RAFAEL MEZA HERAZO,1592
0003,000039,ANDRES FERNANDO VASQUEZ VARGAS,1587
0003,000041,ALBERTO CANO DEMPSEY,1575
0003,000042,IRINA ROSA VEGA VERGARA,1518
0003,000044,LUIS ENRIQUE DIAZ GARCIA,1447
0003,000029,MAURICIO FERNANDEZ FRANCO,1417
0003,000056,ERIKA RAMIREZ ARISTIZABAL,1415
0003,000098,NELLY DELFINA FORERO RINCON,1323
0003,000018,MARLY YURLEY RODRIGUEZ HERRERA,1272
0003,000087,FANY ESMERALDA GARZON CIFUENTES,1219
0003,000038,JAIRO ROBERTO RODRIGUEZ DELGADO,1202
0003,000043,JOHAN RAFAEL MACIAS MACIAS,1186
0003,000091,LUZ STELLA RIVEROS ROZO,1074
0003,000097,MARY LILIANA MURCIA FRANCO,1063
0003,000067,GERMAN ARMANDO GARCIA ROA,1059
0003,000066,EDWAR JALABE DIAZ,1011
0003,000089,JENNIFER ALEXANDRA BUITRAGO PEÑA,1001
0003,000070,MARIA DEL PILAR GONZALEZ HOYOS,958
0003,000072,WILMAN ACUÑA MONTOYA,910
0003,000082,JORGE ALIRIO RAYO LOZADA,883
0003,000062,RODRIGO GRAJALES VALENCIA,843
0003,000064,RICARDO MOSQUERA CAICEDO,843
0003,000045,NELSON REMIGIO VEGA VEGA,842
0003,000086,MARIA CONSUELO SUAREZ RAMOS,831
0003,000081,FLOR ELIZABETH CALLE ORTIZ,810
0003,000068,CIRO ALFONSO GALVIS MUÑOZ,798
0003,000094,YOBANY OROZCO VALENCIANO,790
0003,000031,BRAYAN STIVEN REALPE URIBE,769
0003,000065,GLADYS HELENA ORTIZ FLOREZ,757
0003,000080,HAROLD ALBERTO ACOSTA ORTEGA,747
0003,000069,NEHEMIAS CORDOBA GONZALEZ,721
0003,000075,GERSON AUGUSTO RAMIREZ TERAN,714
0003,000063,MAURICIO DIAZ ARELLANO,706
0003,000033,SWIGGY NUGETH ESPITIA YABRUDY,637
0003,000092,EFRAIN ALBERTO AGAMEZ MONTES,635
0003,000032,JOSE MANUEL ROMERO LAGO,605
0003,000096,MARTHA JUDITH ARIAS VARGAS,575
0003,000093,CECILIA ARISTIZABAL MORA,558
0003,000035,KATHERINE GALAN JIMENEZ,551
0003,000095,SHADEA CAROLINA MALAVER CACERES,544
0003,000058,LINA BEATRIZ ALVAREZ JIMENEZ,528
0003,000060,RUBEN DARIO GIRALDO CARVAJAL,519
0003,000034,HECTOR JAVIER DELGADILLO ARENAS,477
0003,000078,ANDREA CAROLINA MORENO MORALES,471
0003,000046,ANDRES FELIPE CARO CARVAJAL,443
0003,000047,JOSE ABEL PAZ JULICUE,419
0003,000084,LACIDES CARMELO TRUJILLO CARRILLO,402
0003,000083,OSCAR ANTONIO BONILLA VARELA,401
0003,000079,DIANA CAROLINA PICO CARVAJAL,398
0003,000073,JUAN MANUEL QUIROGA DIAZ,373
0003,000059,ALIX DEL CARMEN RICARDO PEREZ,359
0003,000036,CATALINA ARANGO RABITZ,346
0003,000085,HERNAN RODRIGUEZ GOMEZ,340
0003,000048,JUAN DAVID ESCOBAR CUBIDES,311
0009,000000,SOLO POR LA LISTA,146563
0009,000013,NORMA HURTADO SANCHEZ,136036
0009,000100,JUAN CARLOS GARCES ROJAS,129051
0009,000007,WILMER RAMIRO CARRILLO MENDOZA,125356
0009,000003,ALFREDO RAFAEL DELUQUE ZULETA,113091
0009,000008,JOHN MOISES BESAILE FAYAD,107469
0009,000011,ANA PAOLA GARCIA SOTO,91939
0009,000099,MARIA IRMA NOREÑA ARBOLEDA,89327
0009,000006,ANTONIO JOSE CORREA JIMENEZ,84239
0009,000017,JOSE ALFREDO GNECCO ZULETA,72134
0009,000004,OSCAR EDUARDO APOLINAR MARTINEZ,71736
0009,000001,JUAN FELIPE LEMOS URIBE,71420
0009,000014,JULIO ELIAS CHAGUI FLOREZ,69608
0009,000010,JULIO ALBERTO ELIAS VIDAL,68853
0009,000002,JOSE DAVID NAME CARDOZO,68209
0009,000040,FREDDY CAMILO GOMEZ CASTRO,16698
0009,000050,LUIS CARLOS SEGURA RUBIANO,12190
0009,000005,CAMILO ANDRES VITAL HERNANDEZ,8110
0009,000009,JAVIER FERNANDEZ FRANCO,6360
0009,000012,LUZ MARGOTH ROJAS ABAUNZA,6243
0009,000025,ELKIN DAVID BUENO ALTAHONA,6169
0009,000015,MIGUEL ANGEL FLOREZ BUSTOS,4005
0009,000089,HUGO ALBERTO OSPINA AGUDELO,2752
0009,000070,FLORESMIRO ZARTA GUZMAN,1981
0009,000016,FABIAN ORLANDO RIVERA CARRILLO,1907
0009,000020,JORGE ANDRES CORDERO VARILLA,1647
