mpio_reg_code_7,censo,votantes,votos_nulos,votos_no_marcados,votos_blanco,votos_validos,mesas_total,mesas_escrutadas,cand_cepeda,cand_valencia,cand_delaespriella,cand_claudialopez,cand_barreras,cand_fajardo,cand_caicedo,cand_lizcano,cand_uribe,cand_botero,cand_macollins,cand_matamoros,cand_murillo
0100001,1891862,993227,8764,1697,18595,982766,5329,4313,238992,81874,543146,3946,409,84681,273,1172,1036,7397,605,176,464
0100004,15398,4282,44,35,60,4203,48,30,485,961,2384,25,6,179,3,9,16,58,12,4,1
0100007,2029,1097,18,2,16,1077,7,7,102,319,592,4,3,26,0,1,2,8,3,0,1
0100010,4743,2760,14,22,30,2724,14,14,389,312,1811,2,1,114,2,8,3,48,3,0,1
0100013,24772,10597,176,40,287,10381,74,61,3165,793,5160,39,8,567,10,30,14,281,13,1,13
0100016,19004,6144,56,37,189,6051,56,50,1002,537,3764,38,27,285,2,17,26,137,14,2,11
0100019,36323,17719,117,51,246,17551,111,111,2566,3583,10148,52,13,584,13,19,45,243,17,13,9
0100022,5986,1819,31,7,52,1781,19,13,401,210,933,9,3,91,2,4,1,71,3,0,1
0100025,9462,3099,88,62,113,2949,28,24,504,510,1503,27,8,151,3,18,25,67,18,2,0
0100028,13703,3747,26,29,141,3692,43,41,1251,210,1779,8,8,152,5,14,14,98,10,2,0
0100031,24438,11162,137,61,287,10964,75,68,2982,1534,5337,48,2,533,7,19,30,163,12,1,9
0100034,6689,2378,20,20,42,2338,20,17,323,367,1458,6,5,61,0,6,7,55,6,0,2
0100035,109813,49093,356,112,1239,48625,323,293,28680,1859,14935,127,21,1262,24,79,30,301,37,6,25
0100037,23451,7161,29,28,69,7104,72,56,2926,312,3582,13,6,97,3,20,8,44,12,10,2
0100039,6827,3202,18,20,41,3164,23,23,334,670,1946,8,15,56,2,8,9,52,11,2,10
0100040,4586,2149,22,25,30,2102,14,13,376,378,1211,9,1,52,0,4,6,30,4,0,1
0100043,46982,23395,444,103,648,22848,138,132,6584,2583,11082,138,26,1328,10,35,47,312,33,8,14
0100046,5419,2771,26,16,69,2729,19,19,351,448,1611,25,6,159,2,3,16,34,4,0,1
0100049,379595,192341,1974,294,3921,190073,1043,890,52923,15682,98420,957,75,15428,68,250,216,1883,124,27,99
0100052,8406,3496,26,18,53,3452,25,24,470,461,2246,9,7,114,1,5,10,68,3,2,3
0100055,13811,4621,49,39,82,4533,42,35,501,783,2878,7,8,120,2,10,13,115,10,1,3
0100058,23887,10219,90,43,160,10086,71,61,1416,1548,6447,24,4,273,6,12,14,158,16,2,6
0100061,8556,2086,17,6,74,2063,27,16,662,208,1005,10,3,63,0,0,3,33,2,0,0
0100062,6833,1888,50,22,58,1816,23,23,437,131,1022,16,4,62,2,10,6,52,11,4,1
0100064,21081,4323,49,20,109,4254,64,46,2401,141,1408,29,12,43,5,14,4,74,8,0,6
0100067,7295,3096,58,30,71,3008,21,21,493,832,1363,4,6,133,2,5,21,59,15,0,4
0100070,73226,45430,782,113,1064,44535,213,204,12729,4186,21501,222,31,4109,17,69,53,485,33,7,29
0100073,7196,1971,26,13,61,1932,22,21,413,202,1075,18,2,89,1,9,5,44,6,3,4
0100076,14948,6737,44,34,98,6659,43,39,961,1535,3783,11,3,156,1,13,6,82,4,2,4
0100078,4855,1991,15,11,29,1965,16,16,445,248,1129,13,4,41,1,3,6,43,1,0,2
0100079,4966,1938,20,8,25,1910,16,13,315,503,949,1,1,79,1,0,3,30,3,0,0
0100080,49440,18264,151,66,491,18047,149,127,10301,801,5712,55,9,418,5,36,21,177,14,0,7
0100082,47585,33146,366,77,544,32703,141,134,7359,3031,18390,153,21,2691,11,50,59,341,39,3,11
0100085,4309,1773,18,7,39,1748,13,10,369,221,982,8,2,100,2,4,4,8,4,0,5
0100088,77720,35925,457,128,941,35340,232,223,17988,993,13895,147,35,742,28,73,52,380,44,9,13
0100091,12820,6529,84,27,153,6418,37,36,1594,743,3449,23,5,290,5,8,4,134,7,3,0
0100094,14802,8307,64,66,102,8177,46,43,960,1040,5582,23,12,239,8,28,26,122,23,6,6
0100097,4565,2761,24,17,42,2720,13,13,278,342,1902,16,4,101,3,5,4,17,5,1,0
0100100,16331,6872,66,42,163,6764,49,49,901,1054,4234,30,14,154,5,14,29,133,26,3,4
0100103,77843,44777,538,66,927,44173,227,220,12815,3522,22282,193,13,3819,13,46,58,423,18,9,35
0100106,53621,19428,180,75,505,19173,155,124,10240,758,6731,67,20,498,19,45,25,236,20,5,4
0100109,20588,7842,88,52,144,7702,64,64,2923,511,3711,25,5,187,9,14,17,135,14,3,4
0100112,19227,9043,112,38,212,8893,55,51,1116,933,5955,39,8,443,7,19,21,118,13,4,5
0100115,11353,5223,60,29,89,5134,35,33,873,828,3021,22,8,151,4,14,17,86,9,3,9
0100117,42597,13919,293,130,414,13496,124,124,6230,507,5608,49,21,292,9,41,39,248,20,6,12
0100118,9822,3113,33,9,83,3071,28,16,460,275,1926,13,1,267,0,4,2,34,5,0,1
0100121,244817,154178,852,164,1765,153162,711,671,22594,13977,100026,528,34,13241,28,112,106,583,66,56,46
0100124,18044,6860,94,43,123,6723,57,46,1553,1092,3504,29,16,242,1,20,16,107,10,5,5
0100127,18187,5477,66,31,129,5380,58,48,1621,600,2682,26,9,191,3,12,17,73,14,0,3
0100130,5222,2245,15,6,47,2224,17,14,703,232,1122,2,0,86,0,0,5,26,1,0,0
0100133,56839,24975,371,51,557,24553,165,127,6502,2287,12711,112,8,1860,15,107,46,301,32,2,13
0100136,9103,4741,66,20,118,4655,27,27,691,520,2944,24,4,241,2,12,15,70,11,1,2
0100139,9972,5677,37,26,52,5614,30,29,577,393,4297,18,5,175,4,9,15,38,8,3,20
0100140,5866,1852,31,8,68,1813,19,16,666,128,839,13,1,67,1,4,6,15,4,1,0
0100142,45144,27452,294,56,492,27102,135,116,5382,2545,16115,146,29,2034,11,31,48,234,21,3,11
0100145,8412,4646,25,10,56,4611,24,19,656,579,2984,14,3,270,2,7,3,32,2,0,3
0100148,6090,2758,34,20,61,2704,19,18,554,532,1394,6,4,82,3,3,10,42,5,3,5
0100150,5262,2620,12,15,33,2593,16,16,476,267,1620,14,3,114,1,8,11,42,1,1,2
0100151,267999,154068,1589,190,2766,152289,737,696,37208,11453,85235,642,71,12930,45,181,166,1356,91,38,107
0100154,17661,4765,111,74,226,4580,59,56,1480,469,1946,53,12,174,13,17,29,121,19,11,10
0100157,13380,5521,38,13,96,5470,39,26,1283,676,3010,19,6,308,0,5,7,55,4,0,1
0100160,11478,5503,65,22,92,5416,34,27,924,791,3297,17,8,191,6,10,10,56,9,1,4
0100163,61559,40316,407,100,582,39809,181,157,7345,3855,23579,201,20,3715,16,63,58,323,32,8,12
0100166,66893,34820,367,45,600,34408,197,163,8117,3486,18705,117,5,2944,10,37,37,311,17,5,17
0100168,12258,5334,59,20,68,5255,38,35,2473,484,1941,13,5,156,5,8,5,88,5,1,3
0100169,20530,13885,163,40,289,13682,60,59,2340,2079,7334,78,11,1243,5,29,34,195,30,7,8
0100170,7480,2634,34,8,61,2592,22,16,852,240,1307,7,4,66,1,4,4,40,5,0,1
0100172,9604,4861,33,20,59,4808,30,30,700,735,3029,21,10,170,0,4,14,58,5,0,3
0100175,8739,4441,47,15,71,4379,27,27,867,653,2517,11,1,132,3,11,12,92,7,0,2
0100178,53575,34686,279,70,451,34337,156,141,6334,3231,20961,156,19,2727,19,46,47,296,31,2,17
0100181,6533,2409,29,24,42,2356,20,15,477,570,1102,6,3,93,5,8,8,31,8,0,3
0100184,3612,549,1,8,1,540,13,6,508,8,10,3,0,3,3,0,0,4,0,0,0
0100187,16472,5876,56,39,101,5781,48,48,3065,226,2151,18,3,80,8,14,9,102,3,1,0
0100190,8793,3638,21,23,47,3594,29,28,299,780,2283,8,6,55,7,13,12,53,18,2,11
0100191,22120,5805,42,19,97,5744,66,61,2172,299,2988,22,4,56,6,17,14,56,7,2,4
0100192,40425,10663,85,70,195,10508,119,81,4040,720,5186,57,11,127,6,33,20,88,16,2,7
0100193,3003,1440,8,5,22,1427,10,9,244,265,818,3,1,38,0,2,3,25,6,0,0
0100196,18903,7155,56,17,80,7082,54,33,948,768,4760,30,8,368,4,16,13,70,12,0,5
0100199,6756,1719,6,14,34,1699,22,14,525,379,677,6,4,35,0,2,6,22,4,1,4
0100202,7431,3650,27,12,38,3611,21,21,569,568,2251,14,5,101,3,7,12,36,5,0,2
0100205,34906,14453,190,54,309,14209,107,103,5318,632,7157,67,11,368,7,28,22,259,16,9,6
0100206,15284,6371,74,36,124,6261,47,39,1722,371,3647,18,3,178,2,9,6,176,1,0,4
0100208,23910,8062,103,41,302,7918,72,72,3584,294,3066,44,12,323,12,19,13,222,16,4,7
0100211,23005,16567,77,28,153,16462,67,63,1981,2669,10638,49,5,833,6,10,10,92,11,0,5
0100214,135018,88317,758,97,1168,87462,392,345,15709,11383,51624,328,23,6382,25,63,81,573,38,33,32
0100217,7850,2853,17,11,48,2825,24,20,416,507,1684,8,2,64,5,4,18,55,10,1,3
0100218,99546,55327,283,40,691,55004,289,230,9430,5079,33793,181,10,5445,8,31,30,267,19,3,17
0100220,14228,5823,42,29,56,5752,43,43,454,921,4025,17,6,135,5,10,12,103,5,1,2
0100223,5751,2335,57,41,107,2237,21,21,427,265,1202,26,3,100,3,12,20,52,15,1,4
0100226,15633,6862,38,18,84,6806,48,38,1202,846,4271,25,5,250,1,7,11,99,3,0,2
0100227,6600,2744,20,22,24,2702,19,18,426,422,1659,7,6,89,3,3,7,44,6,0,6
0100229,13854,7670,76,28,145,7566,42,42,1463,983,4532,34,8,249,3,6,17,114,10,1,1
0100230,3273,1391,15,9,50,1367,10,9,181,160,797,7,3,115,2,3,1,44,3,0,1
0100231,21117,6933,18,25,105,6890,64,59,2780,623,3158,19,12,73,4,12,15,57,17,5,10
0100232,12362,5772,29,13,51,5730,38,33,896,505,3888,10,10,230,3,3,5,117,7,1,4
0100235,24029,10796,147,16,290,10633,71,52,1649,1199,6395,45,6,839,2,15,12,166,11,1,3
0100237,29573,9317,57,45,173,9215,90,75,2404,742,5542,42,8,134,4,13,22,91,20,13,7
0100238,13798,7303,76,37,105,7190,41,40,1198,1074,4216,33,8,386,3,15,16,113,15,1,7
0100241,16675,8576,70,53,127,8453,50,50,1201,1987,4664,27,18,241,1,11,13,147,11,3,2
0100244,17686,8843,69,36,123,8738,54,42,973,1281,5656,50,15,444,10,16,32,107,18,2,11
0100247,22612,10864,153,47,212,10664,69,64,2681,1312,5613,44,13,546,3,18,24,178,18,0,2
0100250,29562,16727,300,116,431,16311,91,88,2341,2917,9005,112,17,1132,10,35,45,214,37,5,10
0100253,9634,4562,56,23,83,4483,32,28,756,834,2487,17,14,170,3,18,16,73,6,1,5
0100256,31144,19151,123,52,220,18976,91,79,1862,1516,13999,66,9,1059,13,22,27,147,24,2,10
0100259,33611,11758,159,51,512,11548,99,97,6220,428,3470,52,10,433,7,24,17,334,12,10,19
0100262,28172,13918,174,63,193,13681,95,79,1426,3363,7742,81,13,547,17,19,45,204,22,3,6
0100265,13759,4740,36,17,60,4687,43,29,1085,1404,1913,11,3,121,2,5,14,59,7,1,2
0100268,15149,7512,89,54,142,7369,45,40,1758,1258,3672,35,11,315,2,10,15,130,10,1,10
0100270,25378,6436,98,31,169,6307,75,70,3408,264,2081,38,3,138,9,33,19,128,10,3,4
0100271,6068,2415,18,12,54,2385,18,15,645,445,1108,6,7,70,2,2,0,45,0,1,0
0100274,8669,3604,46,17,81,3541,27,24,785,692,1698,12,0,174,2,4,7,78,5,1,2
0100277,4694,1820,57,34,94,1729,14,14,426,218,822,9,4,80,0,7,10,46,8,1,4
0100280,99961,36008,389,129,891,35490,299,241,21588,1252,10784,115,24,444,19,77,30,210,20,15,21
0100282,6767,2376,29,15,32,2332,21,18,510,453,1217,5,2,53,1,1,1,49,5,0,3
0100283,26022,10607,118,59,278,10430,78,75,1831,1140,6408,61,12,376,6,24,32,216,28,2,16
0100286,12594,3034,42,25,85,2967,37,33,1118,162,1394,11,6,91,3,3,10,65,5,5,9
0100289,5677,3202,28,9,52,3165,17,17,937,490,1550,4,4,78,0,2,2,42,2,1,1
0100290,12320,4754,47,18,126,4689,37,36,714,436,3007,26,8,175,7,8,17,136,19,3,7
0100291,6906,2107,11,10,20,2086,25,24,1571,145,258,4,2,54,4,1,9,11,2,1,4
0100292,11398,5361,43,17,74,5301,35,33,976,730,3263,17,6,141,3,2,8,73,6,0,2
0100293,6517,2427,22,12,40,2393,20,20,506,272,1418,13,4,66,0,5,12,53,4,0,0
0100295,35286,14468,251,72,453,14145,108,98,2767,1495,7930,90,15,1092,10,30,35,195,18,6,9
0100298,17356,7556,80,45,158,7431,53,52,1581,1172,3905,52,11,344,6,19,24,133,16,4,6
0100300,16121,5001,97,16,129,4888,50,29,1987,223,2242,21,3,113,4,11,6,139,8,0,2
0100301,21838,5437,126,28,167,5283,66,57,2584,323,1892,24,7,97,18,20,17,107,14,5,8
0300001,1186097,597603,2624,887,7205,594092,3434,3414,279274,11372,270488,1617,138,20205,358,1058,266,1553,255,124,179
0300004,53101,29388,82,51,363,29255,158,158,17979,477,9686,63,11,462,18,52,21,84,13,14,12
0300007,23605,8526,42,20,85,8464,70,70,2878,355,4989,10,4,71,5,20,10,29,6,1,1
0300010,14829,5753,18,25,58,5710,44,44,1964,160,3401,12,2,44,7,18,1,28,7,6,2
0300013,46368,22326,101,36,252,22189,134,134,14528,327,6432,46,13,421,7,36,6,108,9,3,1
0300016,19691,9398,32,11,83,9355,58,58,3605,168,5145,14,1,207,17,16,50,41,6,2,0
0300019,26393,10990,73,52,114,10865,77,77,5206,193,5096,28,5,78,7,51,14,47,8,12,6
0300022,94794,43419,232,68,445,43119,274,274,29475,565,11621,75,15,546,27,105,21,199,9,4,12
0300025,17106,5938,17,21,54,5900,49,49,1944,241,3508,13,5,86,6,9,4,17,8,2,3
0300028,23661,12103,48,37,116,12018,68,67,7500,135,3999,23,10,147,10,20,7,33,6,5,7
0300031,5906,2854,6,8,12,2840,19,19,1431,153,1167,3,1,20,1,38,3,8,3,0,0
0300034,15174,8059,36,21,66,8002,44,43,5498,73,2208,10,6,79,4,15,6,25,6,2,4
0300035,21080,9040,69,24,102,8947,63,63,4372,196,4083,27,8,81,8,13,12,31,9,1,4
0300037,39762,21393,75,17,194,21301,117,116,11366,469,8500,64,20,578,5,20,7,57,11,3,7
0300040,22341,9891,69,58,123,9764,67,65,4741,219,4350,37,2,153,9,39,12,53,21,2,3
0300043,26426,13305,56,28,198,13221,77,76,7847,190,4537,94,2,248,2,18,7,66,7,3,2
0300046,76674,39333,195,77,393,39061,224,224,24095,904,12642,73,10,491,10,223,29,151,26,6,8
0300047,13465,5941,18,20,36,5903,39,39,1596,1458,2613,78,10,55,2,10,11,18,10,1,5
0300049,27540,14225,65,19,159,14141,80,80,8522,279,4822,28,6,242,8,16,11,32,11,3,2
0300052,343745,167304,789,202,2033,166313,1000,989,103226,2441,53824,318,28,3232,101,248,91,629,62,34,46
0300055,11870,5069,13,4,55,5052,34,34,1661,93,3151,7,2,58,0,7,4,12,1,0,1
0300058,10777,5769,24,14,55,5731,34,33,3394,125,2023,16,1,65,3,12,0,33,3,0,1
0300061,9110,4752,16,23,51,4713,26,26,2942,182,1391,12,4,76,7,12,8,20,5,1,2
0500001,866447,408145,1852,529,7647,405764,2518,2457,232415,10589,138479,1229,140,11286,269,1737,270,1298,164,79,162
0500004,18850,6561,21,35,68,6505,63,52,1872,495,3922,30,8,32,3,8,15,32,17,0,3
0500005,6997,2635,21,6,41,2608,24,20,1455,56,1000,4,1,22,3,2,1,22,0,0,1
0500006,8570,3221,18,10,29,3193,26,26,1104,36,1954,13,4,17,2,3,4,21,4,0,2
0500007,59799,26252,251,94,449,25907,171,164,17144,563,7042,75,12,355,13,46,33,121,27,13,14
0500009,10952,3913,15,8,33,3890,33,33,982,123,2650,7,6,41,2,12,9,21,2,1,1
0500010,13081,4340,19,14,27,4307,40,33,1578,83,2524,9,1,16,9,11,8,33,5,2,1
0500013,21022,8069,69,40,104,7960,62,61,3372,286,4017,24,15,50,5,14,18,38,8,3,6
0500014,8672,4467,28,4,37,4435,26,25,2440,64,1760,14,0,34,0,9,3,70,2,0,2
0500015,11673,4071,32,15,35,4024,36,31,2490,139,1268,10,6,34,0,8,6,25,1,0,2
0500016,15550,7123,25,25,79,7073,49,48,4043,126,2719,17,5,27,3,7,3,29,11,3,1
0500018,13214,5365,35,22,87,5308,39,37,3227,121,1734,17,4,40,1,10,3,54,6,2,2
0500022,61998,27430,233,70,383,27127,190,187,10412,1345,14405,43,32,222,17,39,37,129,38,13,12
0500025,8429,3428,15,18,33,3395,27,27,1458,56,1784,11,1,18,3,7,3,19,1,0,1
0500026,12492,4149,16,5,20,4128,39,31,1274,115,2643,10,3,14,0,3,4,34,5,1,2
0500027,6847,2373,10,12,18,2351,24,20,1051,61,1175,5,0,6,2,5,1,25,2,0,0
0500028,104516,43887,259,108,522,43520,315,301,26197,1115,14634,106,25,454,22,76,49,270,29,7,14
0500031,22905,8387,42,29,126,8316,68,64,3916,525,3435,38,9,63,10,26,96,44,16,4,8
0500037,10517,4275,7,13,29,4255,35,35,1242,124,2779,5,2,21,3,5,2,33,8,0,2
0500040,45030,15325,124,51,194,15150,138,131,9690,544,4284,52,14,135,15,42,28,101,33,4,14
0500041,10807,3644,27,5,58,3612,37,36,1882,70,1504,9,1,16,2,11,5,52,1,1,0
0500043,39829,16659,81,48,184,16530,127,125,7962,822,7235,32,20,118,12,21,18,76,16,6,8
0500044,13136,6185,37,26,74,6122,43,39,1889,176,3813,8,5,47,7,12,9,75,3,1,3
0500050,5495,1890,10,3,21,1877,21,18,1135,42,626,4,2,13,0,6,4,21,2,0,1
0500059,19007,6807,30,16,40,6761,66,57,2130,252,4221,18,6,28,0,8,7,41,7,2,1
0500063,5664,2509,10,3,26,2496,20,20,1431,31,969,4,1,6,1,4,4,17,1,0,1
0500065,7017,3341,32,9,43,3300,24,24,1358,100,1701,13,5,24,5,5,5,35,5,0,1
0500070,16556,7050,53,36,119,6961,48,46,3011,306,3333,24,6,69,5,22,10,35,16,1,4
0500072,8171,3652,8,7,37,3637,24,24,2285,62,1192,13,0,25,0,4,2,12,4,1,0
0500073,10249,3407,10,12,23,3385,35,31,1555,80,1680,6,1,16,3,5,5,7,2,1,1
0500076,22212,10729,63,27,109,10639,68,65,4937,516,4926,20,3,69,3,15,7,28,4,0,2
0500078,7467,2947,12,9,25,2926,24,23,1075,202,1563,4,5,12,0,7,6,18,7,1,1
0500079,32807,14539,75,56,214,14408,98,97,5949,320,7609,26,12,157,8,24,7,63,11,5,3
0500082,13106,5255,26,17,46,5212,40,39,2512,169,2384,13,1,33,4,9,7,27,7,0,0
0500084,21137,9106,99,38,175,8969,65,64,4452,208,3728,35,10,106,7,33,11,186,11,3,4
0500091,14327,5513,19,20,70,5474,43,42,3923,104,1257,17,3,47,3,15,9,21,3,1,1
0500094,17564,7199,54,12,113,7133,50,50,5107,196,1575,14,3,67,4,14,4,30,3,2,1
0500095,27828,14400,159,28,311,14213,87,86,2770,431,9938,48,5,278,13,17,28,355,10,4,5
0500097,13893,6138,50,17,97,6071,50,47,1844,168,3520,40,14,68,6,123,19,162,7,1,2
0500106,8956,4821,33,10,45,4778,26,26,3669,39,969,7,0,22,0,8,1,15,2,0,1
0500110,10594,5259,10,5,47,5244,34,34,2177,107,2840,9,0,21,3,1,2,33,4,0,0
0500113,15438,4806,31,24,54,4751,51,48,2088,146,2351,16,3,21,2,9,4,43,6,3,5
0500118,77424,37074,190,66,681,36818,220,213,21799,947,12063,110,7,919,32,54,23,140,13,14,16
0500121,17065,6702,16,20,83,6666,50,40,4699,123,1614,21,6,76,4,14,6,13,5,0,2
0500124,17747,6511,53,39,117,6419,52,46,3371,245,2536,19,8,55,7,15,11,25,4,2,4
0500127,10102,4828,20,11,25,4797,29,28,3705,31,995,2,0,16,2,3,2,13,1,1,1
0700001,142355,97792,1041,73,1757,96678,404,388,41965,8072,34706,1599,62,7472,41,163,89,623,71,14,44
0700007,1976,1008,13,5,10,990,6,6,235,52,641,13,1,21,0,5,2,8,0,2,0
0700008,12939,7555,99,15,99,7441,45,45,1210,883,4882,45,12,171,6,13,24,73,12,2,9
0700010,5165,3367,45,8,61,3314,15,15,1019,321,1718,22,2,127,1,1,6,30,6,0,0
0700013,7008,4455,52,6,67,4397,21,20,1185,457,2380,62,4,160,2,5,9,60,4,0,2
0700016,1471,914,8,1,22,905,5,5,335,58,460,2,4,16,0,0,0,8,0,0,0
0700019,2014,1225,6,3,10,1216,7,7,376,105,658,15,2,29,1,1,3,12,3,1,0
0700022,4879,2713,17,10,32,2686,15,15,548,286,1704,28,0,48,1,2,4,23,8,1,1
0700025,4550,2446,21,12,41,2413,13,13,673,153,1438,31,8,42,0,5,2,15,5,0,0
0700028,2442,1439,3,5,17,1431,7,7,192,118,1048,10,1,13,0,3,4,24,0,0,1
0700031,5008,2884,24,5,19,2855,16,15,443,218,2088,22,5,33,1,3,2,16,4,0,1
0700034,980,687,5,0,6,682,3,3,169,68,404,12,0,12,0,1,4,4,0,0,2
0700037,3219,1937,13,4,20,1920,12,12,434,178,1193,13,0,49,1,4,6,18,2,1,1
0700040,2383,1404,9,0,15,1395,9,9,195,81,1060,12,1,15,0,3,4,7,2,0,0
0700043,3658,2352,39,6,55,2307,11,11,785,316,974,50,1,92,0,2,6,24,2,0,0
0700046,3861,2428,11,10,24,2407,11,11,280,216,1772,18,0,61,0,2,7,21,6,0,0
0700049,10018,6074,67,7,97,6000,30,30,2125,748,2554,116,5,233,6,14,20,69,5,2,6
0700052,3192,1405,5,3,8,1397,12,10,185,62,1093,8,2,19,0,4,0,15,0,1,0
0700055,2423,1735,8,5,20,1722,7,7,524,135,931,21,0,66,0,2,4,16,3,0,0
0700058,3418,1879,6,4,11,1869,12,12,195,155,1467,4,3,10,1,3,2,13,1,2,2
0700059,7075,3042,51,12,50,2979,22,22,1679,75,1051,9,1,51,1,12,2,44,2,0,2
0700060,3447,1981,16,3,32,1962,10,9,774,179,862,32,2,54,0,3,3,20,1,0,0
0700061,1858,1108,8,2,9,1098,6,6,284,175,573,11,3,25,0,2,4,7,5,0,0
0700064,3081,1925,7,4,15,1914,10,10,353,132,1355,9,1,31,0,2,0,13,3,0,0
0700067,44207,29000,356,21,450,28623,132,130,9163,2225,14791,319,10,1252,12,37,26,297,23,7,11
0700068,4769,2410,22,5,26,2383,15,15,689,93,1480,10,7,37,2,6,7,15,9,1,1
0700070,3173,1592,5,3,13,1584,11,11,209,162,1152,2,2,29,1,2,1,9,2,0,0
0700073,6277,3235,13,21,32,3201,23,23,520,165,2402,7,0,30,0,6,5,27,4,1,2
0700076,5796,2922,9,8,17,2905,18,18,452,267,2043,21,2,41,2,3,7,42,6,0,2
0700077,3355,2268,19,4,35,2245,10,10,659,302,1067,35,1,99,1,5,10,26,3,1,1
0700078,1897,1140,6,2,8,1132,7,7,114,41,936,6,0,18,0,4,1,4,0,0,0
0700079,97592,69688,674,37,1110,68977,283,282,27128,5448,29081,1169,34,4115,24,113,73,598,37,10,37
0700082,3356,1845,29,7,40,1809,11,11,271,164,1270,8,2,29,1,4,3,12,2,1,2
0700085,2184,1334,5,4,10,1325,8,8,154,210,916,2,0,20,1,2,1,8,1,0,0
0700088,6034,3595,39,6,81,3550,19,19,1384,367,1461,66,2,139,2,9,6,25,4,3,1
0700091,3567,2446,9,6,30,2431,11,11,485,218,1578,32,0,63,0,3,5,14,2,0,1
0700094,3010,1847,25,9,20,1813,9,9,368,186,1176,6,3,30,1,5,4,11,3,0,0
0700097,4017,2543,20,3,29,2520,13,13,387,202,1791,16,2,50,0,9,6,21,7,0,0
0700100,12611,8295,100,9,155,8186,38,38,2534,601,4280,115,4,362,4,15,13,85,10,1,7
0700103,1553,885,9,1,11,875,5,5,151,93,593,4,1,15,0,2,1,2,2,0,0
0700106,9177,5748,66,9,108,5673,27,27,1827,519,2901,60,2,176,3,14,6,52,4,0,1
0700109,3891,2454,12,10,33,2432,11,11,378,199,1748,11,0,33,1,3,4,20,1,0,1
0700112,3076,1644,23,6,32,1615,12,12,590,118,812,10,0,35,0,2,0,13,2,0,1
0700118,2275,1460,13,1,16,1446,7,7,373,144,826,16,2,50,1,3,2,9,1,1,2
0700121,6469,3885,33,9,39,3843,19,19,992,195,2441,26,1,90,2,10,7,33,5,1,1
0700124,3369,1808,14,15,6,1779,12,12,166,132,1422,7,4,12,1,12,4,8,4,1,0
0700127,3156,1886,8,6,13,1872,10,10,299,69,1422,11,0,22,1,3,3,16,13,0,0
0700130,2459,1559,10,3,16,1546,7,7,315,118,1018,9,3,41,1,2,2,18,3,0,0
0700136,2390,1428,6,1,23,1421,9,9,164,139,1048,17,0,19,0,1,0,8,2,0,0
0700137,1586,728,7,2,7,719,6,6,162,57,474,3,1,6,0,2,0,4,3,0,0
0700139,14104,10124,70,17,166,10037,41,41,3142,778,5160,98,3,586,1,9,14,72,5,1,2
0700142,3654,2141,17,2,36,2122,13,13,394,171,1403,19,3,58,2,7,2,22,2,0,3
0700148,5932,2840,8,6,14,2826,19,19,341,383,1996,4,3,27,1,8,5,37,4,0,3
0700151,7629,5073,39,8,100,5026,23,23,1900,238,2562,40,1,115,3,4,3,48,3,1,8
0700154,4098,2912,15,5,15,2892,13,13,375,156,2280,10,2,31,1,1,1,16,2,1,1
0700157,4026,2791,23,2,27,2766,12,12,766,291,1546,28,0,74,0,2,4,22,4,1,1
0700160,20012,12702,179,22,165,12501,58,58,3719,1242,6697,128,10,371,2,15,20,113,13,2,4
0700161,5835,3702,51,3,54,3648,18,18,1528,186,1710,34,1,104,0,8,3,15,3,1,1
0700163,7509,3833,50,7,49,3776,24,23,1116,235,2219,15,4,56,0,7,7,58,4,5,1
0700166,13741,6313,69,2,105,6242,40,25,3455,410,1819,88,4,280,0,9,2,63,4,2,1
0700169,4922,3088,20,6,31,3062,14,14,850,161,1873,32,1,70,0,8,2,29,2,1,2
0700173,2870,1947,26,3,30,1918,9,9,655,209,877,36,0,79,2,2,7,17,2,0,2
0700176,7330,4307,24,7,25,4276,27,27,643,429,3003,16,3,89,0,0,3,58,5,0,2
0700178,1946,1280,17,5,23,1258,6,6,220,137,831,17,1,20,2,3,2,0,1,1,0
0700179,2406,1616,11,6,23,1599,8,8,252,69,1178,14,1,29,0,2,5,23,2,0,1
0700181,30726,21582,251,22,367,21309,90,90,7950,2120,9133,338,8,1092,7,35,31,193,19,4,12
0700184,1782,1079,4,2,7,1073,6,6,187,68,776,1,2,20,0,1,0,11,0,0,0
0700187,1579,884,1,3,9,880,5,5,145,119,584,0,1,13,0,1,1,6,0,0,1
0700190,6873,3879,47,18,36,3814,22,22,844,445,2325,24,3,75,1,5,2,29,20,2,3
0700193,1763,943,7,7,9,929,6,5,112,46,729,6,2,6,0,4,3,10,1,1,0
0700199,4047,2381,22,8,60,2351,13,13,1103,170,854,26,1,102,1,4,4,22,3,0,1
0700202,6416,3590,35,3,46,3552,20,20,659,441,2246,26,1,79,2,5,5,37,4,1,0
0700205,1251,713,5,4,7,704,4,4,126,47,492,8,3,10,0,2,2,5,1,0,1
0700214,39824,23741,682,76,467,22983,119,114,8029,1609,11502,155,11,581,10,43,37,480,32,9,18
0700215,4965,2225,21,10,26,2194,17,16,414,154,1544,11,0,15,1,3,2,17,5,0,2
0700217,9450,5865,48,11,62,5806,29,29,1504,436,3528,36,4,163,2,11,7,49,1,2,1
0700220,5546,3786,40,11,63,3735,17,17,884,302,2248,23,0,143,0,9,10,44,7,0,2
0700223,2259,1129,7,1,8,1121,7,6,246,77,750,5,0,16,1,3,1,13,1,0,0
