mpio_reg_code_7,censo,votantes,votos_nulos,votos_no_marcados,votos_blanco,votos_validos,mesas_total,mesas_escrutadas,cand_cepeda,cand_valencia,cand_delaespriella,cand_claudialopez,cand_barreras,cand_fajardo,cand_caicedo,cand_lizcano,cand_uribe,cand_botero,cand_macollins,cand_matamoros,cand_murillo
1500301,6318,4227,55,8,68,4164,19,19,951,338,2580,54,3,98,3,9,9,43,6,1,1
1500304,37209,25893,436,47,616,25410,113,112,6720,2512,13366,446,13,1329,5,48,39,276,19,5,16
1500307,6806,3645,46,3,68,3596,21,17,756,374,2194,39,10,101,4,8,10,19,11,1,1
1500316,5032,3146,12,6,36,3128,15,15,359,152,2504,10,1,38,0,2,1,23,2,0,0
1500318,3789,1981,16,4,24,1961,13,12,752,131,986,6,1,33,2,3,1,19,1,1,1
1500319,7214,4180,27,5,49,4148,23,23,685,379,2837,29,4,98,2,7,6,39,7,2,4
1500322,4365,2781,14,9,38,2758,13,13,685,278,1643,19,2,55,0,3,3,27,4,0,1
1500323,2131,1251,6,7,10,1238,7,7,300,96,784,6,0,20,1,4,2,14,0,1,0
1500325,14633,10907,107,19,202,10781,42,42,1564,824,7402,146,6,447,5,20,26,115,16,2,6
1500328,25415,16559,121,21,262,16417,77,77,3650,1106,10548,129,14,447,8,28,18,183,18,2,4
1500331,12161,5996,50,10,57,5936,37,31,2074,491,3098,44,8,92,3,8,10,38,8,2,3
1500334,10829,5392,30,25,49,5337,37,37,795,384,3944,18,6,63,1,3,7,59,6,0,2
1500337,4351,2721,48,5,51,2668,13,12,824,297,1323,28,1,76,1,7,9,46,4,0,1
1500340,113388,81572,1259,62,1715,80251,332,319,37482,5520,27883,1703,34,4826,33,159,104,652,70,27,43
1600001,6076599,3894944,31488,2188,66334,3861268,17164,16284,1612822,350604,1451836,96586,1705,243779,1185,6068,3756,20936,2524,785,2348
1700001,88487,38256,760,126,742,37370,271,250,27787,2088,5567,161,55,437,19,75,57,225,39,27,91
1700002,8536,3324,59,11,52,3254,28,25,2572,77,455,12,1,24,9,5,5,31,0,2,9
1700004,10929,4201,39,24,64,4138,36,36,1944,145,1887,9,5,28,6,8,4,24,7,1,6
1700006,12001,4433,8,13,6,4412,53,49,4168,48,145,5,4,9,2,2,7,7,4,3,2
1700007,8439,2868,19,6,23,2843,30,30,2410,58,289,8,3,13,1,5,10,14,6,1,2
1700008,9023,3479,30,14,42,3435,29,28,2593,106,611,10,1,21,3,7,4,24,8,2,3
1700010,12460,2595,42,14,29,2539,45,31,2034,150,232,17,11,19,1,5,7,25,2,4,3
1700011,8977,3124,14,6,21,3104,36,33,2809,95,153,3,0,9,0,5,1,4,4,0,0
1700012,7656,2232,31,7,20,2194,26,23,1855,40,221,8,3,13,0,4,6,19,4,1,0
1700013,11346,4240,105,19,87,4116,42,42,3216,190,515,18,5,31,4,7,6,24,4,3,6
1700014,5120,2110,36,9,38,2065,18,18,1520,132,282,16,6,15,1,10,12,20,5,4,4
1700015,10290,2913,21,10,35,2882,39,29,2418,72,312,7,2,13,1,6,5,6,2,2,1
1700016,7263,3706,40,19,52,3647,23,22,1227,289,1850,22,4,106,1,13,4,64,8,2,5
1700017,6069,2214,59,6,30,2149,19,18,1591,46,400,11,9,14,3,3,11,20,5,4,2
1700019,24332,7843,126,41,191,7676,80,74,5705,339,1177,28,16,80,6,22,14,60,13,4,21
1700022,3898,1451,8,2,23,1441,13,13,1224,14,152,4,2,4,0,1,6,8,2,1,0
1700025,9374,3246,101,23,42,3122,31,27,2204,91,625,34,5,28,5,16,15,41,10,3,3
1700026,9801,3515,18,6,24,3491,37,37,3138,98,158,11,2,9,0,3,15,18,5,0,10
1700027,7862,2956,42,9,32,2905,29,25,2514,96,195,6,1,20,2,7,6,5,3,1,17
1700028,6022,2167,67,10,63,2090,26,26,1463,113,352,15,1,15,3,19,20,11,6,0,9
1700031,7175,3025,8,9,22,3008,24,24,2567,47,307,6,12,16,1,3,4,20,0,1,2
1700032,4707,1622,46,2,38,1574,19,19,1078,79,316,15,2,9,3,7,3,10,9,1,4
1700034,14222,5867,124,16,57,5727,52,51,4846,96,620,11,3,31,5,13,7,28,4,4,2
1700035,7564,3408,89,8,40,3311,25,25,2359,138,611,26,12,35,5,14,12,24,15,6,14
1700037,4272,1201,27,10,22,1164,21,18,695,45,341,7,4,9,1,2,7,28,3,0,0
1700038,9194,4365,31,6,16,4328,43,43,4179,4,95,8,0,6,0,5,4,8,1,2,0
1700040,3186,1100,14,7,16,1079,12,12,939,22,83,2,1,6,1,3,1,5,0,0,0
1700043,14631,5264,177,48,129,5039,49,46,3633,242,815,50,13,22,8,15,29,37,25,8,13
1700048,10281,3553,13,12,50,3528,33,30,2190,86,1108,14,0,20,1,5,5,35,9,3,2
1700060,6103,2378,76,8,45,2294,22,22,1631,117,401,12,1,23,1,6,14,15,14,5,9
1700082,12574,3699,24,18,68,3657,41,26,2229,110,1120,7,4,49,2,13,4,46,4,1,0
1900001,297225,183505,1898,198,3064,181409,847,838,70749,11400,84695,1428,157,7076,83,406,161,1929,141,33,87
1900004,23609,12671,111,29,185,12531,69,68,2090,1124,8646,43,13,197,6,16,33,146,20,3,9
1900007,8144,4795,46,9,73,4740,24,24,1086,238,3022,20,1,80,2,140,8,64,2,1,3
1900010,16324,8885,85,14,157,8786,50,48,2935,655,4646,58,3,148,4,14,11,140,14,0,1
1900013,18466,8906,146,55,214,8705,55,50,2504,679,4862,79,17,126,7,23,34,124,25,2,9
1900016,3577,2020,12,1,33,2007,11,11,772,55,1075,10,0,37,1,1,3,18,1,0,1
1900019,6388,3256,29,17,36,3210,20,19,768,229,2060,15,2,38,0,3,6,45,2,1,5
1900022,26179,15347,330,41,340,14976,78,76,5577,886,7532,79,11,258,6,35,32,194,15,2,9
1900025,8835,5306,76,14,96,5216,26,25,917,316,3662,35,3,104,2,5,7,64,2,1,2
1900028,6862,3518,13,10,50,3495,22,22,604,334,2382,13,3,50,1,4,7,43,3,0,1
1900031,3962,2310,15,6,34,2289,13,13,508,162,1482,11,2,48,2,6,2,24,5,1,2
1900034,61091,36765,408,76,683,36281,179,177,9895,2256,21656,207,29,924,23,61,40,424,46,19,18
1900037,20740,11834,142,27,194,11665,63,62,3210,822,6894,86,12,220,6,16,11,174,15,2,3
1900040,14792,8156,90,18,153,8048,44,44,1650,501,5302,46,8,195,5,13,22,139,11,1,2
1900043,6401,3110,43,6,68,3061,20,18,996,165,1662,19,3,39,2,7,2,90,3,1,4
1900044,22743,13431,204,63,356,13164,68,68,5078,839,6223,66,9,245,8,36,33,234,23,4,10
1900046,7907,4744,52,11,82,4681,25,25,1937,373,2119,20,4,54,3,6,16,60,6,0,1
1900047,12974,6975,82,30,184,6863,38,38,2210,332,3918,26,9,98,0,8,10,54,9,1,4
1900049,47132,25694,331,98,533,25265,137,132,7478,2014,14026,155,24,507,7,50,55,355,40,3,18
1900050,5408,2878,41,14,79,2823,16,16,899,446,1268,26,4,30,0,9,13,40,5,1,3
1900051,9138,5505,30,9,96,5466,28,28,808,462,3870,15,2,114,2,2,9,73,7,2,4
1900052,5480,3518,18,11,40,3489,17,17,569,215,2560,9,0,50,1,5,3,35,1,0,1
1900055,22390,11161,110,22,177,11029,67,58,3394,726,6267,51,9,228,4,18,21,120,9,1,4
1900056,10372,6010,66,25,147,5919,31,31,1583,446,3491,28,6,85,11,8,7,87,14,2,4
1900058,10600,6205,39,13,83,6153,31,31,1380,326,3926,23,6,122,2,10,14,252,6,1,2
1900061,114211,63962,606,121,1231,63235,326,320,21436,3512,33691,317,25,1842,37,87,97,815,83,28,34
1900064,20378,12169,170,18,218,11981,60,58,4549,700,5964,67,21,297,2,15,15,114,13,4,2
1900067,10860,6155,36,20,87,6099,33,32,1000,301,4525,19,4,59,5,17,10,53,9,3,7
1900070,27670,15559,129,51,292,15379,84,83,5173,985,8319,108,15,237,11,20,36,144,29,4,6
1900074,8908,5222,39,12,70,5171,27,27,824,586,3457,23,7,104,2,12,17,55,9,1,4
1900076,16582,8886,85,22,136,8779,48,46,1925,386,5947,29,9,139,4,14,18,161,7,1,3
1900079,13183,7663,57,18,143,7588,41,41,1693,457,5038,23,8,131,2,15,9,62,4,0,3
1900082,11160,5650,65,14,107,5571,34,33,1390,431,3424,30,4,70,5,14,16,67,10,0,3
1900085,6800,3864,26,8,55,3830,20,20,648,420,2567,15,3,53,3,4,10,43,6,1,2
1900088,17287,10041,87,23,170,9931,51,51,1979,939,6361,63,7,231,6,17,21,108,18,2,9
1900091,6830,3374,38,11,54,3325,22,18,1394,148,1616,16,1,40,2,2,6,41,3,0,2
1900094,7131,4788,58,8,78,4722,21,20,1416,187,2837,20,2,118,3,10,2,39,8,2,0
2100001,408863,208108,1647,243,3737,206218,1176,1138,108336,9661,75807,628,69,5418,902,305,141,970,123,40,81
2100008,11156,4953,24,16,63,4913,35,35,3585,169,978,12,3,33,29,9,1,26,2,0,3
2100010,30598,12494,66,39,207,12389,93,93,7645,249,3955,29,6,105,78,20,11,66,9,2,7
2100012,24633,11450,121,33,143,11296,73,73,5064,577,5232,24,8,91,37,19,16,66,11,4,4
2100013,9175,3299,17,12,20,3270,28,28,1312,114,1769,3,2,23,1,8,4,12,0,2,0
2100015,15872,6929,34,13,74,6882,47,47,2873,92,3685,14,2,37,37,20,5,38,2,0,3
2100016,94405,42954,437,65,782,42452,271,266,25495,1084,13802,73,19,575,223,74,34,234,28,12,17
2100020,12450,4298,10,19,25,4269,37,36,2365,133,1638,15,4,23,17,13,14,13,6,0,3
2100025,51967,22571,150,65,229,22356,159,159,9117,610,11876,55,13,150,97,36,18,123,19,1,12
2100028,14144,5849,26,16,63,5807,44,44,2868,303,2480,10,7,22,13,9,7,14,6,2,3
2100030,16758,6939,39,26,95,6874,49,49,5223,83,1257,13,1,42,84,21,7,34,6,6,2
2100031,59829,24745,219,52,356,24474,167,167,11518,577,11406,37,4,221,102,39,16,163,21,8,6
2100040,24667,10388,31,24,85,10333,79,79,3756,285,5965,24,4,35,63,59,5,39,7,4,2
2100042,17271,7497,37,25,98,7435,52,51,2984,141,4030,9,5,39,42,16,6,52,7,1,5
2100046,11054,3846,34,18,26,3794,33,33,1430,136,2096,20,4,24,14,6,9,19,8,1,1
2100048,10033,4729,21,18,55,4690,35,35,1834,118,2588,9,6,23,9,3,6,30,7,1,1
2100049,31109,13228,93,55,162,13080,94,94,7442,667,4439,24,10,87,139,37,19,40,10,0,4
2100052,44068,19018,105,56,194,18857,131,126,10383,340,7493,40,11,77,131,35,10,119,15,4,5
2100055,22817,8209,69,36,113,8104,69,69,4940,234,2532,25,8,39,94,25,15,56,11,6,6
2100058,7771,3610,18,2,33,3590,26,26,2364,51,1026,3,1,69,15,7,0,15,5,0,1
2100060,12701,5502,25,18,53,5459,42,42,2162,425,2687,7,1,32,18,12,3,40,11,1,7
2100067,8480,3895,8,10,50,3877,25,25,2013,66,1681,2,0,29,12,3,0,19,2,0,0
2100070,18164,8129,21,19,72,8089,58,58,3223,253,4425,14,4,36,13,7,4,34,2,0,2
2100073,9531,4294,13,7,35,4274,32,31,1802,580,1772,8,5,20,14,2,2,27,4,1,2
2100076,17898,8450,30,15,69,8405,55,54,2387,158,5625,11,1,48,22,5,6,70,1,0,2
2100078,9306,4053,17,10,42,4026,29,29,2323,53,1484,5,1,11,20,8,1,76,2,0,0
2100079,21932,7385,31,46,84,7308,65,64,4352,199,2355,25,15,74,26,30,21,47,60,11,9
2100085,12231,5027,28,22,64,4977,40,40,2740,130,1911,13,5,32,34,6,6,24,6,2,4
2100090,9272,3940,20,16,32,3904,31,31,1200,158,2435,7,2,22,4,4,6,21,8,1,4
2100095,51263,20282,229,70,305,19983,153,151,14375,290,4390,38,11,150,175,54,23,138,19,7,8
2300001,315437,205514,2138,262,3291,203114,907,860,133861,8978,47412,1560,74,6471,51,340,160,705,98,39,74
2300004,7492,4316,63,12,82,4241,25,24,1590,706,1717,13,2,65,1,4,17,35,7,1,1
2300007,6319,4206,46,24,53,4136,20,20,2718,129,1135,25,1,45,1,6,3,10,7,1,2
2300010,7091,3881,19,16,48,3846,25,25,3033,152,526,20,1,24,2,3,7,24,4,0,2
2300013,6071,3363,41,12,83,3310,19,19,1711,276,1167,13,3,30,2,3,6,13,1,2,0
2300016,24240,7193,149,38,150,7006,92,76,5461,275,820,52,15,50,26,23,24,56,19,20,15
2300017,5343,3127,31,11,127,3085,16,16,1828,240,786,26,2,43,1,13,9,5,4,1,0
2300019,18981,10801,141,58,227,10602,60,60,5091,881,3965,47,6,143,2,110,27,83,15,3,2
2300022,7150,3754,80,28,143,3646,25,25,2515,189,704,18,2,37,1,5,5,21,2,1,3
2300025,9051,5426,88,20,110,5318,35,34,3264,306,1441,35,2,83,0,20,4,47,5,1,0
2300028,6451,3804,27,7,44,3770,21,21,2331,153,1140,10,2,58,2,2,0,26,1,0,1
2300031,11429,6586,40,23,123,6523,35,35,5158,207,887,19,3,48,5,10,9,43,7,2,2
2300034,8200,4646,59,39,87,4548,24,24,3250,137,951,16,1,54,0,9,11,17,8,4,3
2300037,26589,14999,96,73,242,14830,80,74,11357,478,2421,57,9,143,7,24,19,47,16,0,10
2300038,11645,7298,70,23,112,7205,37,34,5085,214,1623,27,5,82,2,15,6,29,2,2,1
2300039,7738,4381,98,35,199,4248,27,24,3481,78,352,19,1,45,3,9,2,53,5,0,1
2300040,7149,3979,65,27,118,3887,25,22,3197,78,400,12,2,14,1,7,1,39,6,11,1
2300041,17849,5676,76,54,93,5546,60,44,4667,109,515,27,9,27,7,28,15,28,10,7,4
2300043,12308,6642,41,22,158,6579,37,37,3836,390,2024,18,0,82,0,17,14,37,1,1,1
2300044,6011,4035,80,9,95,3946,20,20,2600,91,1055,11,1,51,1,2,1,35,2,1,0
2300046,11957,7791,133,37,159,7621,36,36,4105,480,2594,48,3,121,5,17,18,47,10,13,1
2300047,7051,2882,21,13,26,2848,26,24,2570,47,151,10,1,8,2,7,4,14,5,1,2
2300049,5987,3600,24,9,38,3567,20,20,2138,720,624,1,2,30,0,2,2,10,0,0,0
2300052,14894,9616,81,35,156,9500,45,44,7012,288,1853,36,5,115,0,11,3,17,3,0,1
2300055,11112,6316,68,10,73,6238,36,36,4863,261,906,22,1,60,2,7,6,35,1,1,0
2300058,5455,3344,36,7,90,3301,16,15,2069,83,941,11,10,69,0,5,5,17,0,0,1
2300061,7583,3994,39,22,60,3933,24,24,2732,120,912,17,1,53,2,5,3,21,4,0,3
2300064,6831,4045,23,8,64,4014,25,25,2642,191,993,21,3,59,1,7,7,23,2,1,0
2300067,105954,55833,805,193,998,54835,300,293,33973,2486,14792,382,28,1562,29,134,53,302,55,12,29
2300073,14057,8673,109,29,189,8535,46,46,5416,468,2226,52,6,98,2,10,12,43,9,0,4
2300076,9601,6027,44,16,73,5967,31,31,4156,204,1386,23,11,68,0,13,6,21,4,0,2
2300077,4104,2567,49,14,87,2504,13,13,1259,79,984,10,1,55,0,2,2,20,4,0,1
2300078,5890,2071,8,2,15,2061,19,17,1811,35,171,1,0,6,1,4,2,14,0,1,0
2300079,24138,13347,307,49,381,12991,81,77,6526,1170,4459,69,6,215,3,20,16,91,15,2,18
2300080,8933,5260,153,36,191,5071,30,26,3665,109,849,22,4,60,3,69,4,88,4,0,3
2300082,8420,4478,54,27,84,4397,30,28,3290,119,821,8,1,49,1,3,1,12,0,0,8
2300085,8065,5521,205,35,203,5281,26,26,3502,255,1072,38,2,117,2,9,12,55,11,2,1
2300088,7444,2474,15,2,19,2457,31,21,2290,14,84,5,1,12,4,5,3,17,3,0,0
2300091,6530,3541,46,20,81,3475,22,22,2775,50,486,10,1,29,1,11,1,28,2,0,0
2300094,7234,2995,12,2,11,2981,27,27,2831,28,80,6,1,8,1,2,1,11,1,0,0
2300095,16429,5518,62,15,71,5441,53,43,4744,85,403,15,6,26,9,17,11,38,6,2,8
2300096,5225,3442,50,11,52,3381,16,16,2080,107,1034,21,1,64,0,9,2,4,3,1,3
2300097,6043,3024,25,16,95,2983,19,18,1742,214,866,10,2,34,0,6,0,10,4,0,0
2300098,12814,8491,297,86,382,8108,42,40,6404,166,875,44,3,54,6,20,14,107,16,8,9
2300100,10132,5216,28,17,68,5171,36,35,3073,241,1628,23,2,62,4,10,9,46,3,1,1
2300101,5140,2997,21,9,36,2967,15,15,2578,57,243,14,0,21,1,3,2,9,2,1,0
2300103,7775,4873,41,8,57,4824,24,24,3227,157,1293,15,0,62,0,1,0,9,2,1,0
2300106,15639,9718,198,27,180,9493,46,46,5072,690,3181,79,4,191,6,12,9,50,16,2,1
2300109,18749,6885,79,47,73,6759,62,60,4992,245,1238,21,2,51,4,11,17,75,8,9,13
2300112,10139,3201,26,4,27,3171,38,26,2967,35,96,8,3,7,3,11,2,7,2,0,3
2300115,22785,13253,155,40,220,13058,81,81,10468,249,1870,28,1,129,1,13,13,56,6,1,3
2300118,17371,10528,133,31,179,10364,54,54,6899,325,2596,53,2,202,1,22,11,56,11,2,5
2300120,6879,4209,44,15,132,4150,20,20,2020,309,1578,13,4,59,0,7,8,14,4,0,2
2300121,13557,7146,205,49,205,6892,41,36,3894,681,1820,67,9,86,9,10,22,73,11,2,3
2300123,5937,3222,47,16,101,3159,19,19,1193,390,1382,14,2,39,0,4,4,24,6,0,0
2300124,11899,6862,103,33,127,6726,40,38,5379,148,940,19,3,60,3,6,3,34,2,1,1
2300125,8060,2636,28,3,35,2605,29,26,2252,61,174,17,4,6,2,8,13,25,3,1,4
2300127,8101,3723,20,30,66,3673,29,27,3010,74,427,11,5,44,0,4,3,21,5,2,1
2300130,5942,3608,29,12,43,3567,19,19,2382,199,876,14,0,34,0,1,4,12,2,0,0
2300133,13880,7718,61,18,140,7639,44,39,6117,150,1128,17,4,37,4,9,2,28,3,0,0
2300136,10318,5933,60,11,77,5862,36,36,4032,214,1371,45,1,81,2,9,3,24,2,1,0
2300139,143672,48276,697,189,825,47390,521,449,35581,2912,6640,231,52,438,40,110,114,281,94,30,42
2300142,36133,18865,305,72,314,18488,115,103,13949,855,2886,87,15,259,9,20,25,44,14,2,9
2300145,9162,6022,103,28,96,5891,28,28,4194,201,1236,36,2,73,1,11,7,28,3,0,3
2400001,463062,272965,3778,609,5223,268578,1324,1303,94923,22873,122482,2757,152,15421,108,642,356,3135,239,62,205
2400008,10746,5648,106,29,115,5513,35,35,1292,974,2667,47,5,184,3,14,28,165,11,2,6
2400013,5890,3040,57,15,68,2968,19,19,978,312,1410,23,2,92,5,7,8,51,9,1,2
2400021,22624,11471,250,62,279,11159,69,69,2824,1534,5737,98,14,289,15,44,41,247,24,4,9
2400025,181405,109450,1757,219,2210,107474,527,525,40551,8359,46668,1222,62,6226,48,293,153,1493,96,21,72
2400029,10843,5912,113,39,136,5760,32,32,1532,908,2805,36,8,190,5,24,16,85,9,3,3
2400038,6754,3567,57,24,55,3486,20,20,896,521,1806,16,8,73,1,15,13,68,9,2,3
2400046,34065,17328,404,64,501,16860,97,97,7601,1457,6093,113,13,552,23,43,27,397,21,1,18
2400054,15672,8213,165,44,171,8004,48,48,2757,803,3818,51,11,190,4,25,21,126,9,0,18
2400062,12754,6174,136,40,114,5998,40,39,3036,573,1886,55,7,125,3,15,19,142,13,1,9
2400070,12208,5599,49,46,65,5504,37,37,3513,349,1410,20,10,48,1,13,11,54,5,2,3
2400078,21596,11817,323,134,335,11360,65,65,5952,1011,3278,102,11,305,14,107,23,177,24,11,10
2400086,69401,42931,818,141,965,41972,201,200,13025,3681,20529,382,37,2385,33,112,71,654,53,18,27
2400094,11809,5638,118,43,123,5477,37,37,1236,687,3020,47,12,169,5,19,30,101,15,0,13
2500001,650786,371580,2508,366,3899,368706,1862,1852,55971,17234,265968,1225,168,17040,158,431,349,5851,220,67,125
2500004,25508,13505,85,30,150,13390,87,86,1960,510,10197,20,10,300,9,16,22,178,11,4,3
2500007,7816,4716,26,11,38,4679,26,25,367,558,3555,7,5,62,0,6,6,68,7,0,0
2500010,8657,5096,20,9,49,5067,28,28,569,235,3973,12,2,127,1,6,10,77,3,1,2
2500013,4553,2740,15,12,27,2713,15,15,124,118,2346,11,3,32,1,2,7,33,6,0,3
2500016,2687,1594,13,4,21,1577,9,9,178,84,1226,2,0,42,0,11,1,10,2,0,0
2500019,7567,4436,21,2,21,4413,28,27,326,270,3691,7,2,30,1,3,3,53,4,1,1
2500022,16641,6391,82,19,145,6290,55,55,2594,197,3082,14,5,132,5,13,11,87,2,0,3
2500025,7113,4166,26,19,40,4121,22,21,319,366,3247,23,8,54,0,8,10,32,10,0,4
2500028,16039,9750,72,13,119,9665,48,47,1413,464,7165,33,5,303,3,14,8,131,4,0,3
2500031,9251,5478,45,19,61,5414,30,30,480,457,4114,11,11,168,2,14,8,70,8,3,7
2500034,6991,3050,17,3,31,3030,22,22,311,297,2251,10,2,78,0,4,0,39,6,0,1
2500036,16333,5956,76,26,141,5854,51,46,4252,69,1160,19,0,80,7,22,7,89,6,1,1
2500037,11409,5230,33,18,42,5179,45,45,1468,104,3372,11,0,106,3,5,3,62,1,1,1
2500038,25533,14282,124,27,148,14131,77,73,1628,497,11115,37,12,300,4,17,17,341,8,3,4
2500040,5772,3685,10,9,20,3666,18,18,277,294,2923,12,0,89,0,6,3,39,2,0,1
2500043,8288,3259,37,10,47,3212,27,27,2076,37,955,7,0,30,0,3,4,46,5,1,1
2500046,5109,1825,4,6,14,1815,16,16,76,120,1540,4,3,39,0,2,0,17,0,0,0
2500049,5592,2968,9,3,23,2956,17,16,277,121,2467,7,0,37,3,3,0,16,2,0,0
2500051,10500,5525,54,10,77,5461,36,35,1222,190,3658,10,2,75,2,11,3,208,3,0,0
2500052,7125,3010,18,12,34,2980,22,22,536,90,2204,9,3,47,3,9,5,37,2,1,0
2500054,83857,46204,265,26,477,45913,246,245,6970,2104,33260,180,10,2118,13,51,30,663,21,9,7
2500055,3813,2393,5,9,20,2379,11,11,120,168,1973,7,3,55,0,3,2,22,4,0,2
2500058,3353,1927,3,3,19,1921,10,9,106,122,1619,0,2,21,0,3,5,24,0,0,0
2500061,90395,55817,453,69,771,55295,269,267,13139,1615,36738,126,35,2215,12,65,52,478,30,7,12
2500064,49125,29079,331,43,581,28705,145,143,7375,1691,16551,194,12,1916,14,34,40,263,16,4,14
2500067,4537,3292,27,8,41,3257,13,13,294,263,2471,11,3,104,4,7,8,44,4,1,2
2500069,21306,3687,31,10,29,3646,62,62,473,102,2829,16,1,77,6,6,6,90,7,1,3
2500070,10042,2934,19,10,21,2905,30,30,185,180,2417,4,1,55,3,6,3,25,4,0,1
2500073,10114,5487,23,15,36,5449,34,33,453,228,4496,8,5,107,2,8,5,93,3,4,1
2500076,8620,3635,38,9,55,3588,33,33,2998,36,441,4,0,28,1,3,2,18,1,0,1
2500079,10193,4915,25,10,34,4880,31,31,623,140,3824,7,5,134,2,2,0,104,4,0,1
2500082,5249,1818,5,2,11,1811,16,14,230,118,1360,6,1,35,1,0,3,46,0,0,0
2500085,20495,10734,61,30,100,10643,72,72,947,417,8716,21,8,165,8,14,15,211,11,7,3
2500088,4773,3032,4,6,27,3022,16,16,120,166,2628,3,2,46,0,2,4,19,3,2,0
2500091,12243,5273,59,17,126,5197,40,39,3970,80,902,8,0,53,2,3,0,51,1,0,1
2500093,45677,19177,365,106,545,18706,138,137,5960,673,9953,107,36,287,29,63,41,915,53,22,22
2500094,13192,7743,62,31,104,7650,43,42,762,357,6096,23,5,192,2,11,8,82,5,2,1
2500097,4121,2363,9,5,16,2349,13,13,162,74,2030,3,2,43,1,3,1,14,0,0,0
2500100,108675,46880,282,42,442,46556,316,315,5330,2105,35957,154,22,1708,26,53,48,660,34,4,13
2600001,281258,171424,2081,244,3001,169099,806,804,53357,14155,84039,1377,87,10681,57,260,173,1675,115,27,95
2600005,2678,1550,19,3,14,1528,8,8,472,148,815,7,1,50,0,1,2,16,1,1,0
2600010,63233,37418,746,69,773,36603,183,183,11800,3976,17276,332,28,1659,13,78,67,526,39,14,22
2600020,24779,15389,219,49,284,15121,75,75,4582,1591,7608,117,19,634,4,32,33,184,20,3,10
2600025,5596,2990,45,9,52,2936,16,16,1134,303,1305,24,3,63,0,6,3,38,3,0,2
2600030,11001,6292,110,25,127,6157,34,34,1496,747,3340,51,7,246,6,15,11,92,9,4,6
2600040,7313,3822,88,15,80,3719,22,22,1028,532,1856,24,6,101,2,23,10,47,5,1,4
2600050,30930,17471,433,63,365,16975,91,91,7199,1476,6653,146,12,738,4,28,28,292,20,7,7
2600060,35223,18678,537,81,450,18060,105,105,5814,2121,8369,142,23,655,9,41,54,318,31,4,29
2600070,5768,3075,65,23,49,2987,18,18,859,346,1578,16,0,70,2,5,6,53,0,1,2
2600080,31044,16029,317,76,326,15636,92,90,5348,1631,7160,103,28,594,7,41,46,324,17,3,8
2600090,6111,3827,48,5,66,3774,21,21,948,406,2102,24,5,145,3,3,4,63,1,2,2
2700001,524202,341636,2013,191,4984,339432,1523,1515,90900,19603,197141,2033,87,18985,115,420,256,4541,189,68,110
2700004,1523,882,5,1,10,876,5,5,110,175,563,1,0,4,0,0,7,4,1,0,1
2700007,3617,2025,11,7,17,2007,15,15,396,323,1217,6,1,23,0,3,7,11,2,0,1
2700010,7181,4656,30,13,50,4613,21,21,867,372,3154,15,1,65,1,4,7,63,7,1,6
2700013,27239,16576,186,21,237,16369,80,78,5435,1229,8677,91,4,447,4,14,16,193,11,4,7
2700016,7939,5594,42,13,71,5539,23,23,1157,412,3554,38,2,238,2,10,8,40,5,1,1
2700019,188674,117525,1718,180,2141,115627,566,551,67545,3420,36926,564,61,2845,67,178,100,1619,67,27,67
2700022,4478,2746,40,3,52,2703,16,16,518,264,1695,13,0,56,0,2,6,87,7,1,2
2700025,8047,4196,39,15,38,4142,34,33,1059,516,2391,20,1,47,1,2,9,50,5,1,2
2700028,1835,1182,4,2,6,1176,6,6,103,187,853,1,1,16,0,1,1,5,0,1,1
2700031,1821,1277,10,1,17,1266,6,6,191,87,908,7,0,37,1,2,1,15,0,0,0
2700034,4989,2957,19,6,27,2932,15,15,402,261,2146,8,3,55,0,2,3,24,1,0,0
2700037,3676,2057,7,6,34,2044,16,16,163,166,1610,3,0,36,2,2,5,22,1,0,0
2700040,2163,1358,1,1,11,1356,11,11,195,123,989,4,4,19,0,0,0,10,1,0,0
2700043,5605,3348,19,16,40,3313,19,19,475,285,2366,13,5,81,5,5,8,25,3,1,1
2700045,29788,15492,315,59,257,15118,94,94,4749,1131,8256,49,13,209,11,21,23,364,25,2,8
2700046,5259,3099,18,7,44,3074,19,19,497,362,2063,11,2,60,0,8,5,17,2,0,3
2700049,2867,1906,6,1,14,1899,10,10,164,217,1450,4,4,27,0,0,1,15,1,1,1
2700052,3023,1854,14,8,23,1832,10,10,400,161,1199,2,2,25,0,2,6,10,1,0,1
2700055,4327,2852,11,7,25,2834,14,14,297,258,2162,13,2,29,2,4,2,36,3,0,1
2700058,10784,7161,60,5,88,7096,37,35,1584,542,4592,25,12,141,4,4,5,87,7,4,1
2700061,10354,6792,52,11,90,6729,32,32,1387,713,4201,79,4,156,2,9,10,71,5,0,2
2700064,3469,2256,3,2,16,2251,12,11,241,369,1535,4,3,52,0,3,3,24,1,0,0
2700067,2594,1639,9,10,15,1620,8,8,207,284,1052,8,1,20,0,1,2,25,4,1,0
2700070,4342,2201,25,7,31,2169,13,13,558,205,1288,18,3,29,1,5,3,24,3,0,1
2700071,12560,6913,45,15,69,6853,43,38,596,384,5582,9,0,83,1,5,6,113,3,0,2
2700073,1635,982,5,1,9,976,6,6,76,369,504,1,0,9,0,2,0,5,1,0,0
