mesa_code,puesto_code,error
2900001060003000033,2900001060003,Expecting value: line 1 column 1 (char 0)
0500095000000000003,0500095000000,Server disconnected
2400046020001000010,2400046020001,HTTP 500
1600001150009000007,1600001150009,Expecting value: line 1 column 1 (char 0)
1600001160008000006,1600001160008,Server disconnected
0500001040002000004,0500001040002,Server disconnected
1500247040002000006,1500247040002,Expecting value: line 1 column 1 (char 0)
0500001050001000025,0500001050001,HTTP 500
2500093990040000010,2500093990040,Expecting value: line 1 column 1 (char 0)
0500097000000000015,0500097000000,Expecting value: line 1 column 1 (char 0)
2700121010001000003,2700121010001,Expecting value: line 1 column 1 (char 0)
2300142010001000012,2300142010001,Server disconnected
0500124000000000002,0500124000000,Server disconnected
1600001110092000005,1600001110092,Server disconnected
1200800000000000010,1200800000000,HTTP 500
3100034010006000005,3100034010006,Server disconnected
1600001060009000005,1600001060009,Server disconnected
2500001100003000028,2500001100003,Server disconnected
2700001060001000012,2700001060001,Server disconnected
01000019900A6000004,01000019900A6,Expecting value: line 1 column 1 (char 0)
1600001040037000002,1600001040037,Server disconnected
2400001990022000003,2400001990022,HTTP 500
0500001190002000010,0500001190002,Server disconnected
0100001010008000014,0100001010008,HTTP 500
3100001130005000009,3100001130005,HTTP 500
0900049020002000003,0900049020002,Server disconnected
1200001060002000015,1200001060002,Server disconnected
1600001060009000034,1600001060009,HTTP 500
2400001100003000012,2400001100003,Server disconnected
1100034990031000002,1100034990031,Server disconnected
4800016990015000010,4800016990015,Server disconnected
1300019990005000005,1300019990005,Expecting value: line 1 column 1 (char 0)
0700046000000000012,0700046000000,Server disconnected
1100034000000000008,1100034000000,Server disconnected
0700055000000000003,0700055000000,Server disconnected
1300043000002000007,1300043000002,Server disconnected
1900034990005000001,1900034990005,Expecting value: line 1 column 1 (char 0)
1500169010009000004,1500169010009,Server disconnected
0100049010006000015,0100049010006,Server disconnected
1600001120025000016,1600001120025,Server disconnected
5200074990040000011,5200074990040,Server disconnected
5200074990040000010,5200074990040,Server disconnected
1300001060001000011,1300001060001,Server disconnected
0700068000000000003,0700068000000,Server disconnected
0300058990005000003,0300058990005,Server disconnected
1500109010002000016,1500109010002,Server disconnected
2900001110002000008,2900001110002,Server disconnected
0700077000000000002,0700077000000,Expecting value: line 1 column 1 (char 0)
0300052080003000003,0300052080003,Expecting value: line 1 column 1 (char 0)
2800001040003000003,2800001040003,HTTP 500
3100001180006000023,3100001180006,HTTP 500
1500160020008000009,1500160020008,Server disconnected
0700088000000000013,0700088000000,HTTP 500
5400007990017000004,5400007990017,HTTP 500
8800355030086000004,8800355030086,HTTP 500
1700001010003000023,1700001010003,Server disconnected
3100061000001000017,3100061000001,Server disconnected
1200415990012000001,1200415990012,Server disconnected
0100151010001000024,0100151010001,HTTP 500
2500001040008000025,2500001040008,Server disconnected
1100091990087000001,1100091990087,Server disconnected
0100001100003000004,0100001100003,Expecting value: line 1 column 1 (char 0)
0700100000000000034,0700100000000,Expecting value: line 1 column 1 (char 0)
5200001060002000016,5200001060002,HTTP 500
8800330100086000001,8800330100086,Server disconnected
0700100000000000033,0700100000000,Server disconnected
0100231000000000003,0100231000000,Server disconnected
0700106000000000004,0700106000000,Expecting value: line 1 column 1 (char 0)
8800465050086000005,8800465050086,HTTP 500
2900001080009000007,2900001080009,Expecting value: line 1 column 1 (char 0)
2400001030006000003,2400001030006,Server disconnected
0100127000001000025,0100127000001,Server disconnected
1600001130014000005,1600001130014,Server disconnected
1600001130014000011,1600001130014,Server disconnected
8800355050086000010,8800355050086,Server disconnected
1600001040055000003,1600001040055,Server disconnected
1300022990002000001,1300022990002,Server disconnected
1900034010003000017,1900034010003,HTTP 500
0700130000000000005,0700130000000,HTTP 500
8800250030086000002,8800250030086,Server disconnected
4000005990071000002,4000005990071,Server disconnected
3100001200003000031,3100001200003,Expecting value: line 1 column 1 (char 0)
0500097990003000001,0500097990003,Server disconnected
1300001050005000001,1300001050005,Expecting value: line 1 column 1 (char 0)
8800380050086000011,8800380050086,Server disconnected
1500340020008000003,1500340020008,HTTP 500
1500340020008000008,1500340020008,HTTP 500
1900001060002000005,1900001060002,Server disconnected
0700160000000000001,0700160000000,Expecting value: line 1 column 1 (char 0)
1300028990003000005,1300028990003,Expecting value: line 1 column 1 (char 0)
0700058990001000001,0700058990001,HTTP 500
3100001030005000003,3100001030005,Expecting value: line 1 column 1 (char 0)
0700160000000000054,0700160000000,Server disconnected
23001399900D1000001,23001399900D1,Server disconnected
1200001990092000003,1200001990092,Expecting value: line 1 column 1 (char 0)
0500097990050000002,0500097990050,Server disconnected
3100001080005000009,3100001080005,HTTP 500
0100001080005000007,0100001080005,Expecting value: line 1 column 1 (char 0)
2800080990070000003,2800080990070,Server disconnected
1500094020010000013,1500094020010,Server disconnected
0700166000000000014,0700166000000,Expecting value: line 1 column 1 (char 0)
2900001030007000005,2900001030007,Server disconnected
1600001030002000001,1600001030002,Expecting value: line 1 column 1 (char 0)
1200608010002000006,1200608010002,Server disconnected
2300139990022000001,2300139990022,Server disconnected
3100001040003000021,3100001040003,Expecting value: line 1 column 1 (char 0)
1600001190012000051,1600001190012,Expecting value: line 1 column 1 (char 0)
1300001020005000006,1300001020005,HTTP 500
5400001020002000015,5400001020002,Server disconnected
0700226000000000007,0700226000000,Server disconnected
1300001030002000027,1300001030002,Server disconnected
1600001020003000034,1600001020003,Server disconnected
3100010990026000001,3100010990026,Server disconnected
1500094990050000009,1500094990050,Expecting value: line 1 column 1 (char 0)
4800005990022000004,4800005990022,HTTP 500
4800005990022000008,4800005990022,HTTP 500
2700001060003000014,2700001060003,HTTP 500
2500001070008000002,2500001070008,Server disconnected
0900115990012000001,0900115990012,Expecting value: line 1 column 1 (char 0)
2500001070008000003,2500001070008,Expecting value: line 1 column 1 (char 0)
2900097990002000003,2900097990002,Expecting value: line 1 column 1 (char 0)
1600001080075000003,1600001080075,Server disconnected
3100031990040000001,3100031990040,"400, message='Expected HTTP/, RTSP/ or ICE/:\n\n  b\'<!DOCTYPE HTML PUBLIC ""-//W3C//DTD HTML 4.01 Transitional//EN"" ""htt"
0100160000000000011,0100160000000,Server disconnected
3100031990038000013,3100031990038,Server disconnected
1300010020001000013,1300010020001,Server disconnected
1600001100014000024,1600001100014,Server disconnected
1200075990096000001,1200075990096,Server disconnected
4600320990010000001,4600320990010,Server disconnected
2900040010002000001,2900040010002,HTTP 500
2900040010002000002,2900040010002,Expecting value: line 1 column 1 (char 0)
3100001990019000008,3100001990019,Server disconnected
1600001070064000005,1600001070064,Server disconnected
0500031000001000006,0500031000001,Server disconnected
1700001010002000023,1700001010002,Server disconnected
1900022010001000022,1900022010001,Server disconnected
2300091990005000001,2300091990005,HTTP 500
4600880010002000014,4600880010002,Expecting value: line 1 column 1 (char 0)
5200020000001000012,5200020000001,"400, message='Expected HTTP/, RTSP/ or ICE/:\n\n  b\'<!DOCTYPE HTML PUBLIC ""-//W3C//DTD HTML 4.01 Transitional//EN"" ""htt"
4400007990045000003,4400007990045,"400, message='Expected HTTP/, RTSP/ or ICE/:\n\n  b\'<!DOCTYPE HTML PUBLIC ""-//W3C//DTD HTML 4.01 Transitional//EN"" ""htt"
3100079010001000006,3100079010001,HTTP 500
0700307000000000026,0700307000000,Server disconnected
1600001150002000008,1600001150002,Expecting value: line 1 column 1 (char 0)
3100097020002000016,3100097020002,Server disconnected
0700313000000000003,0700313000000,Expecting value: line 1 column 1 (char 0)
1600001180021000021,1600001180021,HTTP 500
0100205020002000002,0100205020002,HTTP 500
16000010800A6000003,16000010800A6,Server disconnected
1600001150005000005,1600001150005,Server disconnected
8800250200002000008,8800250200002,Server disconnected
2600001090005000016,2600001090005,HTTP 500
8800360050002000009,8800360050002,HTTP 500
2800220020001000002,2800220020001,Server disconnected
5000001020002000016,5000001020002,Server disconnected
1600001150005000024,1600001150005,Server disconnected
2800220020001000001,2800220020001,Server disconnected
1600001150005000025,1600001150005,Server disconnected
0100001080003000017,0100001080003,HTTP 500
1600001080013000011,1600001080013,HTTP 500
1600001160029000001,1600001160029,HTTP 500
0700346000000000014,0700346000000,Server disconnected
0900001130001000017,0900001130001,Expecting value: line 1 column 1 (char 0)
3100001060002000025,3100001060002,HTTP 500
0900052000000000008,0900052000000,Server disconnected
0500079990005000001,0500079990005,Server disconnected
0100004000000000040,0100004000000,Server disconnected
3100034990033000012,3100034990033,Server disconnected
1600001130011000005,1600001130011,Server disconnected
0100049020006000032,0100049020006,HTTP 500
1500055010002000024,1500055010002,Server disconnected
3100124020001000020,3100124020001,Server disconnected
1600001030009000023,1600001030009,HTTP 500
0700277020005000027,0700277020005,Server disconnected
0100250010001000002,0100250010001,Server disconnected
1500247020001000005,1500247020001,HTTP 500
0100250010001000008,0100250010001,Server disconnected
1100064010001000006,1100064010001,Server disconnected
3100118990017000001,3100118990017,Server disconnected
4600001010003000010,4600001010003,Server disconnected
1500247020001000028,1500247020001,Server disconnected
2400001080001000033,2400001080001,HTTP 500
1700012990045000001,1700012990045,Server disconnected
0900115000000000019,0900115000000,Server disconnected
2300112990017000001,2300112990017,Server disconnected
2300067020001000031,2300067020001,Server disconnected
0100136000000000015,0100136000000,Server disconnected
0900120000000000001,0900120000000,Server disconnected
2700001120001000011,2700001120001,Server disconnected
2300067020001000028,2300067020001,Server disconnected
0300035990035000009,0300035990035,Server disconnected
2400001080004000004,2400001080004,Server disconnected
3100079020003000001,3100079020003,Server disconnected
0900004990003000002,0900004990003,Server disconnected
0100136000000000016,0100136000000,Server disconnected
2400001080004000005,2400001080004,Server disconnected
2700001120001000019,2700001120001,Server disconnected
1600001180015000010,1600001180015,Server disconnected
0900127000000000001,0900127000000,Server disconnected
1600001040004000009,1600001040004,HTTP 500
1600001010006000031,1600001010006,Server disconnected
0100106040001000002,0100106040001,Server disconnected
1100005000000000015,1100005000000,"400, message='Expected HTTP/, RTSP/ or ICE/:\n\n  b\'a"":""25161977"",""nomcan"":""MARIA EUGENIA"",""apecan"":""LONDO\\xc3\\x91O O"
1100005000000000024,1100005000000,Server disconnected
1600001070016000001,1600001070016,Server disconnected
1100006000000000016,1100006000000,Server disconnected
1100001050003000020,1100001050003,Expecting value: line 1 column 1 (char 0)
2400001100001000029,2400001100001,Server disconnected
1100007000000000009,1100007000000,Expecting value: line 1 column 1 (char 0)
1200900990042000002,1200900990042,Expecting value: line 1 column 1 (char 0)
3100079030004000021,3100079030004,Expecting value: line 1 column 1 (char 0)
1500067000001000024,1500067000001,HTTP 500
2600001070004000007,2600001070004,HTTP 500
0500070990005000005,0500070990005,Expecting value: line 1 column 1 (char 0)
1100022000000000023,1100022000000,Server disconnected
3100079020005000005,3100079020005,Expecting value: line 1 column 1 (char 0)
1600001060004000002,1600001060004,Expecting value: line 1 column 1 (char 0)
1200001900001000017,1200001900001,Server disconnected
0100133010002000024,0100133010002,HTTP 500
1600001040003000008,1600001040003,HTTP 500
1600001070032000004,1600001070032,Server disconnected
1100029000000000009,1100029000000,Expecting value: line 1 column 1 (char 0)
0900034010002000021,0900034010002,HTTP 500
1900001010002000030,1900001010002,Server disconnected
5200001900001000016,5200001900001,Server disconnected
0900013000001000014,0900013000001,Server disconnected
0900013000001000015,0900013000001,Server disconnected
2100031010002000003,2100031010002,Server disconnected
2500054020002000003,2500054020002,Server disconnected
2900073990025000003,2900073990025,HTTP 500
0500009990035000001,0500009990035,Server disconnected
1100060000000000001,1100060000000,Server disconnected
2300001060004000017,2300001060004,Server disconnected
0500001010002000010,0500001010002,Server disconnected
3100001020004000005,3100001020004,Server disconnected
0300049020001000010,0300049020001,HTTP 500
3100001020004000018,3100001020004,Server disconnected
1100070000000000004,1100070000000,Server disconnected
1100070000000000007,1100070000000,Server disconnected
1100070000000000005,1100070000000,Server disconnected
1600001080025000008,1600001080025,Expecting value: line 1 column 1 (char 0)
2700169000001000009,2700169000001,HTTP 500
2100016010001000004,2100016010001,HTTP 500
0900001040001000014,0900001040001,Server disconnected
0100218030002000016,0100218030002,Server disconnected
0500079020004000009,0500079020004,Server disconnected
0100151040001000013,0100151040001,HTTP 500
3100064020005000005,3100064020005,HTTP 500
1200170000000000021,1200170000000,Server disconnected
1500247060008000003,1500247060008,HTTP 500
2700160030001000008,2700160030001,Server disconnected
0300052100005000001,0300052100005,Server disconnected
0300052010001000004,0300052010001,HTTP 500
1200525990087000001,1200525990087,HTTP 500
0100001110008000008,0100001110008,HTTP 500
0100001110008000015,0100001110008,Expecting value: line 1 column 1 (char 0)
3100001250004000040,3100001250004,Server disconnected
01002809900A1000018,01002809900A1,Server disconnected
1300022010002000002,1300022010002,Server disconnected
1100046990013000001,1100046990013,Server disconnected
1300022010002000007,1300022010002,Server disconnected
0100070020002000022,0100070020002,Server disconnected
1200625000000000008,1200625000000,Server disconnected
0500001140004000007,0500001140004,Server disconnected
1100001010003000004,1100001010003,Server disconnected
1300001050002000011,1300001050002,Server disconnected
2100049020002000014,2100049020002,HTTP 500
1100029990050000002,1100029990050,HTTP 500
0100001240007000031,0100001240007,HTTP 500
4800001030006000023,4800001030006,Server disconnected
0100001140002000010,0100001140002,"400, message='Expected HTTP/, RTSP/ or ICE/:\n\n  b\':"""",""vot"":""2"",""pvot"":""1,24%"",""carg"":""0"",""pref"":""1"",""empate"":""0""},{"""
2500064020005000020,2500064020005,HTTP 500
2100001050001000004,2100001050001,Server disconnected
1600001080042000022,1600001080042,Server disconnected
1200720000000000022,1200720000000,HTTP 500
1500175000002000004,1500175000002,Server disconnected
